	MF.103-11B+.LU	MF.103-11B+.SALM3.SI	MF.103-11B+.SI	MF.11CLOSER.SALM3.SI	MF.11CLOSER.SI	MF.169+11CHI.SLN	MF.BM	MF.II+480LO.PC	MF.II-480HI.PC	MF.LU	MF.MEDL.SLN	MF.MICROGLIA.CNS	MF.RP.SP	MF.SBCAPS.SLN	MF.THIO5.II+480INT.PC	MF.THIO5.II+480LO.PC	MF.THIO5.II-480HI.PC	MF.THIO5.II-480INT.PC
9130014G24Rik	4.277836008	6.170178954	6.046972739	5.970127178	4.675473843	4.3436672	3.797625215	4.673254889	9.007523876	5.510641285	4.120650535	4.178794302	5.912791158	4.763870975	4.268766233	3.759141627	7.725376484	4.009654718
9330121J05Rik	7.138267192	6.486384147	6.380992589	6.591033075	6.33243154	7.385027596	7.120416572	6.470687613	6.440335998	6.440880239	7.439023829	7.049929847	6.445130202	8.042127746	6.334075996	6.593720275	6.713211903	6.495544874
9330175E14Rik	5.41454487	5.278149272	5.096881078	5.537682784	5.361748712	5.196532295	5.29009628	5.158879605	5.110183647	4.700726379	5.602413823	5.353500911	5.246739965	6.185974545	4.935618467	5.112808539	5.282721496	5.117524668
9430025C20Rik	3.9767852	3.829994126	3.989103965	3.804316914	4.434384033	3.940575534	3.415456722	4.065540718	3.916002037	3.77023	4.029656068	3.786613786	4.492840203	3.70404749	3.940677321	3.787892115	3.683872337	3.772174229
9430070O13Rik	4.6178891	4.253741613	4.315773225	4.251283568	4.309043731	4.373585575	4.236666089	4.289089323	4.5253193	4.325264074	4.689914132	4.340277405	4.247043909	4.758988007	4.543213338	4.498276402	4.510588542	4.63365401
9530009G21Rik	6.631155952	7.15286586	7.8849646	7.533640239	8.56726121	5.211968091	4.740654174	6.26037951	7.262818988	4.726680474	5.752142436	6.007027267	6.105311408	5.151308855	6.784368746	6.272291367	6.78692912	6.891539892
9830107B12Rik	3.930917072	4.697588968	4.585990913	4.43216437	4.308154062	4.854571712	4.423519906	5.446638913	4.516599337	4.211845475	4.788082722	4.497778403	4.383526896	4.770977007	4.491885156	4.915767862	4.352174701	4.035160531
9930022D16Rik	7.240230361	6.557175325	7.166321209	6.443389502	6.870880545	5.500230023	5.273025957	5.417777144	5.062931906	5.532516454	5.741046251	6.147325696	5.471066038	6.399865779	5.516635053	4.951845751	5.32249304	5.365119759
A030009H04Rik	6.090267005	5.962812159	6.21145782	5.875530666	6.364808077	6.896250048	6.732793787	6.140443978	6.104289128	6.008825239	6.77075506	6.351620674	6.220931597	6.394994229	6.365687289	6.210197916	6.521110953	6.425166099
A130014H13Rik	5.428366873	5.617421915	5.640164767	5.6270793	5.560327942	5.963092592	5.368131589	5.582027038	5.52795131	5.15460076	5.935615324	5.811092496	5.732837192	5.815431972	5.396624188	5.531133972	5.272461208	5.441849728
A130050O07Rik	4.815355114	4.517248918	4.695488018	4.533687928	4.943629758	4.515794438	4.485993489	6.016485177	4.95069236	5.648152863	4.879301422	5.017075635	5.489896116	4.986549737	5.636910715	5.853350314	5.047590735	5.968277415
A130082M07Rik	5.867082248	5.780731349	5.821528373	5.80735299	5.650035561	5.748166009	5.693428412	5.667401117	5.75361345	5.653773734	6.065788777	5.883100238	5.694294269	5.847015991	5.751192325	5.820931181	5.788737906	5.896619804
A230006K03Rik	3.788617854	3.221625786	3.365526577	3.24426678	3.341843463	3.835691689	3.3157063	3.533181236	3.850836087	3.403026798	4.431873638	3.665711111	3.439614273	4.682317657	3.470966291	3.474033616	3.264446354	3.156509879
A330049M08Rik	6.015825361	5.910175596	5.818703413	5.891585661	5.74988873	6.10683719	5.913928979	5.842819641	5.740079355	6.043372942	6.250145849	6.300943704	5.976902789	6.43997795	5.83791886	5.915911239	5.756104374	5.686563089
A430078G23Rik	7.411364381	6.520396318	6.485946812	6.639364588	6.598803772	7.586578241	8.976552572	9.017925433	8.208137444	6.843339879	8.019845888	6.690480419	6.776345294	8.590959932	8.722444621	9.373671917	7.073923391	8.606484671
A430084P05Rik	8.306473471	9.579420458	9.502543066	9.503189202	8.926950619	8.032532606	5.814925489	6.238477987	5.18763712	8.727687586	7.970150192	6.136222153	6.068663646	7.087286206	5.544097912	5.972399337	5.15639392	5.559086929
A430093F15Rik	6.026216889	5.766192296	5.924618435	5.893332478	5.775953392	6.007123724	5.726944718	5.665335917	5.78753259	5.986840949	6.326915697	6.310003162	5.837029919	6.525464431	5.871590695	5.586280362	5.693386593	6.013173394
A530021J07Rik	4.336029823	4.127717875	4.320346446	4.221320307	4.248121885	4.505995699	4.070466613	4.0167459	4.301104717	4.113003094	4.371774902	4.605934787	4.542809017	4.650305029	4.4426494	4.267103774	4.313306325	4.423053704
A530023O14Rik	4.809558501	5.057117721	4.715683962	5.471992979	5.272592837	6.555267066	5.283706981	6.434536493	6.463649701	5.106257576	6.906247251	5.393468829	7.192140892	5.360940116	5.507670975	6.714487321	5.371120877	5.201499256
A530040E14Rik	7.38040262	7.36748399	6.925329779	8.149388179	7.295493821	7.343903441	6.190244131	6.091627909	5.977300533	5.952377058	7.072783781	5.827382086	6.543176211	6.428744561	6.318288517	6.867066181	6.257335666	6.516030385
A530064D06Rik	5.245560312	5.477173786	5.394425456	5.320177766	5.399450717	5.998207917	4.888546818	8.548586898	5.430707893	4.747763332	6.726457964	4.857400484	5.69604205	5.805212476	6.490993635	7.74298798	5.783323938	5.636601421
A530099J19Rik	5.208138745	6.34678762	7.285021942	5.973796651	6.197041298	9.344617926	4.985934509	4.833755372	4.625056134	4.752272252	5.701084625	4.604877868	5.559051228	6.877249772	4.571769832	4.494133957	4.470868705	4.431268594
A630001G21Rik	8.024185573	8.356201595	8.485626414	8.343358073	8.647661613	7.528397066	7.723066567	8.324887542	8.42218828	8.122068882	7.679353418	8.373126593	8.911250058	7.589946209	8.560834028	8.375879021	7.822556173	8.74319
A630033H20Rik	7.274737355	5.352401903	6.161005734	5.98137491	6.787072477	5.329525485	5.00828668	8.725660391	7.820453857	9.286210041	6.193382439	7.112059604	8.076199738	5.707858812	8.40795658	7.999778883	8.058587625	8.317618526
A630038E17Rik	5.090048887	4.835307665	4.940267447	4.763548348	4.743012943	5.173749082	4.927417688	4.842011684	4.688148646	4.654070773	5.639379783	5.036208786	4.527460324	6.280727164	4.818560875	4.883167867	4.835858404	4.907172695
A630091E08Rik	5.712773218	5.409734596	5.393578494	5.328347311	5.562309596	5.697220584	5.263999637	5.180382614	5.04912684	5.225353346	5.729503828	5.863875695	5.569014044	5.447522995	5.102252194	5.121950639	5.024554612	5.125626307
A930002I21Rik	4.007715783	3.713912972	3.705214896	3.591733266	3.651382396	4.036679154	3.617067263	3.617702048	3.650538641	3.714560587	4.141175261	4.040509648	4.394443259	3.773695732	3.759823397	3.687071889	3.811114765	3.695084421
A930038C07Rik	6.052107184	4.724728025	4.66853979	4.77363376	4.766825169	6.033638839	4.917980658	8.582044481	4.874854332	4.808041756	5.171413015	4.967340786	4.841396194	5.811477453	6.066357607	8.669630598	5.690273676	5.062255576
A930039A15Rik	7.625399818	7.221828034	7.440469725	7.19268118	8.410230171	6.33816231	7.065364431	7.939793105	10.11874472	8.499655508	6.628263255	11.03697418	10.75186021	6.582978935	8.817772785	7.50948868	8.485329946	8.694274881
AA386476	8.561467817	7.569035697	7.430255638	7.51143997	7.576460009	8.760419237	8.22942129	7.587532515	7.72062163	7.430138052	8.78900244	8.397067197	7.693684414	9.008112875	7.788997112	7.768164471	7.734942148	7.686897331
AA467197	7.255967079	6.085753402	5.17099918	7.157854442	5.280892489	5.849523952	5.391543198	5.178119702	4.678289796	5.311729548	5.504235834	5.526497674	4.819955944	5.320838449	5.763150386	5.384939701	5.58204812	5.11743601
Aasdhppt	6.985178202	7.77648814	7.941189667	7.506101453	7.685361049	7.387350908	8.455845018	8.160151273	8.515731635	8.339584594	7.779514836	7.84012623	7.919591157	7.438673355	8.053950854	8.125314446	8.185111807	8.233565515
AB010352	4.611446844	4.652136534	5.044944237	4.462227408	5.153706451	5.320511755	4.094019255	5.464211908	5.702142203	6.120029084	5.637928981	5.12794825	6.081029232	5.137165352	5.872876356	5.680996595	5.665952662	6.035099665
Abca1	9.237098916	9.680585493	9.590710972	9.704905587	10.39224134	6.837287322	7.134431796	8.147845302	9.665450511	9.626110976	8.50830207	9.762078019	10.16240224	7.998697887	10.51930348	8.982436252	10.43886884	10.82143256
Abca13	4.83980594	4.741429233	4.703899619	4.742977654	4.685502902	5.239113492	4.966232028	4.750313506	4.660350608	4.628931035	5.616979566	5.148841934	4.762510051	5.849405101	4.858120283	4.802263885	4.661732501	4.646210669
Abca5	5.843227638	5.988836332	7.068208456	5.879575898	5.810822494	5.873479795	5.534392639	5.351654239	5.362459368	5.710614521	5.852186156	5.47947957	5.510887041	5.912957578	5.525072858	5.566591935	5.981463012	5.53828983
Abca6	5.363889442	4.254062987	4.13275426	4.243636714	4.775007334	4.713418135	4.50891454	7.131032426	8.014079256	4.2024778	5.333600839	4.68233545	4.457316302	4.366241771	6.678793072	7.740685877	6.884614608	6.265433145
Abca9	9.710543781	9.122814344	9.888100393	8.658374669	10.5277043	7.431932959	6.515576324	11.14709774	10.88646101	4.928935603	8.059832758	10.40956571	9.406789336	5.660884419	10.68625107	11.11012869	10.03553585	9.893591861
Abcb10	7.013815632	6.90881681	6.998906454	6.93522311	6.927411287	7.114746495	9.526341431	7.018096668	6.945645546	7.12800326	7.129285593	7.150591831	6.635461296	7.418990192	7.19469711	7.359204	7.107303574	7.244590906
Abcb1a	6.73891372	8.738470537	9.299704927	8.186563696	6.628545277	7.055221147	5.861125791	5.732044835	7.01911216	5.935718247	6.924444955	6.428000536	7.028796397	7.190372383	7.150160565	6.359535812	8.534720746	7.71072609
Abcb1b	8.008075889	6.891101375	6.53705329	7.102318779	7.321850548	7.236484008	6.844450936	6.292560298	8.096085589	4.722833937	7.191669732	7.158706286	5.504598148	6.775730103	8.006482988	7.462918559	8.364671352	8.61282833
Abcb4	6.061150822	5.500569444	5.455104545	5.445778837	5.611430318	5.74966566	8.036185521	5.588441809	6.072696081	5.513133818	5.770909634	7.628757316	9.202019312	5.917757542	5.744612316	5.567887139	7.690300219	5.872213965
Abcb9	6.514074906	6.27632823	6.29932657	6.199754782	6.219439218	6.280761492	6.672836876	6.286961213	6.040326256	6.350834897	6.149406725	6.749952535	6.463092181	6.561068708	6.379946091	6.257835983	6.429509404	6.167714516
Abcc3	8.485709985	10.15468624	10.80134342	9.513986261	10.0576571	6.134931432	7.509275681	6.604315509	8.47781546	5.725633923	6.533317272	9.981371056	11.45263941	6.1015881	8.627701308	6.923284694	8.418739654	9.550458153
Abcc5	7.578496858	7.267784372	7.396929244	7.333638181	7.96273756	6.569045953	7.367067851	7.972078383	8.988760511	9.765818981	7.279172251	8.060386647	9.988381537	6.596956008	8.736682663	7.892678201	9.082201566	9.18024054
Abcd2	6.802604249	6.042224621	6.642617414	6.155201258	8.565420864	6.062319266	6.885832605	9.741952297	10.22058571	11.38319222	7.807473102	9.335244217	9.186172359	6.217501196	10.22415727	9.733371572	10.16656629	10.25683211
Abcg2	6.241962182	7.671714604	7.966669416	6.961960408	7.288682468	5.383379434	7.970190273	5.802004465	6.148172843	6.74193118	5.851936392	7.550563134	6.606091777	6.583131672	6.513176991	6.180015879	5.967735028	6.77426698
Abcg3	7.729227475	10.23874614	10.70974042	9.652198259	9.526630142	8.376277358	6.705035604	8.630992083	7.108719591	4.480969492	8.129829849	5.674428637	11.6410301	6.824325534	8.191217832	8.088220057	8.068446357	7.974654923
Abhd12	9.320003858	9.621041075	9.66454981	9.399428703	9.585078964	8.014446519	8.664497062	9.662090173	9.814348326	11.23596584	7.918027186	11.28121389	10.09982696	7.315138238	10.11266026	9.775134406	10.05266314	10.32572456
Abhd15	8.611065938	7.859513666	8.189265371	7.646626568	8.194942669	7.801610074	8.283358341	7.277797271	6.649845831	8.140422675	7.189023937	9.635801421	8.023095451	7.160719553	7.323650485	7.755119918	6.794417166	7.306622552
Abhd8	6.658713482	6.263819409	6.271531593	6.096898543	6.145886916	6.302848174	7.667489113	6.607491591	6.320610433	6.430814922	6.50618855	6.633347409	6.229569338	7.495289827	6.444518545	6.506454901	6.758937832	6.759672955
Abi3	8.613943209	9.953005741	10.26672063	9.930908241	9.455701738	8.540460721	8.946518775	8.124021681	10.14739362	7.844168858	9.819003821	11.02259925	10.22113354	7.806692354	8.961766271	8.762360554	9.172383252	8.53156471
Abi3bp	4.825963664	4.836116017	4.614088048	4.972567447	4.57458717	4.962546709	4.632966125	4.706806799	4.578397349	4.670874319	5.353566778	5.119453017	4.769713565	6.715736905	4.683997686	4.545760431	4.480232803	4.540194697
Ablim1	6.233841097	6.661345224	5.887562173	6.470148401	6.30314838	6.820728486	6.895620519	5.672259375	6.162886745	5.52004712	7.363874114	6.825519803	5.607732733	8.667109945	5.650445776	5.519308104	6.425628263	5.211527535
Abtb2	6.660947151	7.019105301	6.897193569	7.618536372	7.208678391	6.396728069	6.234470025	6.84689192	6.92061606	6.179127501	6.502318666	6.546530268	6.195146116	7.129029493	6.056408672	6.485039802	6.650518538	6.091803484
Acaa1b	4.93375674	4.913827681	4.625933396	4.712083979	4.4653398	4.370258457	4.824667733	5.242242994	4.819819734	8.638612092	5.254641281	5.136749191	4.403629033	5.058102154	4.843561824	4.774876649	4.611264858	4.672619574
Ace	8.502986505	7.831126856	6.278104524	7.561304558	6.58474578	7.745989548	9.04770142	6.929517627	6.228111276	7.804652492	9.140169737	6.641832112	6.704729974	7.391153351	6.772766751	7.307694452	6.814861846	6.558052786
Ace2	3.809224062	6.009557684	4.249612205	5.311073462	4.087880314	3.999061943	3.681273087	3.718876685	3.891723767	3.665411722	4.449006639	3.922603827	3.964330855	4.307523244	3.844389001	3.874469118	3.927735303	3.660346804
Acer3	9.062318591	8.674499845	8.677056297	8.593654332	8.983028188	8.02896248	7.173336012	9.323070077	8.530711036	5.123072952	8.487710828	8.557506206	10.05360541	6.512060923	9.315269669	9.467892023	8.948671898	9.312172775
Ache	5.893592771	5.607484193	5.414978245	5.764059473	5.499230418	6.148316924	7.192345096	5.624001435	5.51993603	5.646597589	5.846472004	6.586210293	5.602322262	6.28078747	5.476247739	5.533160467	5.638947494	5.469214168
Acp2	9.290008822	10.82631085	11.02156199	10.46194382	10.2510726	8.663080922	8.585750883	9.343483997	9.229090613	9.682526948	9.609665681	10.33175119	11.74623498	8.007125406	10.458686	9.294778717	10.76467281	10.76581241
Acp5	8.580678594	12.27667468	12.23494859	11.79344513	10.23605441	8.508272157	9.62484455	7.571591872	6.920831986	10.00288115	8.36853549	7.109247366	10.67399725	7.609801863	9.207801607	8.4990478	8.055940718	9.809548479
Acpl2	5.7761211	5.518679118	5.290645569	5.625358901	5.545400072	6.456365916	7.555232805	5.802394008	5.341210126	5.112839114	6.173593195	5.546206122	5.496866024	6.45065866	6.090260652	5.89711374	5.664315957	6.172932822
Acpp	5.759061267	6.295200008	7.120636762	5.851890181	6.306488646	5.375958639	5.366999393	7.704950099	7.053486084	5.128393768	5.593350783	5.398353791	5.202776849	6.711761946	6.408235186	6.626256598	6.689943011	5.764314304
Acsbg1	6.486948422	6.418647044	6.117280945	6.445850001	6.192634089	6.678315621	6.61506851	6.307403023	6.173726433	6.293531118	6.382109536	6.815222739	6.429290122	7.068851351	6.374130073	6.21838144	6.197651157	6.22045959
Acsl3	7.375127207	6.816648342	7.145696086	6.501493285	7.460182608	5.85220114	6.554011146	7.502004329	5.662451436	5.546321383	6.213113943	5.676647292	8.740592115	5.800907663	6.695957171	7.499271883	5.881494957	6.509753895
Acss2	6.054475168	6.472676625	6.433477902	6.592634186	6.580678857	6.201963134	8.233136301	7.300406865	6.813727757	5.948021411	6.788737253	6.706554036	7.471668983	7.188565604	6.979299047	7.567797161	7.098893231	6.991089067
Actn1	7.93422338	8.159473153	6.452296081	8.73480622	6.22644649	8.491637077	7.65352512	5.902435414	5.991468181	10.45817185	8.870657236	7.193479693	11.15970745	8.578779872	7.166625407	6.211128389	8.286615823	8.434280716
Actr3b	4.747631767	4.398016818	4.415667896	4.370329958	4.431693823	4.53972647	4.493098619	4.465023234	4.329475255	4.296817119	4.98810522	4.694228326	4.574147942	5.363574106	4.357141423	4.321163264	4.39648605	4.407078509
Acvr2a	8.455034541	8.064457026	8.349194078	8.189843828	8.552593407	7.899038437	6.453113665	6.971917112	7.257091416	7.282124999	8.022409151	7.858588001	8.514013344	7.508149325	7.224017114	7.004285646	7.288889139	7.370169513
Acy1	6.308575667	7.251690456	7.477674206	7.067968046	6.863733575	6.061660648	7.892467328	7.063364159	7.900823949	7.852732986	6.385737319	7.468889819	6.372834305	6.156969916	6.312933766	6.377437873	6.874811717	6.308730371
Ada	6.531576406	7.816857742	7.096799775	7.515077887	7.126139053	6.594798581	8.054207064	6.517588033	6.212192534	5.75680181	6.93629224	7.017296159	8.225056209	7.66579779	6.980142244	6.424763123	6.276692684	6.638801761
Adam11	6.849161738	6.272891476	5.860013195	6.153457791	5.912641243	8.077608594	6.635446785	5.805344053	5.914958309	6.03036183	6.630729442	6.563665588	6.129993884	7.276056457	5.854021421	6.009294913	6.06381785	5.768221384
Adam12	5.801687668	5.434333821	5.371251672	5.386451435	5.359161295	5.523500797	5.377285737	5.390762826	5.352351286	5.470977133	5.635832733	5.83313213	5.393861196	5.915653548	5.427622933	5.376134074	5.438423717	5.516105523
Adam15	8.986889431	8.327412522	8.09849904	8.396067309	8.206976531	7.91008743	8.160176658	10.5161979	10.42247862	8.238854675	8.777813707	10.23461077	6.648473593	7.458566562	10.2602184	10.5625939	10.32356144	9.753432106
Adam22	5.89099137	6.025512787	6.647464389	5.744691242	6.75122027	5.412510571	4.655613246	4.496374996	4.226287587	6.983599417	4.933294081	4.432845857	7.705744573	4.735473437	4.646045501	4.528694247	4.466601019	4.510938718
Adam23	7.716100249	7.616575492	8.323890692	7.456539027	6.668671152	9.453782278	5.152829701	5.066285843	5.043213249	4.971370343	5.805287296	5.309415113	7.980111199	7.207636181	5.125232294	4.9597717	5.12108864	5.062943415
Adam6b	4.038629324	3.777377631	3.74793362	3.767726296	3.831897504	4.080546814	3.631717405	3.83547611	3.751945682	3.670202068	4.191175711	3.818901676	3.850632759	4.406788344	4.024653598	3.962333081	3.8332207	4.031659854
Adam8	8.626026201	7.870023118	6.920766951	8.364659315	7.006147866	9.215668041	6.692725218	9.59426631	9.834870198	6.147314162	8.098918226	6.773871965	6.297132098	8.711107337	8.820036282	9.250378802	10.87470561	10.15519991
Adamdec1	5.218496397	12.26591764	12.19631551	11.40690937	9.663766542	5.234779118	4.810102013	4.733739369	4.657329408	4.577344228	5.311288759	5.180962039	10.52023614	5.904174572	4.769828149	4.764133804	4.773880314	4.630112259
Adamts1	5.823956937	7.049768246	5.383719102	6.311786907	5.431197041	5.694983239	5.19568487	5.20072928	5.139091527	5.374261673	6.014886386	9.222413917	5.350463065	5.637810188	5.162759215	5.230305503	5.267216163	5.289069644
