	SC.CDP.BM	SC.CMP.BM	SC.GMP.BM	SC.LT34F.BM	SC.LTSL.BM	SC.LTSL.FL	SC.MDP.BM	SC.MEP.BM	SC.MPP34F.BM	SC.ST34F.BM	SC.STSL.BM	SC.STSL.FL
Piga	7.764938583	8.311076869	7.36627354	8.041819199	7.202743225	7.719808619	7.862481354	9.507413108	7.962745078	8.157353757	7.642965772	8.125482181
Pigw	7.198778316	7.705695623	7.483220577	7.283832897	7.344890028	7.665091894	7.496943764	8.661278055	7.523030256	7.769034139	7.291122801	7.702706366
Pik3c2b	6.305046964	7.453005944	6.993605305	7.432882317	7.520461799	8.100668821	6.637238783	6.552178767	7.479552324	7.462846188	7.892582685	8.524798302
Pik3cb	8.288276267	7.888535961	7.519943366	7.236812119	7.858461606	7.854083152	7.767683045	8.452497628	7.114455004	7.204834229	7.746015758	7.438512017
Pik3ip1	7.92743922	8.206206331	8.700162944	9.980694694	8.710989026	8.166451677	8.00369911	6.796684053	8.937827966	8.926096999	9.361243012	8.174195414
Pik3r3	5.111988339	5.379465013	4.848980075	4.8709499	4.786171157	5.057791049	5.086947905	4.926706356	4.972426144	4.921293501	4.864303372	5.261683125
Pik3r4	8.021475101	8.197572039	7.858850288	8.053713239	7.601697507	8.065486865	7.866395758	7.967336078	7.915485944	7.990807691	8.160147575	8.386592836
Pik3r6	8.398582814	6.463051844	7.721325489	6.030709065	6.462786353	6.703409444	7.706065649	5.957016116	6.290177396	6.159137696	6.274676641	7.277765817
Pilra	5.627724529	5.513386519	5.913380926	4.862773718	7.023011703	5.400608514	5.394942799	5.043611354	5.00330989	5.142405269	6.3091774	4.843172351
Pilrb1	5.711144286	6.70432352	6.516375566	5.457021837	7.17289083	6.037523526	5.676251421	5.541268567	5.731234843	5.587396497	6.631033931	5.844248799
Pilrb2	4.640034724	5.337828815	5.427793872	4.633851596	5.729630713	4.849395509	4.936284583	4.822730148	4.942406592	5.01617091	5.511294081	4.696530828
Pim2	7.287680679	7.538757748	7.549713061	8.60820134	7.693155169	8.157598564	7.128785201	7.080435423	7.580415738	8.122607757	7.966840336	7.880345441
Pion	8.087470974	6.736416138	5.742226336	8.335232826	8.140725835	7.650257632	6.182504269	5.299792306	7.081211784	7.670935556	7.977958556	7.891020847
Pip4k2a	10.36468434	9.209558274	8.060539406	8.975430142	9.042271597	9.312257879	9.487672111	9.436226503	9.553848513	9.33132689	9.146539232	9.389659623
Pip5k1b	5.603412706	7.665417999	7.507443172	7.630735751	8.180610533	7.437726276	6.20830265	8.309457709	7.573394599	7.548687071	8.310793315	7.781101645
Pir	5.456144653	5.501972493	5.323987274	5.139081974	5.319774468	5.665303699	5.278740601	5.386609217	5.20597501	5.260435968	4.958395726	5.678328299
Pira1	9.31044033	5.903433607	5.052801327	5.263476414	7.272071726	5.278610523	5.64654863	4.805872822	6.119848958	5.235983567	7.006704575	6.976462737
Pira11	9.435925722	7.033557353	6.244508454	6.201328694	7.965301189	6.609158541	6.670658137	5.909623116	7.000980249	6.253000288	7.71342478	7.653330569
Pitpnc1	7.703899652	9.606416503	7.475013795	9.105522691	9.180166099	8.467907235	8.186344722	8.846851971	8.817249586	9.279033968	9.248972693	8.458553029
Pitpnm2	7.005103887	7.557083783	7.560453595	7.368666801	8.14295234	8.188771798	7.338219668	7.704229095	7.391226831	7.453751315	8.00554577	8.379344141
Pkhd1l1	4.52796069	5.071792697	4.450153298	5.25934531	5.378476943	6.163108889	4.413551209	7.392505047	4.436095194	4.590281638	4.837381524	5.561539989
Pkib	6.702592905	5.710791284	5.465562052	5.12386481	5.208339071	5.123986171	6.372256229	5.098556413	5.549247142	5.125653168	5.226085883	5.187090731
Pklr	5.757805561	6.575349396	5.928623779	5.857611153	5.728939055	7.410957813	5.822628187	10.52451424	5.555918894	5.54156285	5.794175831	6.992843192
Pkp2	5.211849368	5.914318154	5.452633869	5.893067687	5.832167642	5.475913892	5.451352901	5.539220861	5.459190603	5.362499696	5.778262904	5.568969977
Pkp4	8.042814487	7.526161951	7.12119089	7.229521272	8.002286962	8.167755822	7.57825166	6.931602104	7.135429697	7.544314204	7.609005087	7.95497533
Pla2g15	8.702575822	8.48017988	9.141109167	8.058316135	7.523812577	7.544009788	8.817767456	6.76445431	8.134894992	8.009452712	7.801188195	7.354628907
Pla2g16	6.160729972	7.859008239	6.714336656	8.257538548	7.030270594	7.026055286	6.361696433	7.64049838	7.945915196	7.717385113	7.87516591	7.138348605
Pla2g2d	5.766048262	6.628425854	6.095604489	5.683487801	6.145548395	5.914208908	5.817790368	5.758810835	6.047951656	5.756001153	5.849694914	5.738748925
Pla2g4a	7.816413257	9.308978316	7.96094874	9.576942183	9.611226244	9.696897649	8.465753446	8.545041877	9.160955221	9.958825424	9.3964067	9.511292697
Pla2g4f	5.006483548	5.26559442	4.961583201	4.904032834	5.272703803	5.187846909	4.956529107	5.108001646	5.076005323	4.904753825	5.08399054	4.828019667
Pla2g7	4.665856994	5.508045108	4.928911923	4.828731427	6.237941601	5.285059384	4.83249343	4.643639769	4.925510528	4.827293158	5.992797127	5.135099763
Plac8	11.10917587	10.36833081	11.55679891	8.674293035	6.974981996	6.674951617	11.25387269	7.822023602	10.13974901	9.442356556	8.908767283	7.780503351
Plag1	5.256454661	6.1292284	5.334928142	8.430676257	7.36250671	8.086992828	5.403496108	5.669372653	6.797017519	7.393586093	7.891144929	8.577199187
Plat	4.909392303	5.231153965	5.04486474	4.815715456	5.212827403	4.952996668	4.833249378	4.935037721	4.853059987	4.928929289	5.057281298	4.905704694
Plau	7.158392237	5.630371978	6.707033281	4.67064964	5.263517728	5.599933664	6.512482381	4.832284968	4.984370606	4.895251719	5.245664251	6.236307008
Plaur	7.171632515	6.750071156	7.54652358	6.465961952	6.891090639	6.361982947	7.086060128	5.82376719	6.492456498	6.536532423	6.908721656	6.557819784
Plbd1	8.331501604	6.278821119	5.539473171	5.299049237	7.195726204	5.270020546	5.572356136	5.145275971	5.29553386	5.136974712	7.208377442	4.815298749
Plcb1	5.113961592	5.496791476	5.447522995	5.316829991	6.088495696	5.790461019	5.568541905	4.849473911	4.768414608	4.999508498	5.152799962	5.016540891
Plcb4	6.647840696	7.286546211	5.842972129	7.929098396	7.974303491	8.373006059	6.975770793	7.174513782	7.344109899	7.784041616	7.796899668	8.236172329
Plce1	5.17685863	5.227194263	5.118102198	4.819697133	5.029569204	5.017875896	5.149430098	4.791808863	4.977153968	4.937874005	4.955573194	4.722001446
Plcg1	7.412691495	8.860814164	8.143454986	9.200156106	8.940331805	9.232437717	7.528325431	7.031005289	9.052605952	9.01927533	9.661685299	10.04441775
Plch1	4.876423629	5.134516678	4.662083941	4.609817988	4.649305045	5.141905492	4.923577075	4.659681996	4.675127156	4.563707275	4.721093719	4.731579711
Plcl1	5.831992902	6.197428044	5.704349114	7.542816238	6.990644435	7.090284297	5.351592996	5.599549892	5.930491349	6.367731869	6.615825293	6.723610436
Pld3	7.090115596	7.105228632	7.851109367	7.824268245	7.38724994	7.242772385	6.947259767	6.96924721	7.770965118	7.834250125	7.922448426	7.27796755
Pld4	10.78591256	6.418742324	8.392999393	6.616354266	6.036072483	5.772805892	9.420976937	5.078934268	6.527523922	5.375326204	6.240601186	7.217214719
Plek	10.40074395	10.36961588	7.855961052	9.273517988	10.31372538	8.744217282	9.393215607	5.941202581	9.847378431	9.622209354	9.857490789	7.361863086
Plek2	4.534572134	5.311241523	4.609851469	4.709428501	5.084194691	5.207395734	4.783137068	4.782015335	4.645243395	4.727961285	4.813127877	4.627577657
Plekha1	8.884686235	6.823021334	6.419844477	6.996599274	6.243476775	5.850121813	8.0589871	5.798890373	7.277633791	7.135397374	6.727792965	6.828093949
Plekha5	6.807312842	7.404698799	6.170006485	8.006959594	7.917049588	8.023742158	6.491980262	6.381300679	7.292691578	7.679847764	8.225322655	7.933927839
Plekha7	6.06846875	6.121285881	5.815848641	5.746650467	5.983033871	6.078789136	6.040231263	5.802834272	5.783579755	5.793594206	5.851458391	5.864239393
Plekhf1	5.738549885	6.24401079	6.339956272	5.816568136	5.590660898	5.572717909	5.971282964	5.354011301	5.629986022	5.724793497	5.613078775	5.684935124
Plekhg1	5.040771178	4.779832272	5.256044474	5.925959079	6.044737993	6.765001593	4.986738576	4.771505316	4.862260441	5.133904597	6.039127424	7.050712275
Plekhg2	6.893745245	6.402179837	6.261501354	6.29275292	6.603681728	7.149281386	6.168156617	5.603995687	6.100987106	6.056619292	6.769487016	7.357551125
Plekhm3	8.447339912	6.751878752	5.982488638	7.0450461	7.086060128	6.816114972	6.959519021	6.291227807	6.825736664	6.888281147	7.276893638	7.130903593
Plekho1	10.36448102	8.033852717	8.657748961	8.838294099	8.836082029	8.498414571	9.358821428	6.825757012	8.532678133	8.766228578	9.029519696	8.719122163
Plin2	9.970261994	9.152855722	9.947108413	9.019604998	8.151749247	8.651995953	9.358655083	10.17753876	8.827144191	8.917645226	8.682705548	8.945811487
Plk1	10.03941507	8.250589533	10.26135412	7.498554057	8.190482186	9.257387764	9.991429868	10.04895761	8.696656705	8.331406057	7.540433662	9.355849236
Plk2	5.300271404	5.134995071	5.150496043	6.09396223	5.818822447	5.683227643	4.956595703	5.045152428	4.937393831	4.744352186	5.180772459	6.567702108
Plk3	6.011887687	5.696551692	5.976329264	5.74545069	5.855371006	5.85664298	5.915246804	5.638674835	5.517308768	5.671988224	5.699898606	5.598655514
Plod1	7.183118913	6.415793307	7.94983274	6.760555407	6.863689062	7.091919112	7.02346865	6.904510591	7.121591017	7.177825628	6.77969572	7.119262789
Plod2	5.131979023	5.537094125	4.325535129	6.565409313	5.822718253	6.349454924	4.74060021	4.144870298	5.363843897	6.00794783	6.131301377	6.497530936
Plod3	8.677113312	8.091943348	10.31431024	7.520930036	7.268810203	7.414614773	9.209761774	7.683830824	7.716663097	7.721842225	7.553745498	7.482137971
Pls3	6.279693527	5.717603772	5.168751667	6.777780015	5.847875842	5.879324297	5.757380675	4.449287336	5.967774984	6.337533598	6.410523149	6.587647771
Plscr1	7.58034752	9.201780867	8.459726002	9.178746174	7.825158297	7.608200354	7.525736121	10.03924349	8.247231388	8.91641036	8.194696782	8.169882922
Plscr2	3.918255826	4.528280625	4.097773708	4.126722367	4.137399689	4.175008215	3.807324007	4.026791208	3.836580614	3.976693566	3.991825659	3.733169924
Plscr4	5.593799937	6.730836241	5.94156256	8.090434982	7.626916062	6.357167235	5.396663002	6.523087514	6.869991667	7.458826544	7.649414272	6.28118821
Pltp	6.602083184	6.706636223	6.668406133	6.558516124	6.422707877	6.716722993	6.510870693	6.53167231	6.4619484	6.071947112	6.491813555	6.149391482
Plvap	6.344811339	6.408694031	6.144195283	5.518656827	5.775349974	5.957504508	5.784065943	7.025396511	5.777352642	5.566455957	5.521660109	7.005430867
Plxdc1	8.691526023	6.476879027	6.617680502	5.946274683	5.971378775	6.070949552	6.679259573	7.573469206	5.765640823	5.632284213	5.721489325	6.517785114
Plxdc2	5.852286049	7.118246025	5.189538627	8.909614416	8.279580558	7.935171534	5.108966258	5.202086593	6.266713467	8.078982553	8.028362133	7.547875468
Plxna1	6.518597558	6.909778503	6.745389286	7.067397789	7.682964396	7.580318121	6.330621738	7.162737232	6.591239577	6.87838878	7.592728857	7.567424899
Plxna3	6.025295361	6.697392277	6.629133641	7.000708024	6.820822286	7.158156571	6.320522586	6.173514246	6.740082953	6.703685596	7.221282923	7.208550424
Plxna4	5.43481168	6.309505458	5.807418468	6.077739338	6.535600951	5.867958222	5.612611013	5.529766298	5.699618258	6.02563459	6.210273909	5.632271124
Plxnb2	9.897421356	7.432977775	7.800228211	7.68655562	7.667079837	7.534970214	8.988016576	5.734870814	7.72580965	7.518739695	7.902718386	7.778806837
Plxnc1	9.346783853	10.23518363	6.857080273	10.39046735	11.01577554	10.20816655	8.338299906	9.572624348	8.530924015	9.68955147	9.998382825	9.85924552
Plxnd1	8.540320256	7.472089676	8.733324849	7.132657036	7.538781282	8.885034351	7.915254773	6.073864139	7.73673745	7.343420259	7.933251978	9.652438452
Pmaip1	7.836569253	6.659525023	6.731875634	6.04996396	6.464328462	6.540125455	7.097460157	6.221810395	6.394469554	6.206465455	6.376615685	6.186709523
Pmepa1	7.443339492	7.100807915	6.917326327	6.878433128	7.0068721	6.588633193	6.783502927	6.390439839	6.748202244	6.519132204	6.831413239	6.338109705
Pmp22	6.424161809	7.469804188	6.963323835	6.461266063	7.045190297	6.896428884	6.322493641	6.661526584	6.814317774	6.692614107	6.725434883	6.615578144
Pmvk	6.873059753	6.983263271	7.188668623	6.540937555	6.39660421	6.643536838	6.759032407	7.541493157	6.655427683	6.43218776	6.399054283	6.609735758
Pnliprp2	5.111316539	5.572969984	5.158304708	5.022250913	5.202400743	5.379155375	5.2215433	5.250755081	5.235972083	4.910711079	5.237340638	5.038635908
Pno1	7.867918903	8.13797427	7.926955362	7.490913703	6.530962888	7.097163045	8.488500415	9.458849505	7.584471751	7.718240711	6.962181516	7.479813805
Pnp	10.20738247	9.937043456	10.42433389	10.37864636	8.812984924	9.447884547	9.699137353	10.95880415	10.04238825	10.15077131	9.46352451	10.27831837
Pnp2	11.4638223	10.80822704	11.5103792	11.37520422	10.07736492	10.87535437	10.95631473	12.04300395	11.08657991	11.08812708	10.55884918	11.39791438
Pnpla8	7.325395709	7.871500857	5.74204934	8.292456002	7.893049682	8.046134686	6.988699833	7.544848163	7.714356464	7.954983179	8.149722567	8.290530613
Podnl1	5.683959334	6.323077285	6.038714913	6.456867465	6.421053824	5.899614722	5.927324444	5.848088324	6.077743966	6.195913501	6.468331334	5.711658715
Pogk	6.605879985	6.882027939	6.275684394	7.304670136	6.766486946	7.417720051	6.715478838	6.164859674	7.050574614	7.175500649	7.416397556	7.13618472
Poglut1	8.519465242	8.346270383	8.448623483	8.688197147	7.883078645	8.40742272	8.533667814	8.504263845	8.235182309	8.503348536	8.173336179	8.592372566
Pola1	9.442664465	10.05808185	8.087148809	9.143050501	9.197442542	9.46229947	9.853501746	10.01728502	9.849368818	9.940927768	8.682296235	9.707656528
Pold2	9.008655047	8.803594994	10.03605031	8.478199034	7.912336896	8.009449073	9.286151578	9.683198951	8.798749783	8.75134488	7.805083036	8.36875722
Pold4	8.882442423	8.116978607	8.802257852	8.32710094	7.100953476	6.648770765	8.323798028	7.013208761	8.15601075	8.032473374	7.451045948	7.107732325
Pole	9.280943945	9.133515235	8.89675753	8.062923634	8.710900889	9.247311073	9.230905962	9.323971217	8.938975859	9.049214032	8.210546345	9.41530562
Pole2	8.980383815	8.825854142	8.280644277	7.475702901	7.663956288	8.15144146	8.728597863	9.1263373	8.367918787	8.519360857	7.235610595	8.247501049
Polh	8.770005956	8.14795661	8.056150323	8.031916012	7.398730583	7.853556586	8.466657842	8.938837696	8.151365941	8.13101733	7.460279226	8.140388589
Polm	5.843189942	6.384512666	6.034103441	5.630467602	5.85367468	6.332744925	5.547844628	6.331045012	5.479507056	5.47781654	5.552131108	5.715282511
Polr1b	8.31873862	9.557113277	9.726106021	9.386569629	8.64532843	8.72056942	9.383877852	10.23679604	9.261176068	9.44878772	8.881838645	9.025364948
Polr2f	9.067670354	9.249762105	10.05357577	8.962733898	7.460666125	7.910645928	9.621336275	10.33556208	8.581252752	8.48745379	7.417847453	7.964358775
Polr2l	10.15748105	10.27390747	10.81365514	10.05218944	8.562072191	8.553174497	10.55819077	11.19989505	9.932840498	9.987766949	8.612946004	8.724922729
Pomt1	7.745303898	8.416605015	9.063009412	7.923999893	7.650490534	7.673406607	8.387299492	8.789371761	7.96612674	8.08079648	7.781380698	7.681707168
Pon3	6.391389105	7.464948791	6.856413909	7.984655043	7.431525183	6.97556752	6.924468511	7.340883564	7.568465776	7.837784335	7.473937591	6.989997283
Postn	4.47420888	4.740749505	4.746597622	4.549145467	4.493026011	5.867553866	4.556934137	4.498429597	5.54905457	4.49590618	5.108238677	7.947055652
Pot1b	8.289332981	8.470830483	6.936819295	8.818760679	7.958685524	8.301665833	7.85984286	8.054734813	8.682792908	8.835464792	8.430614515	8.662117715
Pou2af1	6.002898256	6.664686203	6.106943596	7.31869223	6.521812935	6.265014248	6.084580939	6.10928115	6.240083403	5.833996921	6.209682099	8.623876004
Pou2f2	7.117735556	6.999471291	6.650553002	6.566766962	7.034595403	7.830825948	7.120763184	6.309558207	6.947064714	6.544178558	7.077914477	7.855990943
Pou3f3	6.244825551	6.412264128	6.602428176	6.04039567	6.571643947	6.34974093	6.46236212	6.274795583	6.233649393	6.061986755	6.122711367	6.10254686
Pou4f2	6.783677092	7.081306602	7.213728644	6.471735359	6.783713756	6.651521029	7.11566864	6.81525135	6.683422064	6.476636049	6.473519601	6.669133801
Pou5f1	4.707587368	5.096118454	4.864305023	4.381504883	4.720769132	4.712137185	4.689800475	4.65358459	4.860533301	4.532463466	4.549833431	4.479515139
Pou6f1	6.078868818	6.174645103	6.509440382	6.472098343	6.650219329	6.352404257	6.219879042	6.26286533	6.334635311	6.080395448	6.821401118	6.483563485
Ppa1	8.59770435	9.272434886	9.607043966	9.061295489	8.401355703	8.705707256	9.432855529	10.0769644	8.979600823	9.36829277	8.522214812	8.75698123
Ppan	8.531545736	8.616378467	9.855194017	8.921821503	8.157422226	8.107792818	9.229995129	9.879941735	8.602224878	8.660335751	8.141038131	8.144650596
Ppap2a	5.164113142	5.132794793	5.027938424	4.961769936	5.061848187	5.47473022	4.777137374	7.86968452	4.816917085	5.018616372	5.05008662	6.655308175
Ppap2c	8.384134301	7.888039687	8.762315592	8.506151913	7.697820145	7.447457148	8.167294863	7.76287199	7.840481802	8.323428619	7.906988174	8.105241468
Pparg	5.329599631	5.825168687	5.596877513	5.511829595	5.257021936	5.359112321	5.501129129	5.36204375	5.509613508	5.579438137	5.399403547	5.388480596
Ppat	9.115816176	9.846945341	9.051425487	9.403712814	8.773972267	9.00209133	9.737490673	10.59203332	9.486237612	9.62077315	8.582496793	9.152511878
Ppbp	3.983744569	4.87317339	4.217127294	4.863890558	4.811657692	4.576649109	3.760132217	4.017151374	4.04558276	4.407628074	4.69235652	3.97471285
Ppef2	5.393180491	5.700006845	5.505864472	5.212807952	5.424998206	5.38174366	5.425028428	5.364325542	5.321172285	5.301274858	5.235753861	5.14306275
Ppfibp1	7.39173622	7.108224387	6.623026957	7.181765489	6.957740518	7.408119956	7.172157447	6.172889497	7.072028067	6.914192561	7.116391097	7.335745848
Ppfibp2	7.130583604	7.116458852	6.965381812	7.832108343	7.488067739	7.674973031	7.018611921	6.128437762	7.274939979	7.433017431	8.112653224	7.704067554
Ppic	6.542617131	8.025043195	8.494818525	9.442928295	9.20899319	9.259221634	7.569439698	6.886250774	8.07295336	9.231891362	8.638854965	9.247820612
Ppid	9.001175749	9.952053583	8.921595311	9.765146727	9.078973216	9.685187673	9.563467749	10.84274412	9.890769588	10.02969816	9.109624093	9.585865875
Ppih	10.72962414	10.30377293	10.66955097	9.47209489	8.890713181	9.660246722	10.63784091	10.6708679	9.817690882	9.973468927	8.765954698	9.73794925
Ppil5	6.887611375	5.898589296	6.224002961	5.159245697	5.168410713	5.782456619	6.616024355	7.154885939	5.536683941	5.679641954	4.717475368	5.886008669
Ppl	5.867913756	6.345064549	5.987892312	5.835916497	6.002411492	5.850010098	5.818672496	5.71254901	5.825549059	5.727844235	5.789441484	5.646967611
Ppm1e	6.484218171	6.691037874	5.826628988	5.923875734	6.462967895	6.476574488	5.944308743	6.078980152	6.224831347	5.841585732	5.931419106	6.005444903
Ppm1j	5.763431051	6.423796643	6.154735763	5.649258094	5.722307538	5.737277543	5.976434669	5.816851823	5.802542214	5.719895301	5.77740218	5.966054332
Ppm1l	6.44416899	7.321943874	6.684629881	6.899248553	6.961001622	7.312027671	6.546514835	8.565093889	6.858161943	6.708548003	7.111513035	7.148500987
Ppp1r12a	8.780568419	9.054332168	7.221276155	9.139376462	9.110986175	8.99404346	8.751907644	8.697831494	8.907657575	9.057361996	9.089657303	9.098169633
Ppp1r14a	6.339126693	6.217995491	6.63217562	6.219679667	6.414913512	6.55932712	6.50204253	6.136541065	6.058543793	6.058672579	6.400709262	6.126995563
Ppp1r15a	6.592377301	7.168776901	6.620051654	7.614404588	7.175741149	7.547096834	6.712690691	7.226049426	6.636276592	6.893561223	7.101837389	6.955531349
Ppp1r16b	6.573344733	5.865423978	5.993756622	6.863291768	6.969233777	7.086991767	6.328496618	5.964234575	6.516669193	6.336253927	6.952231434	7.569735252
Ppp1r9a	5.682891614	7.241611408	5.957473553	7.962190001	8.089702759	8.245753925	6.155343796	6.277046505	7.52573064	7.636273329	8.252038709	8.187794712
Ppp1r9b	9.24129281	9.510054809	9.090265328	9.682958194	10.19429562	9.839007058	8.998105125	9.447396844	9.121423692	9.202584849	10.71063226	9.983753142
Ppp2r2c	5.350764781	5.999214193	5.582869075	5.112107923	5.405940186	5.501717254	5.540899337	5.268541065	5.194808062	5.210932344	5.2382353	5.039971827
Ppp2r3c	8.705359257	8.355859805	8.040729176	8.393347122	8.352035773	8.398731153	8.247492266	8.646068489	8.405542511	8.511494724	8.228455406	7.918499239
Ppp3cc	6.576776572	6.822138675	6.470613867	7.313872541	6.422634441	6.414577567	6.800734703	6.428707718	7.642729366	6.970859405	7.24440348	6.932957025
Pppde1	7.355137282	7.870224451	6.937336544	7.566479805	7.215322344	7.84220701	7.401646109	8.058808387	7.454817871	7.775016292	7.322871249	7.609522284
Pppde2	8.597598212	8.614270896	8.792882784	8.339710922	8.239900004	8.153801284	8.544069569	9.051692251	8.49776663	8.605841165	8.297316772	8.255090904
Ppt1	9.211000914	8.826315381	9.10043247	9.46834851	8.952013942	8.845164153	9.173416387	8.303553825	9.143216357	9.153082541	9.162573941	9.160183046
Pram1	6.393952123	6.472169304	6.743295936	5.631385652	7.354811509	6.48898891	6.515221489	5.587079904	5.899808846	6.013372926	7.00683209	5.929362575
Prc1	9.565237739	8.285278752	7.850614008	6.918512656	7.7000901	9.002577172	9.389930279	8.997208702	8.756717929	8.366909883	7.038336308	8.781761481
Prdm1	5.073787392	5.468452986	5.462051228	5.379292871	5.145263062	5.319002471	5.207542805	5.326499598	5.269816763	5.445481732	5.333108825	5.248250185
Prdm16	6.33524444	7.003501609	6.683324973	7.651862052	8.132113074	8.213975165	6.388991386	6.328749416	6.902803186	7.159201286	8.080171567	8.209210134
Prdx4	9.775456539	7.451564735	7.654717648	7.984742756	7.051279284	8.2031181	8.682540408	8.424049735	7.584371777	7.790578853	7.380124794	8.693245443
Prelid2	5.840353286	5.829773466	5.642693871	6.431903716	5.467961968	5.624266645	5.484486193	8.160534521	5.693276462	6.181514066	5.603152539	5.835609587
Prelp	5.926118056	6.310398293	5.898228511	5.559770169	5.958349322	5.950655815	5.878490758	5.645499925	5.884301195	5.603988271	5.735833536	5.559201165
Prep	9.025130424	9.030222122	9.654723375	9.18002475	8.416380243	8.789888325	9.510990591	9.772334536	8.969658053	9.154826968	8.893834517	10.021583
Prex2	4.183224471	4.733392306	4.447898731	5.94873477	5.658779878	5.818302665	4.342161213	4.248948428	4.75436109	4.953728522	5.48615014	6.146733618
Prf1	6.189070735	6.294869753	6.418223125	6.023504505	6.428225599	6.25634898	6.226727512	6.169321749	6.213678752	6.182137079	6.267389723	6.256422895
Prg2	4.860899912	5.567136224	8.861045434	5.486083619	5.615209303	4.880450444	6.802707204	4.883645252	4.771286091	5.276848363	5.322651666	5.473353454
Prg3	5.993941503	6.69119355	8.077073122	5.747202083	6.187082151	6.498662551	6.503343964	6.214976684	6.113951524	6.2009241	6.089358315	6.15166605
Prg4	4.466435705	5.080386919	4.665366239	4.364289935	4.555550328	4.968814223	4.602486574	4.380861025	4.676436676	4.622031314	4.389674643	4.403519967
Prim1	9.560567022	9.364271912	8.828635178	8.610463476	8.090068653	8.907138738	9.505412227	9.920119906	9.243900148	9.509746704	7.791764808	9.248396906
Prkaca	8.214427116	8.217203811	8.27987859	7.774275987	7.997423204	8.01761816	7.97041578	8.307313305	7.722339305	7.992315252	8.070524216	8.166550512
Prkar2b	8.027589416	9.907783588	8.742940053	9.474980345	9.738550054	9.160322991	8.991982925	10.34968395	8.795103582	9.36625281	9.20335355	8.710392848
Prkca	5.990414127	7.352184708	5.923459813	7.059042279	8.167834753	7.77454681	5.425552178	5.617971356	6.698483819	7.233695404	7.245304551	7.470356273
Prkce	6.96251779	7.700030434	6.402763668	8.276196693	9.178570162	7.958171039	6.480674969	6.205217522	7.801194555	8.004050761	8.843738832	7.821568323
Prkch	8.170295145	8.416484892	6.650991876	9.461479925	9.086032432	8.900193292	6.843611233	7.98350698	8.555052857	8.896061854	9.54142972	9.226900916
Prkcq	4.811556658	8.589025812	5.981056516	8.932249601	8.896046158	9.123780678	5.16377914	7.052400678	8.409182155	8.429074643	8.818650662	8.969036346
Prkcz	6.070137407	6.566364622	5.412398788	5.712227081	7.449029757	7.237141749	5.746297537	5.691203323	6.13072808	6.386887665	7.245565699	6.346274372
Prkg1	4.868377282	6.6076277	5.245586931	8.362170611	8.127407497	7.518293043	4.821960165	4.898031754	6.229359119	7.683374689	7.786160264	6.849068511
Prmt1	9.874025636	10.20528027	10.81994501	9.995450458	8.873780394	9.273803057	10.24873896	10.4975965	9.958712346	9.929421831	9.179411523	9.823843442
Prnp	5.460767679	5.706265307	5.503652975	6.830251521	6.223915464	6.140053991	5.429745388	7.148313873	5.811369555	5.796635389	6.099309233	6.246770046
Procr	5.167890436	5.872125705	5.783514277	8.829372747	7.284911989	7.499337002	5.342526301	5.134455071	7.397799968	7.775437114	8.209902188	8.156211282
Prodh	6.520760619	8.207724264	8.934437673	8.338472106	8.113963154	7.675818518	7.888024766	7.251034502	7.459091808	8.132157812	7.8381408	7.371531855
Pros1	7.907962	6.704869199	5.280713865	6.681765488	6.854742908	6.748486727	6.55871458	4.790203813	5.402439094	5.691384807	6.369281511	6.77713562
Prr11	8.72789244	7.158991832	6.930975402	6.026236443	7.533614479	8.506929821	8.225375681	7.343251907	7.113808831	6.84982479	6.891583635	8.187959956
Prr5l	5.040337216	4.880325541	4.176038142	5.608497808	4.999340117	5.507810494	4.127019646	4.33946167	4.781239047	5.073445375	5.026020971	5.999160062
Prrg1	5.177755712	5.763965227	5.167494418	5.612156863	5.913617883	6.086696029	5.710480442	6.345770698	5.420527877	5.783532611	5.427767059	5.590573577
Prrg4	6.081970157	7.546291797	5.914142719	9.160904394	8.067003326	7.830670903	6.223476611	6.969765818	8.901482086	8.931247069	9.012038404	8.461189651
Prrt1	6.237065246	6.423464721	6.481528758	5.895878583	6.58047918	6.516250533	6.350646341	6.286123386	6.294538044	6.104528517	6.507131799	6.130908225
Prss12	5.978356581	6.217017399	6.141403498	5.733670687	5.972740896	6.180565616	6.119587892	6.168358226	6.107392857	5.806691387	6.099157017	6.286238924
Prss2	5.256384208	6.081949925	5.488165775	5.277776508	5.8527929	5.616540022	5.43372953	5.31502635	5.643035063	5.417337777	5.373633133	5.509030706
Prss30	7.292865781	6.134312338	5.557208902	5.229914722	5.557257925	5.542279721	5.652973048	5.642841618	5.286324879	5.140324675	5.454285583	5.311039847
Prss34	8.843547587	5.755998484	9.354235568	5.081126548	6.49005288	5.588961434	9.150148123	5.474353295	5.259547439	6.156314698	6.07893	5.209851027
Prssl1	7.281249424	6.624250071	10.12862687	5.676381196	5.678789317	5.445285283	7.964670479	5.35983388	6.978852291	6.548614639	5.795489906	5.44678887
Prtn3	11.07460571	9.94417148	13.21713253	10.24650409	7.914711608	8.402823062	12.45423254	6.042514113	9.669615629	9.477102936	9.088068611	8.482743836
Prune2	5.61164651	5.664703267	5.308021026	5.888489994	5.859493374	5.935615324	5.241502092	5.158262289	5.303119514	5.56201188	5.786522309	5.632907979
