	PRET.DN2.TH	PRET.DN2-3.TH	PRET.DN2A.TH	PRET.DN2B.TH	PRET.DN3-4.TH	PRET.DN3A.TH	PRET.DN3B.TH	PRET.ETP.TH	PRET.ETP-2A.TH	T.4.LN.BDC	T.4.PA.BDC	T.4.PLN.BDC	T.4+8INT.TH	T.4FP3-.SP	T.4FP3+25+.AA	T.4FP3+25+.LN	T.4FP3+25+.SP	T.4INT8+.TH	T.4MEM.LN	T.4MEM.SP	T.4MEM44H62L.LN	T.4MEM44H62L.SP	T.4NVE.LN	T.4NVE.MLN	T.4NVE.PP	T.4NVE.SP	T.4SP24-.TH	T.4SP24INT.TH	T.4SP69+.TH	T.8EFF.SP.OT1.12HR.LISOVA	T.8EFF.SP.OT1.24HR.LISOVA	T.8EFF.SP.OT1.48HR.LISOVA	T.8EFF.SP.OT1.D10.LISOVA	T.8EFF.SP.OT1.D15.LISOVA	T.8EFF.SP.OT1.D15.VSVOVA	T.8EFF.SP.OT1.D5.VSVOVA	T.8EFF.SP.OT1.D6.LISOVA	T.8EFF.SP.OT1.D6.VSVOVA	T.8EFF.SP.OT1.D8.LISOVA	T.8EFF.SP.OT1.D8.VSVOVA	T.8MEM.LN	T.8MEM.SP	T.8MEM.SP.OT1.D100.LISOVA	T.8MEM.SP.OT1.D106.VSVOVA	T.8MEM.SP.OT1.D45.LISOVA	T.8MEM.SP.OT1.D45.VSVOVA	T.8NVE.LN	T.8NVE.MLN	T.8NVE.PP	T.8NVE.SP	T.8NVE.SP.OT1	T.8SP24-.TH	T.8SP24INT.TH	T.8SP69+.TH	T.DN4.TH	T.DP.TH	T.DP69+.TH	T.DPBL.TH	T.DPSM.TH	T.ISP.TH
Nebl	5.590270658	6.376673271	5.340191935	6.181223831	6.854318206	7.51809918	6.853480485	5.282517646	5.276293796	5.143669599	5.442233582	5.612953988	5.626107142	5.499033711	6.133031212	5.435564147	5.689907145	5.438686522	5.645733357	5.342099565	5.560834155	5.649901862	5.548217738	5.529637735	5.446661517	5.39436494	5.609685039	5.86671432	5.414524575	5.271927355	5.171061344	5.116379313	6.071756235	5.940298326	6.019699691	5.628682233	5.625837402	6.096136731	6.326754843	5.610904752	5.48539355	5.166505238	5.435249648	5.425927527	5.870285801	5.577415736	5.310867219	5.21229696	5.620429035	5.857081933	5.468928636	5.40977221	5.378978574	5.597425893	6.73633112	8.942404931	6.481201514	9.263745481	9.413965647	8.566513546
Necab2	5.610672506	5.715075172	5.563966521	5.791205876	5.982674208	5.925465428	5.807805694	5.893215766	5.922122904	6.15873422	5.767407178	6.005078055	5.875775968	6.068249462	5.940160485	5.488421817	6.126372021	5.969342388	6.335488615	5.992803924	5.833734292	5.882035686	5.901042255	6.089649271	6.303149659	5.763740207	5.922286666	5.825371819	5.837465628	6.008129033	5.719229083	5.937862238	5.974476541	6.294167347	6.570253434	6.037279713	5.702823743	6.314720087	6.084444879	6.411822232	6.464829973	5.832846986	6.088238435	6.559093304	6.102706416	5.861052157	5.945044235	6.051936858	6.650371574	6.481996351	5.697073204	5.845234943	5.532418788	5.904720112	5.852724665	6.315209352	6.31449654	5.711316853	5.999942892	5.75631969
Nedd4	10.88456142	10.26793193	10.87006451	10.70389207	10.06518511	10.02844755	10.19864123	11.02373363	11.11925945	6.473645146	5.741086712	6.216986368	9.474044165	6.325107535	8.085247417	6.165336488	7.774434248	9.728678804	5.739691514	8.548656249	6.140240816	8.858358306	6.145705983	5.750359961	6.156902183	6.266711125	7.621456554	9.55772388	9.297830465	7.861302002	8.397869546	9.314739117	9.036484835	8.799018318	8.24326278	8.671342561	8.965609516	8.363041675	9.012016421	8.569481598	8.634810566	8.830972001	9.282281639	8.927179134	9.048972186	8.926085432	8.883279183	8.747499518	8.671605696	8.51787984	8.558108542	9.197092818	9.684957618	9.620016636	10.03961151	9.686448584	9.508733804	10.33261724	9.596915084	10.35393616
Nefh	8.051631852	8.424818189	7.668577626	7.582332823	9.252232953	8.044196646	9.419691131	7.386675026	7.5927732	7.8896518	8.985533873	8.298312964	8.116116925	8.103044891	7.871693771	7.863457183	8.184286246	8.328135293	8.022421266	8.043869954	8.19583396	8.35494782	7.658308611	8.184357995	8.253465788	7.801596495	7.888838411	7.785737982	7.971897383	9.967525191	9.686784311	9.600590619	8.367075425	8.311094811	8.450305021	8.702815202	8.377138792	7.988618041	8.28772823	8.344368855	8.589468637	8.250718926	8.445157245	8.344413316	8.272030423	8.132107932	8.195792138	8.368152256	8.469254469	8.616755646	8.405733599	8.21309871	8.106204349	8.392486157	8.80829076	7.330410502	8.032666765	7.569673615	7.075833517	8.628249522
Neil1	6.949947295	7.43967383	7.06585931	7.430868573	6.562473949	7.598215314	6.802811875	6.525024818	6.713080586	6.865048201	6.966226836	7.056397833	6.518041987	6.757039697	6.972524176	6.817714916	6.90931409	6.87132825	6.69164722	6.960990815	6.904068571	6.820402796	6.735105122	6.5950814	6.549817006	6.599081566	6.765799039	6.609345719	6.527509326	6.279159248	6.339044125	5.899441518	6.895779644	6.574183271	6.582673413	6.600303953	6.767771311	6.675918467	6.837291107	6.760750547	6.742176924	7.03280541	6.569317408	6.614126023	6.689703813	6.631623319	6.944145119	7.107087667	6.223921898	7.026043478	6.897410667	6.987893828	6.939013387	6.930810259	7.048537369	7.556855989	6.971517114	7.866321568	8.173759907	6.895310297
Neil3	8.14572551	8.039314168	7.885054491	8.745407439	8.661852546	6.550822701	8.406128598	7.13966765	6.910041845	5.419059037	5.464570255	5.329757477	5.916454351	5.079874428	5.528001338	5.836291942	5.718650684	6.988663481	6.237799508	6.577653901	5.810298279	5.786158085	5.168532396	5.178787664	5.142584983	5.145507297	6.600179047	5.757020579	5.610874247	5.12397376	5.670081181	7.911020105	5.449102412	5.029666373	5.508444499	8.694306923	8.073700468	6.948274164	5.795966904	5.230562976	5.9647444	5.637363903	5.475215697	5.101290786	5.073762404	5.295746286	5.156660881	5.314169616	5.417798518	5.501774567	5.098767635	6.667861856	7.235058459	6.301716888	8.612110407	7.354058332	5.34583751	10.42894771	5.436680454	9.714398767
Nek2	8.285863931	8.819092223	7.511839213	8.271415871	9.231344561	6.985723557	9.066165719	7.025216726	6.768687195	5.71446992	6.17061813	5.657942917	6.313364378	5.886979283	5.841225085	6.268769352	6.334579895	6.834813169	6.716578049	6.827780078	6.292103179	6.008648231	5.576252036	5.799536351	5.686077461	5.443911601	7.271740958	6.036770719	6.054405705	5.389813435	6.346370712	9.675795206	5.795559171	5.94233621	5.731552559	9.322505734	8.632216707	7.055467552	6.101554835	5.784309412	6.179104937	6.022502458	5.573570444	5.775619498	5.612802165	5.746168525	5.299013814	5.559114469	5.731518166	5.478218992	5.378927725	7.259865954	7.035774915	6.220498285	9.129767011	7.986881138	6.159517514	10.65452708	5.851406751	9.332170179
Nek6	6.719846486	6.653745794	6.50908773	6.552954151	7.157252268	6.369135494	7.225929447	7.604368147	6.800525915	6.26719431	6.191238892	6.278995148	6.275141797	6.335849443	6.23681722	6.285355361	6.50459497	6.444582594	6.363504606	6.212427319	6.555873404	6.273335604	6.117064696	6.416353921	6.303213603	5.776652792	6.153470965	6.36552516	6.228415321	7.546210754	7.254330744	7.393954982	6.338070175	6.300208551	6.46259879	6.539063663	6.480816585	6.84043302	6.527919521	6.498776887	6.294378135	6.049073097	6.126970792	6.380025485	6.234771456	6.420324632	5.955388756	6.301687627	6.600378297	6.626675673	5.993097651	6.10921358	6.134161374	6.40243682	6.522095516	6.556472334	6.658337177	6.442543797	6.630647182	6.455884462
Net1	7.065179144	7.245984737	7.077668672	6.984838246	7.803115506	6.898968123	7.596038644	7.953698844	7.100550913	7.217450465	7.190479552	7.290178318	7.293932931	7.271457736	6.906621668	7.09244003	7.180587495	7.070258363	7.258094244	7.03697031	7.488930551	7.316614313	7.25046613	7.175590135	7.388897276	7.088900047	7.499193472	7.391045917	7.363814118	7.538825505	7.527274728	7.94372211	7.124361568	6.993788695	7.040861753	7.841915269	7.393687047	6.929470678	7.292826526	6.944015847	7.040490652	7.027873568	6.761090649	7.114785009	7.124055639	6.976743966	7.30101049	7.195705537	7.148549796	7.396556833	7.118045078	7.316993764	7.346615671	7.366954239	7.630060551	7.193439609	7.255934043	8.159455787	7.006294657	8.056084734
Neto2	6.198836583	5.809732121	6.113958814	5.950824145	6.604246311	4.664545416	6.567464829	5.631588399	5.475149751	4.692862351	5.389162374	4.600822792	5.945535916	5.080337882	4.702496866	4.981689808	4.213965447	5.668526688	4.098307257	4.386546566	4.42081473	4.540355906	4.295201386	4.606637654	4.912156429	5.244081215	5.06349719	5.660983744	5.788992764	7.225178832	7.296970948	6.60926297	4.687221228	5.024137912	4.702978845	6.750251415	6.35178555	4.906494602	5.019934636	4.800278696	4.280765822	4.528542148	5.134867105	4.524746988	4.836320559	4.769775265	4.72687117	4.910172997	5.351285564	4.897025781	5.408677899	5.089872392	6.078172873	5.652223554	6.321541521	6.151433342	6.015467834	7.398979063	6.514228012	6.892690139
Neurod4	4.136341796	3.887866408	3.968026221	4.031673086	4.29022041	3.982388238	3.929939299	3.859863561	4.01519424	4.149476166	4.077401106	4.110844841	4.375716007	4.253003441	4.033649116	3.957372945	4.335029412	4.048175142	4.253749805	3.950729681	4.147152	4.174142721	4.100795477	4.321276331	4.220898717	3.909012201	4.186207362	4.140342401	4.125281895	4.043079065	3.94586049	3.887296176	4.278641495	4.394193995	4.55600936	4.031762764	3.995282498	4.397355758	4.540740255	4.334449095	4.160968578	4.136864006	4.313316001	4.276604603	4.516547862	4.229080275	4.172764848	4.065532102	4.41984897	4.455298723	4.064124065	4.0831396	3.983093933	4.131359003	4.080308032	4.705653581	4.098543079	3.958542663	4.213971925	4.069490226
Nfam1	7.4247217	6.514112	7.666882609	6.32978737	5.5457244	6.393299495	5.242302707	8.143216357	8.251946744	5.720424406	5.346799141	5.301096179	5.998944643	5.982614128	5.586484542	5.453946614	5.357856346	6.000761722	5.341159115	5.605799505	5.188762239	5.272259636	5.820635956	5.869335148	5.613698131	5.741257983	5.982938831	5.503938076	5.42559134	5.501504962	5.462809251	5.104659553	5.542751247	5.613751655	5.885474309	5.437583973	5.375669676	5.645870709	5.517573861	5.821472977	5.790391508	5.528388991	5.522597746	5.637285644	5.459925002	5.477313586	6.578390807	6.834492119	6.343645291	6.591376231	5.814217994	6.837683433	6.109147399	6.244373984	5.365102257	5.526442378	5.428471843	5.211056336	5.865532857	5.288997076
Nfe2	7.830973374	7.636650357	8.035133398	7.603329987	5.650840176	6.549082816	5.743207058	7.693160049	7.561769082	6.008457009	5.644688385	5.913342626	5.89797369	5.69099901	6.013426527	5.531666332	5.960775797	6.060224682	6.076391632	5.773903166	5.756248515	5.780161342	6.004783761	5.781900841	5.813763238	5.737425831	5.991426608	5.954266892	5.972418485	6.006576302	5.582232826	5.585278056	5.991067519	5.949437661	6.129955774	6.077658882	5.796386636	6.036791961	5.971045326	6.088809435	6.058338866	5.919603075	5.912760825	6.15271277	5.688969204	5.903132293	5.782038058	5.987946868	6.237106685	5.899151456	5.666393032	5.7297449	5.824668582	5.824722036	5.559795657	6.20292635	6.331329018	5.728644343	5.871173389	5.528841122
Nfil3	6.538620415	6.226067254	6.945989207	6.756071896	6.007241856	6.153856667	6.414419149	7.454503019	7.012326752	6.297759406	5.903028626	6.247962948	6.569470332	6.1562557	9.260226591	7.048524291	7.502784476	6.095109334	6.729972793	7.189901632	7.454441602	6.785847377	6.047494038	6.278402994	6.38340622	6.228809072	5.966481227	6.069552522	5.982686375	7.144323784	6.8663294	6.759467461	6.492267678	6.789101913	6.755684104	6.813687573	6.756402427	6.62609984	6.797944633	6.573630022	6.640532241	6.445944605	7.010239771	6.943526969	7.22082715	6.915028048	6.14998484	6.042736983	6.453966363	6.527512454	6.266096255	6.236815307	5.798295956	5.985293969	6.255640464	6.343347413	6.114926391	6.163961576	6.309684918	6.319291566
Nfix	9.739374348	9.957846637	9.234382641	8.967162986	8.333749454	9.077100189	8.861310274	9.279398398	9.834224048	8.191710687	8.208808883	7.991152764	7.247312022	8.216430128	6.802578832	7.761511785	7.76443175	7.246448309	7.575613869	7.429624891	7.476776441	7.396999435	8.110232377	8.137899493	7.665457795	7.929965674	8.070871934	7.753167711	7.836996057	7.615824803	7.451758133	7.001689668	7.002590016	6.948960153	7.09367584	6.654838397	6.692859562	7.206890632	6.910577976	7.065412903	7.082925013	6.939255967	7.119247224	6.976334419	6.501005157	7.159266556	7.593418015	7.797615921	7.640709368	7.768789291	7.604711111	7.350531428	7.043878884	7.305098051	7.958206427	7.259485925	7.12867146	7.173589864	7.013231097	7.536142807
Nfkbid	8.53398454	8.176036978	9.416074205	9.010091805	7.428175339	7.318849769	7.64441801	10.25802823	9.953188617	8.48210018	9.698385798	9.463991369	8.927574232	8.094569148	11.39546268	8.870275216	8.626634975	8.577116966	8.854524858	8.307831343	9.238259428	8.574025924	8.392066217	8.334284907	8.58109586	8.514242217	8.41444607	9.284519223	9.181103628	10.48840682	10.47562489	8.585961146	8.34265489	8.461748725	8.262854527	7.637891557	7.792933202	7.942210686	8.138321297	8.474097179	8.084690771	8.104774504	8.483246244	8.401092197	8.434743305	8.749373363	8.300465897	8.045274769	8.127804872	7.920234735	8.537764567	8.170429022	8.288863768	8.529709695	8.389425415	7.232981426	9.93184362	7.007513972	7.41798103	7.015072296
Nfkbiz	7.463128974	7.48180831	8.500101923	8.386813533	6.281175843	6.640800213	6.437557342	9.544558992	8.725719177	8.158682221	8.305386678	8.096150439	8.19605322	7.769295257	10.68240124	9.02669449	8.881159245	8.220957547	8.246861075	8.440656726	9.013563777	8.619059459	8.346676978	8.110577268	8.689934394	8.339133487	8.142125272	8.260755854	8.279567868	8.911211702	8.449364517	7.539664441	7.983395915	8.056813447	7.777595932	8.024793385	8.039618773	7.53964635	7.817682729	7.858004211	7.65681525	8.058778088	8.044869839	8.286138407	8.327345824	8.195139225	8.279793179	8.177069993	8.295578093	8.020740349	8.379713657	8.015286435	8.493729516	8.120004884	7.239253227	7.252030192	8.462913789	6.470514631	7.27911807	6.381372788
Ngp	4.246891945	4.571279377	4.316232649	4.167727226	4.695253351	4.602686495	4.517204292	4.32699986	4.531038292	4.584212906	4.710045978	4.508458233	5.031358435	4.793328887	4.637055673	4.407348218	4.689033524	4.493521383	4.295752407	4.389114751	4.4407042	4.560117783	4.54370621	4.947758095	4.547471423	4.290134995	4.643796557	4.259151944	4.343616275	4.362156581	4.24583282	4.378580982	4.629527596	4.478866133	5.092135538	4.213064678	4.838812296	4.689506044	4.847674602	4.675571322	4.747179699	4.460181188	4.693945945	4.557832801	4.819795895	4.654460364	4.530341305	4.578544282	4.939195228	4.7981162	4.548516772	4.441383879	4.330582301	4.40903333	4.486499862	5.038775627	4.899235258	4.271273769	4.734445892	4.487732866
Niacr1	5.607974327	5.517226868	5.434491457	5.411207588	5.853202246	5.647606166	5.538001088	5.796145197	5.768320646	5.796583046	5.930338768	5.673497064	5.854070474	5.682963694	5.938686485	5.414736531	5.762048444	5.511590325	5.770920643	5.591840957	5.577728918	5.651133035	5.639428986	5.668213697	5.618381097	5.611370855	5.673224732	5.567694504	5.453133424	5.706506609	5.513716017	5.539675297	5.555611677	5.918802826	6.052076744	5.624544478	5.444763128	5.953665673	5.670417373	5.911185032	6.204734803	5.607897416	5.844457632	5.902559623	5.923228826	5.575908288	5.602010413	5.761852593	6.039019188	5.659629674	5.441390519	5.458962667	5.734261615	5.593890548	5.621969796	5.94592992	5.872937901	5.46592768	5.792090084	5.512168933
Nid1	5.237768922	5.460821183	5.287110246	5.360002504	5.470454436	5.383667433	5.471603687	5.436711542	5.411799075	5.553474169	5.431367223	5.568580411	5.8664786	5.655551235	6.354990414	5.346582283	5.292251682	5.641516165	5.690193578	5.418173078	5.361926233	5.374610615	5.636674884	5.481945779	5.560179958	5.562392029	5.410414604	5.412373946	5.666386404	5.557554071	5.197313689	5.233891894	5.554377036	5.807493174	6.020758866	5.485172401	5.499042218	5.756079459	5.747919047	5.864580716	5.751773444	5.599686753	5.484491563	5.740865513	5.59386466	5.706700911	5.507915124	5.57618551	5.708536737	5.801040496	5.249966094	5.367239418	5.423673406	5.514200128	5.400028935	5.827249115	5.56030226	5.426508538	5.786369834	5.371813228
Ninj1	8.055663127	7.791868757	8.285718467	7.953138334	7.144677954	7.554887848	7.500206914	8.124525623	8.117106179	6.784376599	6.917388789	7.062007269	6.974903245	6.935058157	7.214722242	7.122354869	7.194592388	6.802369449	7.105620464	6.996105106	7.241864965	7.150470995	7.052253576	6.919693243	6.972490479	6.826200483	7.065278254	7.07040042	6.972644028	7.113901531	7.346687762	7.538566486	6.820438114	6.8340808	7.110222805	6.780979753	6.653908412	6.907420288	6.894686824	6.996438839	7.101458886	6.765053767	6.793633219	7.026625244	6.656288275	6.878130634	7.165450725	6.863549897	7.411009523	7.109047775	6.872084653	7.364860126	6.981840478	7.100905834	7.073426094	6.784510526	6.817911	6.726694096	6.993279596	6.959926609
Nip7	7.704850298	7.579577296	8.33010166	7.870603916	8.083876224	7.598410864	8.224384734	7.977007007	7.141685678	7.564477505	7.37528884	7.640042679	6.574982482	7.349530117	6.819101433	7.700229078	7.227269848	7.08367646	7.148014507	7.24867303	7.540885134	7.425882782	7.777709891	7.225218043	7.339691921	7.699335252	7.572568613	7.765099087	7.66970287	9.465041334	9.68028579	9.182236915	7.035009828	6.885651638	6.552795112	7.66149238	7.635336253	6.802094535	6.922502343	6.530623262	7.447517485	7.57419942	7.150803016	6.835612745	7.442294137	7.091652237	8.106374145	7.549544423	6.766150324	7.377384077	7.830117757	7.982696832	7.443554992	7.48753646	7.701108197	6.38420411	7.16125183	7.121983436	6.545102966	8.123746886
Nipa1	5.065368381	4.731731752	5.231086747	4.980820483	5.218357543	5.205921592	4.984958407	5.681500803	5.530384487	5.450207197	5.416762067	5.362196333	5.432378205	5.288181352	5.635489351	5.238128276	5.547742855	5.400890818	5.547557793	5.175388868	5.260856196	5.404729449	5.369801468	5.242997485	5.840322231	5.132683766	5.337250812	5.475338932	5.577661453	5.314126101	5.176027501	5.243617675	5.370025911	5.631220718	5.633159444	5.432200012	5.232127321	5.443950267	5.317030256	5.26269874	5.925576198	5.36076809	5.424080046	5.633450101	5.214023751	5.243567536	5.340009106	5.26813118	5.653656238	5.656857666	5.061797795	5.313285765	5.210807044	5.232094055	5.260511241	5.750807461	5.540415838	5.238538493	5.392352917	5.173495258
Nipal1	5.424016201	5.547136689	5.250762659	5.663727446	5.577969548	5.587785016	5.391744811	5.496973581	5.361868348	6.664743082	6.754538809	6.833753686	6.718191726	6.685458049	6.855727721	6.780865615	6.812334565	6.341282487	6.240919778	6.544517843	6.43957549	6.764331557	6.810088299	6.529678335	6.946051221	6.952868187	6.785194804	6.418463211	6.698918075	6.192936499	6.17429655	5.485644181	5.880239001	6.017904839	6.171487075	6.396538567	6.129537184	6.118649044	5.725553946	5.861923943	6.07647501	6.152376793	6.196248345	5.933113461	5.881917852	6.056511999	6.767920469	6.800528073	6.412067903	6.619735302	7.066588664	6.974348812	7.126050854	6.802549968	5.987313286	5.929569307	6.394056768	5.912834261	5.908337374	5.442650505
Nkg7	10.65597327	10.3165365	11.24774322	11.18199476	6.738660667	9.502883108	8.361397434	11.2474786	10.279735	5.455642852	7.197820189	6.083348127	6.8105892	5.393212532	7.641844152	7.69247695	6.584903139	9.711146293	7.063025057	9.960121041	7.979928729	10.0104923	5.627040621	5.551577538	5.718049214	5.995919184	5.98119355	6.231072663	6.449680769	11.93073113	11.82291767	11.71757417	12.32717942	12.05791168	11.99220204	12.40705509	12.67501112	12.34605914	12.32908067	12.43325917	11.59193344	11.66465972	12.13678902	11.85856481	12.23850335	12.16622072	11.25693675	10.9732853	10.18830329	10.68801605	11.39028068	11.51071571	10.28554066	10.42491327	7.783364759	6.102463575	7.053200416	5.855171639	5.874105119	5.907886513
Nlrc3	7.584818725	7.555940745	7.661842929	7.623171122	6.856326752	7.734796315	7.315663738	7.806387004	7.773903385	8.368773732	8.048579509	8.096322653	8.233780872	8.108119121	8.820472153	8.691037758	8.114909131	8.950513226	8.222183731	8.772267941	8.399448125	8.335864178	8.337188508	8.131693394	8.039266456	8.441255322	8.415039331	7.960408031	8.115887425	7.260453218	7.363308061	7.553339382	9.306604326	8.956015983	8.717387684	8.529287644	9.006295499	8.572299285	9.322929368	9.193562485	8.434721346	8.918702266	9.029532027	8.709292531	8.695219416	9.329867481	8.976795318	9.090701466	8.43378794	8.412637305	8.887653105	9.081454677	9.077440095	8.743320961	7.790896687	7.870930589	8.586122327	8.217688273	8.025006086	7.042434585
Nlrc5	9.828344488	8.961385879	9.756429643	9.294447179	7.084649319	8.890239852	7.919881111	9.752133625	10.07164751	11.4627183	11.41326568	11.23027107	10.85828243	11.14172359	11.96386166	11.79648964	11.47141972	11.90836443	11.52857215	11.90002407	11.32107784	10.8673474	11.3794122	11.08056123	10.99320749	11.46319136	11.3673336	10.82338852	11.1287697	11.36204101	11.13086482	10.00117122	11.96324077	11.53707055	11.79158843	11.35408771	11.69056574	11.88140552	12.0247583	12.36954081	11.05080604	11.44866959	11.7620497	11.86469727	11.57641693	12.05642799	11.52710754	11.78389026	11.21308899	11.1315106	11.67106727	11.53722965	11.6320534	11.32052471	8.152902863	6.423531671	9.832162841	7.032649319	7.044800276	6.917632248
Nlrp1a	6.07390376	5.595420114	6.219001003	5.727512087	4.742390734	5.296845256	4.640480184	6.539683567	6.441787218	4.359560995	4.549117737	4.590893395	4.899238481	4.582353273	4.996971673	4.450668007	4.59895767	4.758349376	4.368356291	4.595507639	4.585927982	4.414951837	4.73872641	4.574487064	4.706884138	4.608467745	4.571367368	4.949628308	4.858173342	4.653505296	4.441171375	4.757975303	4.577978609	4.642249095	4.872501285	4.550822701	4.409313991	4.634345441	4.712296793	4.83970266	4.674987856	4.465114684	4.623285516	4.542437601	4.607167539	4.514235903	4.360326816	4.48154867	4.859330196	4.876010994	4.66689669	4.432614277	4.600053635	4.946504739	4.72100255	5.534016974	5.006930804	4.572550171	5.139395819	4.607484193
Nlrp1b	5.470074764	5.469089866	5.515185737	5.531576406	5.006607717	5.56394619	5.155040824	5.953403386	5.771299299	5.007467626	5.220962543	5.107065691	5.26281022	5.073924462	5.615029753	6.071558182	5.462379572	5.186661658	5.884484774	6.00188179	6.081630785	5.491007536	5.199427622	5.337047385	5.007016051	5.105773397	5.180626611	5.099222254	5.380520518	4.956530656	4.962502752	5.051835378	5.028570625	5.250732977	5.21250514	4.935775597	5.109740826	5.083973527	5.081447575	5.412085974	5.277895506	5.130519083	5.190487124	5.230191483	5.158454177	5.076777125	5.046712226	5.254126623	5.31352522	5.243087641	5.033561024	5.145355462	5.164688412	5.354178256	5.077318494	5.111654564	5.263296121	5.020065063	5.11524831	5.021453076
Nlrp1c-ps	5.417117763	5.610115355	5.475848518	5.565868265	5.482762252	5.565393064	5.308192174	5.752043839	5.599732866	5.325502748	5.638404055	5.309034269	5.449778148	5.209154398	5.518116495	5.49762301	5.6370233	5.409785784	5.220983818	5.357008839	5.358076206	5.496298291	5.3952205	5.608676201	5.561330719	5.377425725	5.481253727	5.485562073	5.515667253	5.249969885	5.242803184	5.389024667	5.353217414	5.614194504	5.611843691	5.157550397	5.070830084	5.514039127	5.536403167	5.415190777	5.427586061	5.46248864	5.504126699	5.644972404	5.349719113	5.342405405	5.617684419	5.429580259	5.466941377	5.732768466	5.398912388	5.345384547	5.404954199	5.403064303	5.35371144	5.555722099	5.584384305	5.318707292	5.53720908	5.270798021
Nlrp3	5.066769465	5.145958631	5.74032991	5.447810591	5.353140943	5.15814445	5.162404757	6.714888404	6.076565508	5.407669991	5.46125351	5.117902789	5.461994496	5.08379345	5.084441335	4.846901111	5.294881697	5.2340414	5.270120246	5.047717231	5.0784604	5.145893436	5.47935561	5.194379965	5.534670173	5.074553602	5.158796145	5.116276027	5.338792827	4.950322209	5.009586049	4.83983113	5.098891126	5.670326722	5.438064917	5.108014196	5.09985203	5.359364204	5.383374825	5.468534444	5.46636283	5.118502316	5.091376849	5.301112035	5.1969296	5.393718218	5.267629428	5.302741877	5.336532148	5.6073895	5.102967407	5.290217953	5.26352524	5.184317327	5.186083198	5.559149148	5.536390733	5.125376961	5.333727841	5.216824739
Nlrp4f	4.18730588	4.363437439	4.142196936	4.138417214	4.478214677	4.20778095	4.252085084	3.977084498	4.230103079	4.288031199	4.51358549	4.239446415	4.788929271	4.370243343	4.532780326	4.22774621	4.27448159	4.492406557	4.270085352	4.396458649	4.373200417	4.261839179	4.253550644	4.286400662	4.412466536	4.462978253	4.33323766	4.349403024	4.494983019	4.199292811	4.124763746	4.11285857	4.79237125	4.408306527	4.579973581	4.146647077	4.071874196	4.44916956	4.333311615	4.512578772	4.400435462	4.334158253	4.658342891	4.753981526	4.509949146	4.701554601	4.266356791	4.629762655	4.246210444	4.349150575	4.418216939	4.187414102	4.337758658	4.273354255	4.195121831	4.745551083	4.272341762	4.539400791	4.681810924	4.121399515
Nme1	8.713594784	7.904092663	9.237420911	8.670187784	9.103416421	8.086878573	9.345868106	8.474008326	7.939173969	7.639795063	7.683086548	7.90971911	7.04301525	7.40152125	7.501755994	8.372568947	7.282470386	7.449236429	7.128128399	7.538605414	7.48353124	7.434972321	7.986304929	7.624245927	7.065303569	8.032001495	8.122175551	8.277433251	7.98608322	9.541733842	9.641112462	10.03048913	6.790629569	6.777790534	6.639400767	8.108536305	7.846874374	6.604965316	6.545022629	6.50415001	7.534065494	7.708033843	7.282791292	6.987506194	7.432847945	7.258168698	8.111692987	7.586780253	6.541717712	7.348162471	8.181749259	8.188065903	7.77320186	7.664224922	8.821155962	6.315575891	7.878403903	7.595948168	6.132421927	9.033398406
Nme4	8.611626471	7.988396403	8.814786399	8.120596109	7.884390952	7.596494914	8.008094849	8.50428775	8.538519346	6.626656693	6.410547175	6.636714514	6.659503141	6.647588419	6.23464757	6.048644531	6.264629317	6.528218103	6.460632272	6.167670365	6.175764764	6.136155149	6.962629221	6.939391544	6.54378894	6.555196114	7.214000106	6.516987965	6.610889008	6.9680243	7.033617183	6.973889617	6.054069194	6.073808811	6.53031113	6.15514677	5.992296366	6.245408192	6.08468652	6.347786112	6.72125872	6.935039687	6.160725267	6.300681105	6.102867005	6.230398378	6.964909939	6.723349223	6.494662546	7.339968145	7.07773471	6.742597778	6.523437544	6.686211959	7.615852262	6.336152444	6.933306672	6.509498445	6.506560688	7.37441036
Nod1	6.485392477	6.304891561	6.601069509	6.403564276	5.693669083	6.236562774	5.667984821	7.152466034	6.791598562	7.449608969	8.195200427	8.332270524	6.759045283	7.332481786	6.412825551	8.694327239	8.609559404	7.018129689	8.127438108	8.831340078	8.120644834	8.355438463	7.470725568	7.244288031	6.936884648	7.543171055	7.770459297	6.555134619	6.932244678	6.900113271	7.305799109	6.515717182	9.705017052	9.326625354	8.604172723	8.181696095	9.196674659	8.942446279	9.60109694	9.387874444	8.894766238	9.395693641	9.388657384	9.25605462	9.406547087	9.489706694	8.269665621	8.014931564	7.394579591	8.101583373	8.399346007	8.340014449	7.448331093	7.469663522	5.884389528	5.703856521	6.074799403	5.781475125	6.068165607	5.375665043
