	MO.6C+II-.BL	MO.6C+II-.BM	MO.6C+II-.LN	MO.6C+II+.BL	MO.6C-II-.BL	MO.6C-II-.BM	MO.6C-II+.BL	MO.6C-IIINT.BL
Fcgrt	8.196241787	9.600872275	8.630115778	8.849657805	9.777377384	10.47530093	9.351889876	9.757292593
Fchsd2	7.529634352	7.006691113	8.114442858	7.440727175	6.415901449	6.610606564	7.128449104	6.797963909
Fcna	6.19910366	6.686386602	6.757535355	6.380463951	6.271851429	6.597419437	6.675070685	6.164008657
Fcnb	6.668812198	8.634504089	6.442748912	6.172003389	6.549849342	6.45106656	6.648515056	6.098054408
Fcrl1	6.54206351	6.842730821	8.301653031	6.925842407	7.803232204	7.439359118	7.035956505	7.938520458
Fcrl5	4.735332622	5.166024457	5.054729839	4.804162005	5.126155163	4.906771969	5.169119272	5.244979888
Fcrl6	4.983095453	5.082235636	5.299140844	5.222431064	5.407973004	5.042229911	5.152548509	5.121646235
Fcrla	5.534566947	5.639182953	6.922681917	5.614893359	5.572689617	5.768985306	6.087896645	5.443830066
Fcrls	4.442841785	4.96790176	4.79440027	4.65065352	4.712989139	4.656728983	5.699994356	4.400424531
Fdft1	7.579815985	8.470249561	7.299310911	9.009030787	7.41169232	7.59477644	8.692611666	7.549334331
Ffar1	5.223002861	5.226647244	5.385972809	5.302565207	5.555828423	5.495521423	5.754047021	5.339003373
Ffar2	5.619250615	5.862196785	6.046751509	5.759129196	5.795155221	5.833798373	6.387521085	5.567728572
Fgd2	8.657199337	8.895027787	8.572012975	9.276202743	8.810075924	9.190046546	9.569118981	8.653228374
Fgd4	9.750854737	6.896875267	8.01803044	8.589609204	9.388730812	7.181625042	6.422974681	9.708464476
Fgd5	5.925155227	6.244424729	5.858851324	5.85460828	6.0670998	6.200060937	6.418334177	5.764855141
Fgf13	5.04828996	5.282023345	5.470265697	5.333027701	5.813885062	5.462095957	5.474645326	4.96734755
Fgf3	5.872715506	6.061863304	6.00799304	5.888246438	5.985623382	6.310647921	6.170591092	6.007752554
Fgfr1	6.119691632	6.328397281	6.262017774	6.593738697	6.132024622	6.472084259	8.059662981	6.072339941
Fgl2	9.794720132	8.042547126	8.796245369	9.332117206	6.657865766	6.127373962	8.663493706	6.990332961
Fgr	10.94918314	10.47400839	11.17347294	10.89510185	11.58244214	11.51953532	10.39179548	11.61116999
Fhl2	5.513931782	5.648407918	5.671993412	5.693099399	5.682831701	5.627442444	5.727908205	5.516337952
Fignl1	4.994312701	7.356039901	5.404859989	5.201725333	5.373566435	6.250923056	4.909110637	5.264483887
Fkbp4	8.275416846	9.470996717	8.349286242	8.412500127	8.38251682	9.361763535	8.682189469	8.510264606
Fkbp5	9.32193636	8.644961472	8.726828947	9.084766054	7.888608104	8.111314974	8.232994773	8.246413218
Fkbp9	5.481286023	6.202550935	5.842673002	5.501536808	5.582425035	6.12823084	6.403498665	5.302358536
Flnb	7.099028638	7.722045633	7.863216179	7.314194093	7.039930715	7.972491819	7.444595016	7.2259254
Flrt2	5.305153395	5.497220611	5.24994461	5.326840514	5.400541345	5.473582375	5.752159835	5.226495428
Flrt3	4.038790256	4.164252623	4.321675601	4.233778157	4.124861602	4.228731485	4.82406517	3.947426779
Flt1	8.107696063	7.337578494	8.083028232	8.314475241	8.910308136	7.833829358	6.964437333	9.051633175
Flt3	9.02523057	8.006916969	7.816353519	9.697695006	6.260466078	9.401935177	10.42758507	6.055598709
Flt3l	7.809743052	7.919080221	7.765483694	7.705052428	7.75318833	7.955812038	8.000139754	7.73767811
Fmn2	4.283808209	4.511385807	4.511963443	4.377292678	4.392403295	4.559367403	4.400360314	4.268152894
Fmnl2	5.450770267	5.51865368	5.994398697	6.609672236	5.669290442	5.353140943	6.647145389	6.030584158
Fmnl3	6.084838853	7.778588829	6.94979559	6.716381415	7.844522494	8.570847436	6.726220203	7.961540681
Fn1	13.01788049	12.28477714	10.50014369	11.01459811	6.324585615	7.7283439	9.835514217	6.13943102
Fn3krp	6.030533251	7.359172659	5.918431556	6.069700019	5.807454104	6.887138144	5.855250974	5.897379847
Fnbp1l	5.560093321	5.461136707	5.92436993	5.603898293	5.299316102	5.401647531	5.426008066	5.508260032
Fndc1	5.076236978	5.441337397	5.353228002	5.32618737	5.579558818	5.459925548	5.595352974	5.55392076
Fndc5	6.178790983	6.428455651	6.478463861	6.292451707	6.409354444	6.445978804	6.655746083	6.209275162
Fndc7	5.254850996	5.737321716	5.883891215	5.708400626	5.657361328	5.863958268	6.088246563	5.367187921
Fnip2	8.781995452	7.5385273	7.189991217	7.831757138	6.914299614	6.735880911	7.118073638	6.967082126
Folr2	5.448241327	5.672703482	5.735208043	5.378016768	5.592838217	5.701191388	5.640730815	5.561369521
Folr4	6.104498115	6.263005602	6.847074054	6.294535594	6.415716421	6.401500202	6.119365516	6.220427473
Fos	11.28160068	8.196341963	11.16824004	10.40765948	9.588593032	7.053192812	9.832452077	9.92516966
Fosb	8.151320695	6.46664017	10.16036031	8.002459501	6.798058942	6.571582265	8.301307329	7.196098872
Fosl2	9.685484739	9.369944002	10.03428487	8.976671325	9.352796367	8.905796538	8.653140113	9.295130748
Foxm1	5.641673184	8.935454935	6.140371034	6.014843251	5.874388784	7.641510144	6.087093634	5.64214356
Foxo1	7.827939667	7.228102616	8.150223198	8.18921326	7.991891401	7.542730615	8.140382198	8.028713459
Foxp1	9.689892589	8.157687314	8.982778675	9.120538051	9.784179801	8.359890236	8.960417589	9.719437903
Foxp3	6.168841906	6.19993338	6.372055357	6.279562297	6.511291708	6.286417297	6.165559259	6.323174406
Fpr1	6.282658491	8.018305908	5.936235891	4.617864618	7.201422146	6.907923757	5.290339615	7.426673349
Frmd4b	7.8892407	7.410149707	8.472867214	8.557250137	6.158940852	6.818388314	8.261795232	6.20047375
Frmd5	5.822097874	5.94210627	6.08869709	5.886147717	5.956746694	6.132992154	6.632375832	5.870566929
Fscn1	6.125162021	6.58183578	8.11717468	6.090535195	6.375210633	6.581251308	6.984519287	6.072544032
Fstl1	5.163286713	5.598227226	5.411362968	5.463961339	5.297837036	5.538774041	5.477173786	5.218793565
Ftsj3	8.283407115	8.554804089	7.72543352	8.124071842	7.849146409	8.449384328	7.817885745	8.156478632
Fuca1	9.035579191	9.480028639	9.426579681	9.087588718	9.148872347	9.378921586	9.008257169	9.287606424
Fut4	7.048709187	7.321742336	8.361204697	7.406527033	7.578469686	7.348906636	7.1415973	7.776126497
Fut7	6.155422733	7.343616572	6.406555944	6.694731645	6.508518977	7.505242301	7.055186976	6.627529799
Fut8	7.774230296	6.768645737	7.188599065	7.526230824	7.502838565	6.681238412	6.466605098	7.825654884
Fyn	7.909681713	7.596410431	8.518291863	8.988764393	10.2122305	9.408834401	8.965859736	10.33760877
Fzd1	6.44303525	6.529647625	6.446781703	6.473749037	6.361002426	6.604286348	7.025031564	6.229066813
Fzd6	5.591871867	5.698317581	5.723146226	5.758314727	5.998798005	5.967527546	6.224350002	5.620740642
Fzd7	6.868901965	6.921257792	6.895939558	6.939713194	8.168952357	8.607505523	7.122579028	8.344003344
G0s2	6.574861418	7.282975341	7.353140355	6.819083972	7.984962963	7.639839671	6.88667817	8.181008204
G530011O06Rik	7.181719116	6.656503521	6.696221536	6.79582711	6.467996736	6.69941282	6.453450085	6.574982482
G530012D18Rik	6.783567533	5.665046875	7.988618609	7.472297404	7.571380263	5.593600773	7.092927295	7.145516264
G6pc3	7.929124442	9.325495478	7.959929119	7.967035232	7.727095092	9.141487289	8.243398227	7.752240535
Gab3	8.490037231	6.888347519	7.466516189	7.760944996	8.115818517	6.69104183	7.281043975	8.249671266
Gabarapl1	7.081731256	7.785573873	7.292609683	7.331520712	6.343755129	7.661524446	7.008780989	7.118908897
Gabarapl2	8.73502296	9.03994579	8.870236885	8.813527361	8.739421663	9.056058082	8.957401145	9.279579986
Gadd45b	7.299821911	8.58512179	10.23552547	7.719484883	8.129246691	8.330167856	7.397315679	8.023104509
Gadd45g	5.921102247	6.826840387	6.97680009	6.458857705	6.5529941	6.872858302	6.524058189	6.589533404
Gadl1	5.402227598	5.742503916	5.471331636	5.275426779	5.628944154	5.638027485	5.569996834	5.364572432
Gal3st2	4.661145311	4.99907247	4.605172303	4.82611964	5.091828867	4.871030425	4.91571688	4.762785704
Gal3st4	4.82699415	4.563707275	4.545986897	4.890782277	4.917183487	4.863872392	4.493951492	4.921354444
Galc	7.650437159	6.995904301	7.032367576	6.547162915	6.064924875	6.255855698	5.767486633	6.706129349
Galm	7.116245872	7.228456368	6.502708774	6.562594531	6.256582349	6.446263399	6.323060166	6.187056278
Galnt10	7.913167272	8.760573592	8.118142007	8.007468186	7.949619555	8.641176903	8.198704826	8.055080661
Galnt3	6.630333145	6.110375773	6.036000662	6.56516353	5.350894994	5.859200137	6.135277311	5.541023491
Galnt6	6.893660719	6.459796618	6.228019537	6.511494395	6.516023817	6.73810127	6.89133655	6.446055033
Galnt9	8.272351405	9.26562661	7.146876146	7.503857533	6.829874289	8.46373865	7.792376456	6.961551099
Gapt	10.02375823	9.976815076	8.305824184	8.975355429	8.681233843	8.666959516	8.305107326	8.827294047
Garnl3	5.715010172	5.902363858	6.05296648	6.017837303	6.100645521	6.188149006	5.972343424	5.831095908
Gas2l3	7.604999157	7.788026151	6.838742136	7.086939416	6.361026998	6.705432411	6.888106984	6.64600507
Gas5	10.39977309	10.99813705	10.98861854	10.78673185	9.925923263	10.80896825	10.68384262	10.04332422
Gas6	5.386111957	5.5937143	5.735810976	5.687242694	5.706751554	5.669733573	5.95610313	5.440321711
Gata1	5.483290186	5.619747527	5.834962294	5.802126855	5.687325289	5.904857368	5.859565845	5.575995996
Gata2	6.049449984	6.502337498	6.300858311	6.087090097	6.323140351	6.634787338	6.168584877	6.180566013
Gata3	5.628564621	6.077135448	6.631505945	5.990276453	5.376128863	5.979356977	6.350762424	5.52813807
Gata6	5.369073243	5.735045533	5.568095966	5.322110825	5.432003973	5.478690355	5.702535652	5.308423496
Gatm	6.885808206	8.146468377	6.455791329	6.818034606	5.300484353	7.188518296	7.168116492	5.243527424
Gatsl2	7.616188584	7.491423965	7.951987141	7.464196384	7.009156229	7.191953104	7.529685492	6.889537304
Gatsl3	6.335691071	6.598585051	6.894017391	6.7510575	6.323832097	6.635892696	7.26403765	6.427815322
Gbgt1	5.73637487	5.801890685	6.139342607	6.768533706	5.760729261	5.963345416	6.873516092	5.377406984
Gbp1	5.337629037	5.12151694	5.748311839	5.430251815	5.213627239	5.158331641	5.321062218	5.1985413
Gbp2	8.362567637	7.684070178	9.366147623	8.865204547	7.832457774	6.95221124	7.077842751	8.249883127
Gbp5	7.411655038	6.235585387	7.975582996	7.167560986	6.80000554	5.75130571	5.859870186	6.98867469
Gbp6	9.406983517	6.564765823	7.824289676	8.328989758	6.800289051	5.901035012	6.373991794	7.272185222
Gca	6.079830349	6.701178448	7.285303261	5.243728735	5.356974811	5.122065257	4.974088728	5.487348067
Gcet2	5.032807614	5.347325492	5.661840791	4.818629042	5.053628354	4.926470748	5.442454223	5.140845718
Gch1	8.00533018	7.554083308	7.954072008	7.900978276	7.974605598	7.228706476	7.430592633	8.524679925
Gclc	8.300515317	7.882560724	7.636527955	8.136977616	8.206235152	7.804299487	7.576197858	8.356413586
Gclm	7.539962153	7.869186243	6.705431491	7.41258396	6.535295598	7.054194038	7.140907973	7.388520031
Gcnt2	9.928711018	7.393660164	8.430148229	9.270637172	9.704860469	8.755969452	8.143002272	9.986815328
Gcnt4	4.470760269	4.570155253	4.694768783	4.668336632	4.705507982	4.868718039	5.085148431	4.429834193
Gda	11.79399988	9.229800671	9.637913287	10.48137786	10.08886031	7.732226681	8.484860949	10.33815814
Gdf11	6.190487783	6.650435723	6.496414412	6.467691946	6.461670157	6.768548262	6.703695284	6.323311697
Gdpd1	4.73140955	5.112748778	4.788746605	4.770885414	4.858709621	4.861995053	4.904968126	4.776337749
Gdpd3	6.520271371	6.783938084	5.898552617	6.377530997	6.682078129	6.502349168	6.06014036	6.576938682
Gem	4.960615188	5.512762055	5.965747351	5.111906293	4.846663802	5.920722043	5.201735787	5.134239836
Gemin6	5.602421247	7.24886749	6.029538285	6.193830869	6.313446313	7.070945975	6.927795736	6.107189869
Gen1	6.18705245	6.677551934	5.874515021	5.855632633	6.066003057	5.861570826	6.145274952	6.48253758
Gfi1b	6.579927837	7.096563718	7.069058372	7.076872235	7.068531091	7.305435854	7.599368754	6.841394768
Gfpt2	4.201307127	4.64321934	4.50655963	4.330025298	4.402241244	4.625810132	4.779693094	4.333144614
Gfra1	6.204091796	6.426168013	6.215391271	6.403947661	6.486882474	6.493976569	6.707078159	6.272921607
Gfra2	5.778933948	5.793852542	6.059358883	5.890370486	5.855506393	5.854978061	6.223702489	5.758883038
Gga2	6.3618128	7.374219933	6.845222396	6.339670694	6.366201547	7.118306424	6.616273878	6.527316228
Ggt1	5.624273469	6.22855321	5.949944183	5.842193598	5.798629914	6.209266193	6.280168516	5.483628779
Gimap3	4.581903552	4.544310211	7.246800442	4.67395021	4.601238917	4.976586653	4.870759249	4.871458287
Gimap4	5.169664491	5.555754815	8.368811847	5.607574935	5.32835539	5.661929128	6.002934251	5.54088095
Gimap5	4.272739878	4.766923732	5.291948524	4.398327566	4.781464633	4.358609593	4.920202772	4.523850466
Gimap6	5.174082783	5.144718057	8.849624968	5.788469951	5.508701192	6.311633288	6.768060565	5.840681258
Gimap7	5.170367093	5.499619502	6.752902431	5.632747095	5.495869414	5.819945729	5.723109356	5.433654539
Gimap8	6.075428518	6.087715998	6.739125315	6.049516782	6.415367422	6.358373403	6.051440624	6.415998262
Gimap9	4.625375706	5.0546546	5.821300339	4.933569491	5.147131643	5.495325275	5.207065094	5.176842943
Gins1	4.542390136	6.818738102	5.134203139	4.790633043	5.020735535	6.250503081	4.705347621	5.315176378
Gja1	4.825636399	5.272452499	4.930833514	4.84664876	4.855262188	5.6217696	5.359652938	4.732221435
Gja5	5.196726372	5.310245586	5.235702811	5.145355462	5.320562298	5.547298666	5.622658063	5.162461422
Glb1	8.331644315	9.054755611	7.918638469	7.907142043	7.578944749	8.698128515	7.802588417	7.686902325
Glb1l2	3.895755009	4.33322096	4.110006813	4.14839184	4.123086751	4.187981476	4.466568393	4.095669606
Glcci1	7.657532113	7.056567633	7.692619221	7.027930318	6.895860007	6.266889587	7.262513495	7.343124586
Glipr2	9.784171975	10.11152877	8.503129526	8.894246331	8.162037536	8.128195605	8.668880199	8.277036552
Glis3	6.637393853	6.350151265	6.531528062	6.532311244	6.817064873	6.642724192	6.393743097	6.72327267
Glp1r	5.348137974	5.581415526	5.67035694	5.752085777	6.000669345	5.784216916	5.89285849	5.446872883
Glrx	9.152970952	9.687285859	8.361955467	8.738988119	6.702223949	8.079855233	8.647206922	6.895285169
Glt25d2	4.747074048	5.173048792	4.878538985	4.929265511	5.02285159	5.092945965	5.333697433	4.724192946
Gm10002	5.752818156	3.940981072	4.735383172	4.618628256	5.67641975	3.96245031	3.764855671	5.765227611
Gm10008	5.165642664	4.891624947	5.183640013	5.181296064	5.380216879	5.066908638	5.467039772	4.937236092
Gm10134	4.561935024	4.506047552	4.910764636	4.962828157	4.252949213	4.359849104	4.316355758	4.27605292
Gm10286	4.232056949	4.384372212	4.499305904	4.306665687	4.172067415	4.358412673	4.665472363	4.235599938
Gm10287	3.879758037	3.875760408	3.824520086	4.00093144	3.866235421	4.030562678	4.24916087	3.845297344
Gm10345	6.098517814	6.921181609	6.682249291	6.462791805	6.196172266	6.696595739	6.996800547	5.994410917
Gm10384	6.805772242	6.568338716	5.663764917	5.885503594	6.999087883	7.338173603	5.528457236	7.418020566
Gm10388	8.255191169	6.032322757	6.613854769	7.225713557	7.350856108	6.160916156	6.268552293	7.571505563
Gm10406	4.497331335	4.829259307	4.911491859	4.669332965	4.801714825	4.811412801	4.958297503	4.622839009
Gm10430	5.23655257	5.6346165	5.507680488	5.686450102	5.405618027	5.592951306	5.788064445	5.527839785
Gm10432	6.257414245	6.033059529	6.334467569	6.385556434	6.496625324	6.23686313	6.231640726	6.488939439
Gm10482	6.778111307	7.552621968	6.406612064	6.684341407	6.751938989	7.254325705	6.483968904	6.647476847
Gm10484	4.441642826	2.967980126	3.34987949	4.868851357	5.116826339	3.100966438	4.167610827	5.681236725
Gm10522	4.842638644	4.974783199	5.474933513	5.128518873	5.227760326	5.078447591	5.45218522	4.975060589
Gm10560	5.712924045	5.736796969	5.79016123	5.809729978	6.108449184	5.87313811	5.817481283	5.781058552
Gm10561	3.362755079	3.638363506	3.491190373	3.562474458	3.522896909	3.452323069	4.138830848	3.33084519
Gm1060	5.612646395	6.382136346	6.294409996	5.96303015	5.9221348	6.654529105	6.53156471	5.650093596
Gm10616	5.802104446	6.206626294	6.172810176	6.086575735	6.024535775	6.17624896	6.69344514	5.885761766
Gm10634	4.137656529	4.245797334	5.336297672	4.317149679	4.982628578	4.316367827	4.175177259	5.549998082
Gm10672	5.558315601	5.484052177	5.905784907	5.793869878	5.767795142	5.692071912	6.034883679	5.660417547
Gm10673	6.843436199	4.893153461	5.505109682	5.955777754	7.347222718	5.520339477	5.119430883	7.496383412
Gm10688	3.846459885	4.280374864	3.929560628	4.211645635	4.028043074	4.01336697	4.448365786	3.977378848
Gm10708	3.513705492	3.940141687	3.586064139	3.646243317	3.777630121	4.015146654	3.885139929	3.563243567
Gm10752	5.162449069	5.728175399	5.403509742	5.325373221	5.204350077	5.69855466	5.168808485	5.377978144
Gm10759	6.669520528	4.587517014	5.513667598	6.501856819	7.061495406	4.839971341	5.170169437	7.860687488
Gm1077	5.082770704	4.353840799	5.707440123	4.778716725	5.114606482	4.732801021	4.535085597	5.010185455
Gm10785	7.152378483	6.895157989	7.862833836	7.783792755	7.128421265	6.887594317	7.985552231	7.333496904
Gm10786	5.997997623	4.9115366	5.134889004	4.463075283	4.325685026	4.235900622	4.607942774	4.202118337
Gm10790	5.246866616	5.195662563	5.640083905	5.481295712	5.603633762	5.520368814	5.611039556	5.287947254
Gm10825	8.550990548	6.399160838	7.540126488	7.814386568	8.652366206	6.6388616	6.726114595	8.196594062
Gm10843	4.400467342	4.755026422	4.353120942	4.537975212	4.466711944	4.605405437	4.908541536	4.323610738
Gm10851	6.348302068	5.532599569	5.997428661	6.364945314	6.602076006	5.70875927	5.900915098	6.361709766
Gm10858	5.843612908	5.661030315	5.62203229	5.798700325	5.905066839	5.805014657	5.587258465	6.006911959
Gm10879	3.274385919	3.67381268	3.765018395	3.408698276	3.34270407	3.521297868	4.181857899	3.238389452
Gm10880	5.153232467	5.151860169	6.98421982	5.238566516	5.475603745	5.237372509	5.605575818	5.287646637
Gm10883	4.716456871	5.312199252	6.286548521	5.119823718	5.218535145	5.016812744	5.569752338	4.650368223
Gm10890	6.381785182	6.530220079	6.828471646	6.499460054	6.660922914	6.461401956	6.312700565	6.479025501
Gm10893	4.680140538	4.893103292	4.932136782	4.45368877	4.656444886	4.512759949	5.539237924	4.560661158
Gm10906	5.199851607	5.40197399	5.627397694	5.79017948	5.639949859	5.209657408	5.603589257	5.334990811
Gm11277	9.06290646	12.02468498	9.075310402	8.728712132	8.527093409	11.50296117	8.980359251	8.855816511
Gm11362	4.084546217	4.442928019	4.046424121	4.169187435	4.011567199	4.024709736	4.086817727	3.874779264
Gm11428	9.973789812	10.39617687	9.767941318	9.896104754	6.492188885	7.741378445	10.10760876	6.718073058
Gm11435	5.069249607	5.009278488	5.345637656	5.030946637	4.987314044	5.193390653	5.36041871	4.869881274
Gm11545	5.717866485	5.930970673	5.771797564	5.893726237	6.078486019	5.948955871	6.148476582	5.794332682
Gm11711	7.318435554	7.038876933	7.856720781	8.378268408	11.50205892	8.969044935	8.512467698	11.45622576
