	MO.6C+II-.BL	MO.6C+II-.BM	MO.6C+II-.LN	MO.6C+II+.BL	MO.6C-II-.BL	MO.6C-II-.BM	MO.6C-II+.BL	MO.6C-IIINT.BL
Sash1	7.635057588	7.225668254	7.610098863	7.924974971	7.386595854	7.486514879	7.747558595	7.409049062
Satb1	7.804280339	7.615324576	9.113325964	7.825483339	6.905319607	8.304093146	8.143052543	7.433004658
Sbk1	6.885389297	7.136555419	6.74957315	6.906683794	6.828345969	7.220911611	7.287468139	6.690289415
Scamp5	6.204618092	6.252702643	6.177983549	6.341715987	6.340104678	6.452144028	6.210539852	6.117836313
Scarb1	10.43547577	10.88083697	10.59104788	10.75241326	10.6302694	10.87011459	10.44684799	10.66610281
Scarf2	6.299908281	6.94883209	6.761295026	6.502995121	6.795985081	6.958890997	7.185294209	6.377379565
Sccpdh	5.224836491	6.07968033	5.457902864	5.047010456	4.680290596	5.586595629	5.378442261	4.644660412
Scd1	4.390511779	5.090798397	6.802624496	4.641571075	5.124828524	5.25856415	5.759443492	5.351520208
Scd2	7.798963363	9.249279406	7.498880845	9.10692406	7.795110727	9.384935889	9.12115272	7.921835821
Scgb1a1	3.232220719	3.310674578	3.535650714	3.347259339	3.160169934	3.150814184	3.686713414	3.129022484
Scin	4.437633906	5.068673677	4.843327315	4.629620847	4.670290838	5.022591228	5.442499011	4.76782215
Scml4	6.673663831	6.957555583	7.28527644	6.527775158	6.674121633	7.039450623	6.782805618	6.582101928
Scn3a	3.950832308	4.187102611	4.442886008	4.047372612	4.147233422	4.108563486	4.465455393	4.029641934
Scn4b	5.181908242	5.256346463	5.153643226	4.971755057	5.190360035	5.141954524	5.439957179	4.973797684
Scnn1a	6.331797758	6.082848038	5.806995062	6.168979593	7.262221252	6.281194393	6.375614656	7.489387509
Scpep1	10.14371457	10.40183508	9.425315087	10.18558342	9.145721393	10.20186747	10.06710182	9.415110773
Scrg1	4.472188804	5.536834148	4.38113568	4.454145178	4.323690712	4.422638926	4.426814887	4.187737664
Scrn1	5.278616718	5.652405228	5.463315106	5.482226594	5.480013016	5.751514602	5.497764035	5.28622543
Scrn3	5.79235216	5.802118236	5.482257793	5.568566225	5.521063304	5.532129908	5.828863838	5.680863297
Scube3	5.835241125	6.275846388	6.087754887	5.972377892	6.1391717	6.281228401	6.282790057	5.853274618
Sdc1	6.086534126	6.167871708	6.579511553	6.233367543	5.873429347	6.216618475	6.224824917	6.052304302
Sdc3	9.609545492	9.008172089	9.914065362	10.45838211	9.280462947	9.498427204	10.58835321	9.457363723
Sdc4	6.263435099	6.350636324	7.405289839	6.640081976	6.544380284	6.713128944	6.758098598	6.215972463
Sdf2l1	8.153487179	9.620107082	8.433146829	8.644600909	7.768561825	8.978035137	8.904800932	7.758923668
Sdpr	4.575881066	4.594018986	4.792383398	5.184967884	4.852318513	4.624584442	5.209665855	4.913893725
Sdsl	6.025242199	6.390328339	6.032794393	6.182873682	6.250944525	6.461562937	6.63966919	6.07096672
Sec61b	8.593359623	8.788604261	10.80835732	10.30331606	9.510375903	8.25238128	10.02029307	9.604828325
Sec61g	9.26014895	8.559290533	10.81452586	10.10263141	9.337510741	8.055333055	9.945158708	9.838246661
Sel1l3	4.889486522	5.100886565	4.861346671	5.060410606	5.07335968	5.060154054	5.192182327	4.725500142
Selenbp1	6.889749335	7.868550551	6.930146737	6.729095001	6.794504895	7.548446129	6.21814956	6.671961342
Sell	6.635214585	6.452672028	9.79294258	7.760550972	12.0014768	11.2995331	10.05214664	9.616076567
Selp	6.272968746	5.681199049	5.284878068	5.516228467	5.587588519	5.503535315	5.885761034	5.303333626
Sema3d	4.486851643	4.611042508	4.804599149	4.551462697	4.729957843	4.779235202	4.823779926	4.566706796
Sema4b	7.842195903	8.508573379	7.874491455	7.624606373	7.170503466	8.024866689	7.318686055	7.287165668
Sema4f	5.490668532	6.193923494	6.074754456	5.907554884	6.049537111	6.177253415	6.254044085	5.62981646
Sema6d	5.150699119	5.17305679	5.465471718	5.16272431	5.305955933	5.301405957	5.497072611	5.098689886
Sema7a	5.543469075	6.443050174	7.403955044	5.865150921	6.188887491	6.342509708	5.872028408	5.717112668
Sepn1	7.485420924	8.131296918	7.287392258	7.345407613	7.061066014	7.970824135	7.291307018	7.192990072
Sepp1	9.200222247	8.149220067	8.443305091	8.891584851	8.239959098	8.343798351	8.476905752	8.404459022
Sepsecs	7.280145621	6.939670494	6.879442751	7.207795588	6.694235989	6.491799128	6.597473817	6.870325754
Sepx1	11.61696775	12.40073307	11.36376932	11.24506719	11.46917645	12.1955187	10.38767024	11.5446124
Serinc5	8.414033463	8.045143871	7.9331597	7.985262466	7.526803591	7.806170009	7.20139764	7.663603928
Serpina1a	4.448132278	4.812979044	4.850836086	4.61513572	4.43951676	4.810754986	5.042523962	4.438122486
Serpina1c	3.488197917	4.182734667	4.248436164	4.238552504	4.197287474	4.104347843	3.983335675	3.897422445
Serpina1e	5.745885377	6.142802107	6.553164895	6.032665112	5.855917461	6.289219689	6.569282973	5.764145484
Serpina3f	5.329389143	5.918292405	7.385589507	5.899229618	5.280969301	5.64356666	5.56682885	5.437675182
Serpina3n	5.131444066	5.225156654	5.400927241	5.079308414	5.357478109	5.230829367	5.604874904	5.146266639
Serpinb10-ps	9.931219092	8.44694584	9.228837125	9.835589271	9.944265642	8.287058517	9.047626722	10.34534412
Serpinb1a	7.375277543	8.737732273	6.503629126	5.988473379	5.145227052	7.796875881	5.879654311	5.525952966
Serpinb2	4.467983699	4.67627117	4.805170334	4.855273818	4.948743335	4.512439714	5.097810923	5.134483
Serpinb5	3.810648748	4.063937181	3.932801358	3.864384269	4.018144529	3.963335397	4.213281173	3.681404286
Serpinb6a	5.79573838	6.796821384	6.228882809	5.599138239	8.197300008	8.191995531	6.01325455	8.689456632
Serpinb6b	4.802562031	5.292855354	6.194904563	5.215959395	5.427937981	5.392921854	5.696661573	5.012299596
Serpinb8	8.534919131	5.859010414	7.115062036	9.009515976	6.218206726	5.506881173	6.801716765	6.338662943
Serpinb9	4.341788916	4.39514508	5.166763641	4.753321061	4.738281453	4.654939571	5.272790257	4.954805837
Serpinb9b	5.303650474	5.679317758	5.550218342	5.56746635	5.567308143	5.59556234	5.535273821	5.439226841
Serpine1	5.743164861	5.946247386	6.122527089	5.962797317	6.065210386	6.265887543	6.512854215	5.805394617
Serpine2	4.872369125	5.721880266	5.026959367	5.270097814	5.254960566	5.491056723	5.058701798	5.304439489
Serpinf1	5.960031288	7.7998588	6.04681043	6.316594101	5.859750942	8.141619778	6.577712052	5.856253204
Serping1	4.989340377	5.277395899	5.998397117	5.219522212	4.976102387	5.53153638	5.493386347	4.969719663
Serpini1	4.839805101	4.830992171	4.781863257	4.825653357	5.12689854	4.698703741	4.951741642	4.89832446
Sertad4	5.283826725	5.393601537	5.151500317	5.435743036	5.485534703	5.53851954	5.355608336	5.179171834
Sesn3	6.243713504	6.547268329	7.094532729	6.203950244	6.807260242	6.932908024	6.631348059	7.413634698
Sestd1	8.555253387	7.425418741	7.580133673	7.793460686	6.954548797	6.580358576	6.594831418	7.324814923
Setbp1	6.024581206	6.111583628	6.725013082	6.38808504	8.763277112	6.874833435	6.624921903	8.934452103
Setx	9.094370419	6.876648727	8.064977851	8.56996001	8.919358706	6.82483403	7.280150881	9.071238325
Sfmbt2	5.466739129	5.441035224	5.241316489	5.229316174	5.093264373	5.365237599	5.568501877	4.985296398
Sfpi1	11.71923319	11.07712243	11.20693427	11.65501569	11.79432373	11.51744467	11.56238359	11.81668331
Sfrp2	5.111003482	5.341842277	5.713907475	5.381464506	5.033616816	5.480616273	5.452849083	4.944131294
Sftpa1	5.983410166	6.31631593	6.212099128	6.249239263	6.259875995	6.535547039	6.310891751	6.004505437
Sftpc	5.074645292	5.480552727	5.280681701	5.456190661	5.438094867	5.387047698	5.491229397	5.223781634
Sfxn5	8.068565306	7.706139113	6.515088994	6.853202662	7.206951338	7.387865687	6.462751732	7.108416355
Sgce	4.562407294	4.76218579	4.729467573	4.783297743	4.760854316	4.696887799	5.072352376	4.699199577
Sgk1	7.890014533	7.693746898	8.442825754	8.275032974	9.211755453	8.480840006	8.099459592	9.243852795
Sgms2	8.654034721	8.104095317	6.791934725	6.941552779	6.006376575	6.337040842	5.915789768	6.247116719
Sgol1	5.037571113	6.623679121	5.082323645	4.978178847	4.9679202	5.59361372	5.415699522	4.89955366
Sgol2	5.227262306	6.610949032	5.573910711	5.536764744	5.748975048	6.189719811	5.739876449	5.62703595
Sgsh	8.142382292	8.490333325	7.859340965	7.816330904	8.425005622	8.996050199	8.012026947	8.255136237
Sh2b2	8.869251956	9.744425128	8.819652006	8.491166584	8.525382993	9.716989809	7.845242576	8.673578189
Sh2d1a	4.631948227	5.132112046	5.299143286	4.736096108	4.606516256	4.764546091	5.702916529	4.549612497
Sh2d1b1	6.867605755	6.869104792	6.54070668	6.568762289	9.354659869	9.261775725	6.631803482	9.799433461
Sh2d1b2	3.499182573	3.890997854	3.857476793	3.694527367	3.89452677	3.897472787	4.201214321	3.81764986
Sh2d2a	6.048090839	6.090625522	7.137018103	6.276371349	6.044390841	6.098557816	6.156533137	6.401815092
Sh2d4a	5.066189673	5.465183268	5.35965001	5.256455919	5.364223972	5.534211045	5.881547163	5.025811076
Sh2d5	7.061670367	7.716952038	7.346136352	7.267275163	7.138322492	8.269211477	7.622110405	7.027956407
Sh3bgrl2	4.757665131	5.149362349	5.197556149	5.586341419	4.969030733	5.092984009	5.679344972	5.67907637
Sh3bp1	9.617529237	9.271644404	10.21682078	9.75671476	9.332967005	9.058863753	9.743323009	9.324130985
Sh3bp2	10.1710792	9.62595548	9.769336752	10.12433119	10.48879947	10.05890694	9.614350414	10.48719502
Sh3bp4	6.768935478	7.181678705	7.541787911	6.880461872	7.104281614	7.08953346	7.630054118	6.880041654
Sh3bp5	8.803290011	8.568641715	7.839751152	8.16169877	8.950162036	8.293926955	7.584392824	8.909308569
Sh3kbp1	9.615372951	8.339526399	9.049268996	9.15616897	9.571840795	8.249987577	8.389743825	9.611222186
Sh3pxd2b	6.937954019	7.195559223	6.358293101	7.125798483	6.058343557	6.778559918	7.058289434	5.787431942
Sh3tc1	9.104560666	8.956860701	8.456088784	8.718162837	8.601421306	8.626455199	8.776261281	8.525121497
Shank3	5.795427564	5.964176034	6.306329084	6.086107911	6.095362208	6.199077479	6.43874196	5.871156135
Shcbp1	4.125094501	6.844132024	4.753754274	4.18218112	4.267648153	5.367619182	4.69954608	4.298857699
Shfm1	9.66137569	10.480755	11.26153544	10.5767203	10.23695893	9.475542815	10.58221835	10.61745395
Shmt1	6.503837926	7.513727859	6.625988833	6.538554718	6.495161887	7.650670032	6.557440726	6.556431868
Shmt2	6.483758821	9.278141294	7.261683125	6.789624931	6.171869325	9.073010507	7.231249506	6.418974512
Siae	7.672990287	8.013332724	7.142125442	7.248548118	7.375942137	7.790821335	6.875410866	7.595549013
Sidt1	5.740789075	6.243740158	7.058630734	5.938367351	6.347307773	6.166984519	6.411190636	5.903805221
Siglec1	8.601823271	7.555466225	8.461950719	8.845268925	6.640624543	6.645467742	7.870783903	6.541906931
Siglec5	6.357548486	6.748824813	6.681201393	6.426025963	6.778325554	6.804748849	6.722475588	6.435952897
Siglece	9.650393835	8.784186156	7.936450082	8.326329259	8.014515143	6.923030694	7.977589612	8.409008062
Siglecg	6.541297998	7.223750427	7.083581088	7.07519067	6.54777678	6.916762448	8.092451395	6.257063813
Siglech	5.765532978	5.961955104	6.085768802	6.065721651	5.979491505	6.542915265	5.862412955	5.927580296
Sik1	10.08601345	9.346641524	10.90105498	10.34943509	11.58218842	10.35209862	10.10172964	11.41300908
Sike1	8.342519634	7.957638768	7.768477246	8.274923056	8.011823502	7.385204951	7.525451903	8.175516717
Sirpa	12.04308296	11.63037701	11.79471998	11.60590765	11.89663427	12.02408885	11.17913228	11.92898055
Sirpb1a	11.21283075	9.551676671	11.1943648	11.17292543	11.26714901	10.2316452	10.32513689	11.4914888
Sirpb1b	11.38839953	9.622048097	10.75838674	11.08056647	11.15433716	10.22225797	9.950031795	11.33641424
Sit1	5.27734754	5.587158934	6.102394985	5.52857757	5.876661823	5.805914084	5.784106088	5.534854717
Siva1	6.778164763	8.039368184	7.407991975	7.06679314	7.28427259	7.56757739	7.06931066	6.942094773
Skap1	5.699159221	6.010677659	6.882678912	5.818277949	5.604376796	5.916747323	5.650975607	5.756950683
Ski	8.703245273	8.70355018	8.428011148	8.558431811	8.47989119	8.453325514	8.651407656	8.410835454
Skp1a	7.168461527	7.822577416	7.363145665	6.664984322	6.658796298	7.351278201	6.724939437	7.274854834
Slamf1	4.711270959	4.7583014	5.639473364	5.23372448	4.94603367	4.770635264	5.505490831	5.217174869
Slamf6	5.560816836	5.296699672	7.265693489	5.252112845	5.159881426	5.268405697	4.760960737	4.670166181
Slamf8	7.338342697	7.627820328	9.066983868	8.672003669	6.813129587	7.2065309	8.551482565	7.079097524
Slamf9	6.066355454	7.178038676	6.800312782	7.259610207	8.081639483	9.632527245	8.427408182	8.429912841
Slc11a1	9.751764854	9.33302964	9.541948167	10.07115596	10.57687525	10.2644738	9.262785482	10.74500907
Slc12a2	6.38064865	6.217595868	8.407028216	8.966446041	11.25541393	8.522829184	8.61645842	11.42135158
Slc12a7	7.295756692	6.93422397	7.068200367	7.455021112	6.558476583	6.884722861	7.04683098	6.615969444
Slc13a3	5.878625628	6.227963079	6.032477047	6.316847485	6.106240474	6.011777388	6.293224243	5.759206977
Slc14a1	6.826116673	7.016550919	6.790405845	6.927146237	6.12806755	7.093799239	7.031959741	6.503084726
Slc15a1	4.501449761	5.004836934	4.707605773	4.760485328	4.860051517	4.780511334	4.958722059	4.494953161
Slc15a3	10.01767527	9.593041721	10.24409953	9.615678002	9.593833668	8.805488517	8.921568435	9.677985327
Slc16a1	6.33976332	7.715948038	6.102714814	5.919354385	5.209283742	7.462765363	6.404439095	5.616184761
Slc16a3	9.155337892	9.665445477	9.538732274	9.330429102	10.40558819	10.02606599	8.736971455	10.46713572
Slc16a5	5.269895912	5.247265494	5.323031335	4.957656178	5.400187801	5.237952433	5.323798778	5.230362894
Slc16a9	5.793291599	6.351885055	6.029177513	6.015412822	5.918157217	6.466899516	6.276471541	5.826833693
Slc17a9	6.302015563	6.880212058	6.44876883	6.332847543	6.342478299	6.424366754	6.308351773	6.095682263
Slc18a1	5.256216867	5.382362913	5.304657056	5.320109153	5.642381001	5.441753473	5.425259551	5.359320157
Slc18a2	5.617527706	5.27555342	5.360274134	5.558346217	5.712572396	5.381267219	5.169588333	5.598799306
Slc19a1	6.942662677	8.017541703	7.151049698	6.964197602	6.905986223	8.023223373	6.841077444	6.910526411
Slc1a3	5.413240902	5.808832069	5.705825886	5.596817894	5.770633503	5.845984246	5.932135601	5.366188606
Slc22a23	5.984529351	6.160920188	6.056480207	6.135723649	6.092511915	6.134977964	6.435561091	6.020345291
Slc22a3	5.89667308	5.956037286	5.860583788	6.061524208	6.143983128	6.142533249	6.342082671	5.864442216
Slc24a5	5.259381721	5.26586817	5.337877566	5.460938011	5.578094882	5.292598947	5.698646333	5.403245223
Slc24a6	9.526430575	9.974605168	9.47701366	9.348343974	9.767653391	9.899249812	8.817015292	9.819595798
Slc25a21	3.851225996	4.04211315	4.113542154	4.064831129	3.825882279	3.860830404	4.174170691	3.817175032
Slc25a23	5.999720451	6.38000441	6.101131774	6.29526507	5.888136824	6.626883461	5.897834568	5.900241786
Slc25a26	6.783404704	6.995634886	6.70896568	6.779953493	6.712975387	6.725440791	6.739621989	6.634015262
Slc25a5	9.868758159	11.07299714	10.64421886	10.27746712	9.834917458	10.54914682	9.815833567	10.20180422
Slc26a10	6.996232808	6.898193838	6.988885741	7.083589242	7.444720895	7.201441424	7.101580221	7.246217856
Slc26a11	6.975228923	6.807183592	6.769241473	6.794856406	6.963905827	6.85715411	7.082610523	6.857299783
Slc27a2	4.508851173	4.928056007	4.870243051	4.856819739	5.071224218	5.1663258	5.396495184	4.717092922
Slc27a3	5.690286714	6.387898994	5.671652869	5.76769805	5.523591751	6.073522497	6.284863882	5.609357835
Slc27a6	4.87954731	4.94258957	4.893124331	4.945894815	5.17395091	4.864884413	5.122558839	4.795045836
Slc29a1	7.985357353	9.292684753	8.56160732	8.39748383	9.461153627	10.04467443	8.484843432	9.668973883
Slc2a5	5.468532272	5.616924202	5.649954539	5.248501946	5.669188379	5.764359426	5.683972898	5.37787753
Slc30a4	4.644108159	4.664731233	4.706003697	5.271735667	4.157609679	4.625932839	5.339527587	4.141619165
Slc33a1	8.14142104	7.821567579	7.431637723	7.671001511	7.404095023	7.286270041	7.083388907	7.615693927
Slc34a2	4.628905768	4.741851654	5.03364618	4.88982233	5.042370742	4.972015562	4.986711276	4.775792248
Slc35d1	6.553284721	6.356001154	5.988402936	6.164691763	6.416677632	6.079956183	5.680773019	6.521868305
Slc35d3	5.641718456	5.793349698	5.740150432	5.510969301	5.839920548	6.097322847	5.628705074	5.678581267
Slc35f2	5.270948733	5.057750622	5.434859485	5.164472545	5.255561159	5.869957748	5.574136333	5.01736966
Slc36a2	5.505908921	6.1436043	5.947622523	5.559474478	5.585045153	6.011811671	5.876236975	5.726207803
Slc37a2	7.001383797	7.372481451	6.918026789	7.129603809	6.301974423	6.436849213	7.14376023	5.986743126
Slc38a5	5.651312932	5.929174755	5.933075288	5.979324963	6.071741221	5.983341756	6.213993628	5.760973507
Slc39a2	6.925069752	6.564588521	6.858855467	6.872167988	7.137170477	6.656262767	6.794196196	6.952501545
Slc39a4	5.730820168	6.092153866	6.026791946	5.985549764	6.093161884	6.01843982	5.906126967	5.867501151
Slc40a1	4.649770641	8.437156148	5.282543592	5.083004822	5.007881695	6.313000302	5.719088956	4.904095794
Slc41a2	5.502516252	5.788090554	5.801837239	5.753235472	5.139528842	5.695071426	5.18420292	5.231576026
Slc43a1	5.488557854	6.640503803	5.802675758	5.824685552	5.977521497	7.156535496	5.941937312	5.569623544
Slc43a3	6.426835569	9.239005419	6.586784255	6.191349452	5.982684474	8.728495376	6.861990092	6.160207456
Slc44a1	7.521478999	6.733520204	6.540384323	7.620668757	6.885559113	6.615675243	7.132801989	7.321598762
Slc44a5	4.463635534	4.857297626	4.783140561	4.45868166	4.578292676	4.726415275	4.807040586	4.526385619
Slc45a3	6.281781694	6.179258902	6.140899966	6.269422826	6.365886717	6.236867594	5.992870376	6.140339401
Slc46a1	6.147084823	6.50248708	6.187249126	6.328897485	6.192966408	6.489050479	6.796269383	6.046206841
Slc46a3	8.599427524	9.130930269	10.29601181	9.471712602	10.38119413	10.05416826	9.710067164	10.50275311
Slc4a1	6.019185939	6.681371956	6.38224358	7.049111588	6.214731954	6.871462147	7.112564092	7.506308375
Slc4a8	6.146836444	6.982890929	6.868277262	6.283210618	6.382945598	6.86585161	6.312418315	6.177973586
Slc6a12	5.908115565	6.573982894	6.240641888	6.082444293	7.279621259	7.567483083	5.931970197	7.313235692
Slc6a15	3.833730076	4.439432538	4.064943192	3.960644531	4.102229794	4.213562439	4.576754909	4.003791106
Slc6a19	4.797194601	5.055928792	4.750268836	4.957131456	5.121228887	4.958769997	5.294561937	4.783454559
Slc6a4	5.551079144	5.745399595	5.755374552	5.814747794	5.583415283	5.749243733	6.404408439	6.010981641
Slc7a11	5.351789672	5.258270163	6.17544476	5.545302245	4.990709854	4.782995589	5.426217782	5.221877081
Slc7a2	5.323975269	5.732602063	5.450269893	5.289996722	5.417040665	5.574049016	5.726817596	5.117987541
Slc7a5	7.819297117	8.865649665	7.571981889	8.035793973	6.855931161	8.778930006	8.41687098	7.053377906
Slc7a8	7.998897646	7.093694676	6.977220764	8.63963784	6.743069241	6.761628794	7.241480799	6.915649724
Slc8a2	5.234068232	5.904802788	5.73934948	5.733184389	5.604745946	5.809782274	6.041641631	5.415580887
Slc9a4	5.781533701	5.833059584	5.797020762	5.990350586	5.959138374	6.082078058	6.269678399	5.778562897
Slc9a7	7.753755165	6.965857379	7.662601921	7.4737861	6.219604168	6.773122939	7.369449034	6.551661818
Slc9a9	9.234940903	8.353198738	8.002972307	8.676969974	8.039321023	8.27513031	8.23656126	8.30227929
Slco2b1	5.297236668	5.416035769	5.693559439	5.394229444	5.443956343	5.61225026	5.660194182	5.332187324
Slco3a1	7.603882966	7.180286131	7.587372243	7.609658202	7.112335243	7.521210958	7.34322703	7.189931275
Slco4a1	6.188078435	7.149380303	6.279535059	6.204786962	6.457900402	7.083443869	6.080645939	6.255742799
Slco4c1	3.815927179	4.336152444	3.818840338	3.653774689	3.773922501	3.714025662	4.154733063	3.811265504
Slco5a1	5.02487666	5.323617463	5.359275172	5.152298365	5.357407728	5.318994038	5.547840002	4.958192156
Slfn1	10.87096279	9.798156172	9.472453586	10.32279743	7.626664358	7.734241515	8.969267647	8.071813501
Slfn3	10.10967837	10.59506256	10.54902713	9.578386593	9.625803711	10.43053378	10.22897347	10.44512674
Slfn4	9.312690432	7.722460332	8.1515152	8.166578713	5.703950625	5.796576125	6.060231169	5.920467195
Slfn5	11.6104002	8.109540432	10.04377519	10.91563709	7.152090611	6.035626109	9.461748111	7.657379622
Slit2	4.852050456	4.865126995	4.98477465	4.914039841	5.057972234	5.227286697	5.069008231	4.932419343
Slpi	6.986324083	8.211474322	7.142902151	6.226352461	6.200721107	7.149424679	6.69972513	5.937888125
Smad3	8.980909762	8.648622906	8.765555852	9.254891299	9.820783523	9.496392907	8.737256809	9.721184996
Smad7	7.236181659	6.903130686	7.610618375	7.684873193	6.869232932	6.939959181	7.853196319	7.06932817
Smagp	7.263618817	7.753458348	7.802010929	8.063182931	10.00005861	10.2734796	8.27646084	10.04422197
Smarca4	9.323139975	9.378991864	9.135757674	9.275854068	9.287862181	9.327758835	9.001361324	9.266178185
Smc2	5.590997159	6.588503774	5.828106011	5.589383991	6.264376915	5.245649041	5.008800593	6.641888455
Smc4	7.823910033	6.993495485	7.211189079	7.321075751	7.795167886	5.695897333	5.616492973	8.212690045
Smo	6.514493672	7.071248892	6.59177764	6.637733885	6.295416309	7.231856691	6.891669498	6.194300241
Smoc1	5.408711861	5.874879736	5.830793631	5.70026307	5.688423772	5.707209102	5.954129991	5.54737826
Smox	9.178364414	8.33180149	8.252809222	8.645236189	7.161411071	7.772082712	7.691357237	7.623136289
Smpdl3a	11.7514535	11.0529938	10.53326892	10.77567694	11.63901514	11.2915023	9.87228303	11.7124689
Smpdl3b	8.08888468	7.747257591	8.623517814	8.555837113	10.64151835	10.16647235	7.857562739	10.74500102
Smtn	6.694123369	7.86580646	7.013026334	6.96565963	7.182228968	7.556433503	7.123550326	7.100169479
Smtnl2	6.089594192	6.0941516	6.167796124	6.100569835	6.429638558	6.336935548	6.63765299	6.091203055
Smurf2	8.680939767	7.60304742	8.229099027	8.541685967	9.360415747	7.358896135	7.408921984	9.514318999
Smyd1	5.196698836	5.466358479	5.347405816	5.163026344	5.399888844	5.230939496	5.450031742	5.187986225
Smyd2	6.060249906	7.805020893	6.262074168	6.12921088	5.535339149	7.603262597	6.109940321	5.572373722
Smyd5	6.741347881	8.152226018	6.634605368	7.033649116	6.768106232	8.166598127	6.88563842	6.928709755
Snai3	5.914723964	5.709989019	6.119720679	6.059523288	6.081750781	6.06792405	6.447135311	5.782085076
Sned1	6.139604557	6.242347173	6.325791744	6.302975171	6.468825212	6.445305701	6.425742102	6.322895098
Snhg8	8.417462963	9.156705286	8.775471354	8.0485964	7.819727252	9.167494753	8.066035896	8.438763165
Snn	6.435209636	6.325144722	6.733770998	6.673447125	6.846655654	6.659580679	6.521963914	6.538542509
Snora16a	6.995446831	8.871264479	7.318229156	6.388299193	6.488446722	8.397838036	6.870746305	7.12016342
Snora34	6.854305321	7.102765196	6.237315778	6.004605508	5.401241345	6.650833476	5.673882859	6.679726955
Snora44	6.947212614	7.532148614	7.095316138	6.674701684	7.141293301	7.409521904	6.264395683	7.185374796
Snora52	10.43320453	11.10405392	10.00883896	10.32391104	9.899581316	11.16333999	10.17971543	10.38265346
Snora61	8.508589357	9.672200375	8.978107137	8.512289579	8.743465319	9.608659324	8.480285119	9.134285792
Snora65	7.402900923	7.553507705	7.983227922	7.452185495	7.593603636	7.579455737	7.589456777	7.631888876
Snora69	6.317500047	7.526499239	5.743492528	5.63768559	5.690884974	7.39610496	6.317077906	6.527119768
Snora73a	7.867786528	8.478711115	8.16135245	7.690980858	7.900520278	8.597300614	8.197577445	7.962324712
Snora73b	8.290909386	8.871791296	8.576052072	8.137600179	8.292548949	8.980851703	8.480571307	8.531071287
Snora74a	7.395481868	7.722540707	7.748484714	7.424528003	7.394340929	7.801843274	7.209643438	7.748621837
Snord104	9.405791806	10.45216771	9.494600749	9.113860216	9.413119723	10.52101516	8.522050647	10.25975101
Snord115	3.212040098	3.403304085	3.240248173	3.17515197	3.109402352	3.292178046	4.095266198	3.373909863
Snord118	6.016198402	5.857199738	7.244394917	5.731348903	5.242924466	5.018154917	5.920088412	7.500416157
Snord14e	10.48084687	9.215917991	10.15847362	10.4700373	10.8503386	9.474412923	10.16086512	10.56957505
Snord15a	8.416526482	8.742610352	7.927022152	7.590808334	7.63370801	8.675021624	6.938637482	8.66763167
Snord15b	10.62650049	10.59262098	10.99505128	9.934783866	10.67347582	11.32478631	9.896361848	11.33635897
Snord16a	9.03805174	9.788740733	8.706139689	7.997634145	8.17630432	10.05895433	6.635007026	9.423472705
Snord1c	7.338246117	8.672455398	5.93128199	6.003291898	5.297611469	7.946883472	5.136304195	7.042610852
Snord22	8.464317569	9.908999046	8.795711111	7.542049061	7.449651334	9.894099672	7.244524628	9.042284439
Snord34	9.56641695	10.52459398	10.49001422	9.275799064	9.989923438	10.66830924	8.520866147	10.61386026
Snord35a	7.306187189	10.18251747	7.101423867	7.096870088	7.489504402	9.750263029	6.823974764	8.093471653
Snord35b	7.8791611	9.593736768	7.376640861	7.387642854	7.702129733	9.697743244	6.778166515	8.653371774
Snord47	7.970923618	9.234367192	9.2490884	7.105751401	7.386623874	9.217499904	6.198569783	8.734699257
Snord49b	8.058731557	10.36729829	8.881007272	7.644106476	7.71931523	10.6482878	7.730778513	8.730499347
Snord52	5.20084696	6.066948092	4.837645592	5.259734477	4.786483974	6.055202886	4.999472418	4.725120544
Snord55	9.460133464	10.11751558	9.775727908	8.840926748	9.336544049	10.19339603	8.544789058	10.13079715
Snord61	8.157369843	9.506428917	8.58557802	6.940653049	7.220671432	10.08650435	5.594685886	8.864918885
Snord68	7.220280613	7.622762739	7.111657346	6.734415633	6.323708724	7.802996861	6.727893234	7.258817948
Snord8	8.376707416	8.014907023	7.892210273	8.126188555	8.437854628	8.456335111	7.669664963	8.927191937
Snord82	8.793302114	9.169727619	9.366133996	7.254235302	7.78809186	8.759872763	6.199270886	9.07848826
Snord87	6.090550015	7.138578655	6.278149582	5.739916492	5.48374485	6.654886122	5.809737265	6.183586158
Snrpa1	7.270995127	7.726365998	7.251731399	7.028696222	7.216322444	7.184339149	7.012320605	7.337392836
Snrpe	8.261376138	9.494432745	9.892499861	8.923174739	8.805287941	9.372496107	9.148977435	9.323148234
Snrpn	4.852752958	5.06435548	5.161460452	5.036545826	4.928806145	5.36289298	5.493889065	4.836476597
Sntb1	7.797008004	7.218506084	7.147848693	6.855947767	6.59498589	6.671000331	6.575938533	6.462734885
Sntb2	7.662243485	6.84313256	7.047010092	6.99315956	7.145034416	6.675325731	6.86004717	7.227163258
Snx21	7.039049904	7.262277168	7.210939485	7.478577382	7.224897893	7.291153505	7.933590046	7.213051324
Snx22	5.602006453	6.035167131	6.053526269	5.797871593	6.030286413	6.087798017	6.494372406	5.578513085
Snx24	5.193769115	5.383778009	5.261253733	5.370828037	4.941848131	5.31448506	5.556683842	4.67793101
