	B.FO.LN	B.FO.MLN	B.FO.PC	B.FO.SP	B.FRE.BM	B.FRE.FL	B.FRF.BM	B.GC.SP	B.MZ.SP	B.T1.SP	B.T2.SP	B.T3.SP	B1A.PC	B1A.SP	B1B.PC	MLP.BM	MLP.FL	PREB.FRC.BM	PREB.FRD.BM	PREB.FRD.FL	PROB.CLP.BM	PROB.CLP.FL	PROB.FRA.BM	PROB.FRA.FL	PROB.FRBC.BM	PROB.FRBC.FL
Igfbp3	6.066070887	6.012807762	6.065241987	5.691002734	5.819972119	5.680683486	6.055995291	5.645487436	5.822284016	5.732913148	5.491125153	5.715282969	5.623153803	5.652385627	5.541074926	5.518007093	5.785729265	5.665167238	5.771096774	5.619335728	5.659692461	5.601866841	6.073926247	5.565531173	5.672275407	5.768782456
Igfbp4	6.364921683	6.589104298	6.719000856	6.071274281	6.499766178	6.872170451	6.340369398	6.04052426	6.036868137	6.206435499	6.137830006	6.28561121	6.258128173	6.44392541	6.028414443	11.63133417	11.03109655	8.129207102	7.187631182	8.281138742	10.70541962	10.8968196	10.21308407	10.49757953	9.470043098	10.19520568
Igfbp6	5.566656875	5.288819944	5.537383049	5.232079981	5.228444183	5.145786129	5.366101859	5.124590068	5.288831015	5.370750169	5.220231914	5.178638959	5.41465987	5.056951236	5.199600372	4.868355879	4.949439995	5.003087968	5.285839893	4.880918936	5.204162894	4.821861551	5.355627715	4.870024351	5.085867923	5.060920694
Igfbpl1	5.912828275	5.904010347	5.922629197	5.467258827	5.918856878	5.775860886	5.793255178	5.559036948	5.833717428	5.625531569	5.548660616	5.491551702	5.747563742	5.764818083	5.697009242	5.709636654	5.679028688	5.658348604	5.937039875	5.531185968	5.751102145	5.572469326	6.003204744	5.657598088	5.686341775	5.93096279
Igh-6	9.784960642	9.182365383	8.118402816	8.757994298	8.548961356	6.561766027	8.241884346	8.290175399	9.136065748	8.787118547	8.665706967	8.884604535	7.544635041	8.95078221	8.904840212	4.899672317	4.037847816	7.57967974	8.305386146	6.233305221	5.696490025	4.677295872	5.060874231	4.476303912	6.930358482	3.29717674
Ighg	7.232173861	6.749479294	6.877451838	7.214958234	7.330690749	8.838769969	7.433098828	7.801447977	6.667339611	8.489024647	8.237072896	6.734932216	8.104345222	8.589244401	8.713447349	3.739067692	3.777507388	6.743782429	6.868287141	8.116199598	3.792751258	3.696550301	4.196646384	3.695941863	5.692124001	4.078262553
IghmAC38.205.12	12.2760622	11.76807157	10.92420621	11.50864123	11.4274837	11.086175	11.38993223	10.88322434	11.351648	12.01359776	11.54027429	11.55833061	10.67209183	11.44892181	11.07714682	8.217450788	5.773215709	10.33991983	10.97590126	10.23441302	9.584592637	7.820557886	9.219284645	7.833742302	9.712579617	6.860123133
Ighv1-72	11.74382724	11.30157915	10.82343993	11.17934892	11.20838476	10.31546332	10.88711417	10.97284195	10.97283525	11.66320268	11.28146315	11.30380753	10.38015828	11.16648781	11.10081814	6.813552907	5.9310424	10.0725225	10.74545568	9.668956822	8.086846912	7.121188127	8.005964974	7.325835208	9.473178288	6.637328155
Igj	4.036762661	4.40527991	4.029976978	3.890294276	5.039647284	3.99471548	7.614521153	11.00402552	5.135804351	6.878846297	3.971761187	4.098060164	5.684928113	8.69854349	5.584913408	3.94641974	3.870025996	4.997861424	4.62068806	4.056560408	6.024366964	4.033637371	5.813332283	6.469713442	4.863330594	4.020748127
Igk-V1	9.809527874	9.646095077	9.647292621	10.05177249	10.08321146	9.896002095	9.995283722	10.51633459	9.960692069	10.67137031	10.08180194	9.38743564	9.717511869	10.07409489	10.97166962	2.801127608	2.666483931	5.132700215	7.563125074	6.450195647	3.088497816	2.681554212	5.951914117	2.623890267	7.529992686	2.786254814
Igk-V19-14	11.42857099	11.13379124	10.91328939	11.63740071	10.97421232	10.48895826	10.93797211	11.34796466	11.1492654	11.31651649	11.28656109	10.85242612	9.685659994	10.76483317	10.76981887	4.459905335	4.330505816	5.122519497	8.642387139	7.520699864	5.815725702	4.248896578	4.811025257	4.436745961	7.444621794	4.540225701
Igk-V19-20	8.20358782	8.434113741	7.821661325	8.691735262	8.641746751	7.723414075	8.153949531	7.862135814	8.213064515	8.680833135	8.483706295	8.069392658	8.101248933	8.712090859	8.553767766	4.620693436	4.504436072	5.073958728	7.126515542	5.404401343	4.728872863	4.646068549	4.938986736	4.722917707	5.739126215	4.799904119
Igk-V21-2	8.938088737	9.074551818	9.21756687	8.78206657	9.224833196	8.556264372	9.430169351	8.559579251	8.424130869	9.383209415	8.754476454	9.071842115	8.477843517	8.864571018	8.522377912	6.602990158	6.629723319	7.085261761	8.012467738	6.871646956	6.65975905	6.323369469	6.953918798	6.173747083	7.221725343	6.584446946
Igk-V28	10.10258524	10.21772131	9.421162133	10.12365434	9.934376043	9.560544796	9.693826799	10.24415957	9.931209437	9.987248093	9.900424324	9.803480371	9.623968464	9.931810608	9.726587331	4.69393712	4.55668895	5.780107086	8.256524168	7.337147615	5.772483937	4.56607028	5.495791883	4.552479543	6.825053751	5.297332059
Igkv4-71	11.15940425	11.044917	10.30829409	10.93117496	10.54957577	11.03457372	10.83749853	10.43050542	10.62640239	11.2880688	10.97921765	10.75374397	10.34172833	11.19820787	10.58253496	5.000640054	4.570313148	6.390429234	8.996606995	8.792232193	6.389998661	4.67768676	6.702959458	4.493506439	7.76869756	5.209836734
Igll1	6.500054704	6.449097459	6.709133912	6.49776031	6.700394865	7.585418281	6.6615672	6.175866539	6.257544362	6.530798546	6.454213737	6.399994198	6.410479619	6.288613263	6.411117742	6.300473829	6.301818688	10.9707691	9.040450194	11.69745354	6.577735966	7.334718429	8.886916048	9.526018065	11.71120193	11.84412185
Igl-V1	10.67186557	10.64750753	9.866575448	10.37536777	10.9930309	9.996765765	9.851583476	10.26531569	10.81483627	11.05789646	10.39215533	11.06940855	10.91269579	11.66354712	11.34922735	4.899388345	4.66967878	6.729886261	10.58459527	9.038240361	5.705765996	4.845187262	5.729789983	4.935730031	8.691951797	5.104031872
Igl-V2	10.20155086	10.45321788	9.288335643	9.975000201	10.27109807	8.288989234	9.636015334	9.051016841	10.49415896	10.29873307	10.0250606	10.32939004	10.65826404	11.45198078	10.65766683	4.551523708	4.292843087	6.005438166	9.699605997	7.660413126	5.12992865	4.535665228	5.45318584	4.353151532	7.494870515	4.692430918
Igsf5	6.237634459	6.001111649	6.154913273	6.029234948	5.89645835	5.952582071	6.090375698	5.84148845	5.9918045	6.077557059	5.967253931	6.003734897	5.827921466	5.817017318	5.839941117	5.632187498	5.866758823	5.726994655	5.99421463	5.896057059	5.913652187	5.91757815	6.132709981	6.155370783	5.99365172	6.030770852
Igsf6	5.621163959	5.749629014	6.139929882	5.885472682	6.185900234	6.298948463	6.048430927	5.834483691	5.838137438	5.906052788	5.762138828	6.047648169	5.692461606	5.852576532	5.625660144	8.59621902	8.699497035	6.543648476	6.088090701	6.083683551	8.845952894	8.20817582	8.847269349	6.401125271	6.435986335	6.025506512
Iigp1	4.373756079	4.325626268	4.446406227	4.272568204	4.612496014	4.346046795	4.446805408	4.285224645	4.347299503	4.591523843	4.018574832	4.635050088	4.500022294	4.392534956	4.48123435	5.442601022	4.060618121	4.463648611	4.395883111	4.415262903	6.10368786	4.229480255	5.47912383	4.069997113	5.401406336	4.220249975
Ikbke	6.520232863	6.775982442	6.911739112	6.694569154	6.071130522	6.138019851	6.833473723	6.543617546	7.814387423	6.366701054	6.397539447	6.565114775	7.915317525	7.535938242	7.667659887	7.740039765	7.874673212	6.643900913	6.143957286	6.489914843	7.534969176	7.671761833	7.363283236	7.557549476	6.851692831	6.565137629
Ikzf2	5.786178129	5.992768431	6.017288735	5.715516361	5.769681832	5.976611854	5.879695965	5.675421714	5.828310846	6.000359126	5.880607985	5.828507189	5.795215409	5.891880487	5.639170409	8.306619743	8.725140704	5.809260082	5.917524049	6.402356091	7.372837787	8.025607462	6.804528272	7.035503313	5.849657388	6.030828959
Ikzf3	11.75556699	11.52916167	11.22418021	11.48783444	11.73528751	11.71344481	11.45768616	10.94337373	10.90527849	11.79176918	11.74304765	11.6049424	10.75711973	10.97050622	11.09416218	5.019163694	5.120808102	10.17559966	11.06342247	10.56107584	5.765761034	4.879506467	5.998885426	4.895297774	9.449742388	7.15871167
Ikzf4	6.050540877	5.951568369	6.077035725	5.601669778	6.059072572	5.629698552	5.917639408	5.616936941	5.766671128	5.776635686	5.720796487	5.743713324	5.796500851	5.65745899	5.755870337	5.598942787	5.525537513	5.515994128	5.741664725	5.380472032	5.697927613	5.250610455	5.868375018	5.426110412	5.515885879	5.476088928
Il10	4.240615813	4.050620684	4.259387998	3.981992655	4.336864158	4.127314113	4.038149346	4.227060738	4.172292818	4.014036841	4.003125457	4.057935421	4.23689565	5.052352128	4.063773278	4.026319819	4.159623804	4.021962321	4.442625073	3.957973394	4.026292519	4.190475272	4.214085939	4.026525656	4.07018894	3.983951252
Il10ra	9.981980053	9.677262921	9.572228345	9.96149923	9.528498781	9.06947313	9.68367055	7.956358344	9.556804143	9.941239904	9.941378082	9.740568	9.013576245	8.664643838	9.98097586	7.822747035	6.779300437	6.949267613	8.844098224	8.342702885	7.852951827	7.60309392	8.278093735	8.427423757	8.133835944	8.135299374
Il12a	7.378228952	7.589761989	8.103159796	7.415516158	8.059291457	7.918955837	7.45914797	6.026767606	6.887803466	7.510342208	8.100837169	8.513201341	6.762233193	7.020676464	7.202392579	9.49178116	8.56712456	8.033935379	9.173142095	9.415049897	9.785433232	9.273273275	9.199778458	9.460018004	8.774221838	8.245971114
Il12b	5.752134406	5.668170195	5.98889975	5.816095341	6.071706188	5.566060129	6.035075464	5.704724442	5.709775864	5.779796384	5.916932789	5.665372872	5.622482367	5.699359605	5.594095646	5.553620079	5.445373578	5.524946488	5.657244601	5.563417475	5.677314667	5.545235307	5.929203363	5.453960877	5.580229921	5.637787974
Il12rb1	6.80518216	6.872690884	6.518653156	6.500836569	6.863830278	6.563522217	6.52428678	6.85331829	6.825779269	6.736596308	6.482675678	6.465754671	6.874251467	7.03072065	6.807946477	7.047674159	6.67363745	6.178735885	6.255887163	6.399863216	7.020265496	6.624301742	6.927378574	6.700522486	6.481957615	6.337812168
Il12rb2	5.174394433	5.18560097	5.336655917	5.150741085	5.297700111	5.257350125	5.478351679	5.207787456	4.974972821	5.286008763	5.429035645	5.273185141	5.060190089	5.167048099	5.163748284	7.169007747	7.770961595	5.09763046	5.355141982	4.985429083	6.393942402	7.33182761	5.749416943	6.730233716	5.015672995	5.303274194
Il13	6.608254083	6.260599683	6.619098964	6.23904728	6.305329748	6.194066691	6.370984342	6.090003	6.266695354	6.393792568	6.330909112	6.258614398	6.239561616	6.159755648	6.087619832	5.967148429	5.82972189	6.242681256	6.24700402	5.949060182	6.055932406	5.80268265	6.2854799	5.86596664	6.222137351	6.025367717
Il13ra1	5.044131787	4.915133644	4.937112086	4.773009935	4.993561151	4.78380934	4.949496025	4.685220677	4.746549254	4.921959917	4.716612343	4.715951926	4.592215821	4.833384327	4.672331045	4.875367244	5.094359949	4.658775119	4.933007598	4.708573522	5.626100326	5.273785655	5.696091214	5.165751184	4.641025733	4.720039456
Il15	4.503523655	4.289138519	4.737762463	4.408007549	5.769926859	4.695628269	4.3129628	4.538058013	4.78413925	4.973507194	4.582246879	4.61747873	4.740499472	5.035781512	4.203571834	7.284108994	7.608838067	4.486214512	5.75671287	5.774520894	6.101666183	6.35544507	5.833661776	4.909310689	5.580668105	4.213624647
Il15ra	6.501367486	6.751179825	6.994871959	6.679868051	6.784710305	6.631680547	6.812199558	6.356069255	7.037217837	6.762653997	6.817764365	6.849823748	7.185774062	7.065280409	7.229797467	7.141908386	6.879015454	6.707487979	7.174632454	6.840367135	6.840454002	6.402730134	6.734578891	6.25490956	6.678962983	6.3226042
Il17rb	5.752970651	5.662315654	5.832729706	5.655899414	5.72376878	5.432081946	5.704709689	5.574322559	5.538338465	5.612772191	5.673612013	5.63705374	5.799200444	5.718044189	5.566309818	6.83020461	5.467120766	5.382533535	5.794596084	5.35142692	7.250005901	5.758461312	7.422424554	6.508704361	5.604596222	5.37628691
Il17re	6.116357478	5.981092299	6.206591784	5.902669352	5.943433784	5.779692219	6.076774987	5.80059192	5.912415144	6.073471797	5.967585951	5.85830598	6.065934864	5.831584671	5.934626579	7.392276417	6.451609516	5.780373972	5.909847493	5.788230665	7.151630537	6.152531609	6.548869291	6.054564887	5.730297581	5.670220956
Il18	4.965883539	5.173872314	4.583603323	5.267796698	6.703449589	6.087124051	4.909011401	4.139114726	5.339049471	7.102891844	6.120890334	5.557656176	7.727890512	5.537899135	7.878397567	5.764610224	5.099382179	6.359418676	4.60911864	4.310323154	5.35691262	4.826072171	5.205239031	4.761483861	5.111772785	4.394493563
Il18r1	5.068666512	4.552346328	5.286560842	4.744993456	5.104438707	4.778851617	5.158302015	4.675257033	4.649301212	5.054077155	4.944850639	4.913491032	5.033074951	4.95850709	4.841127778	5.671921725	4.446933299	4.870313752	4.924248773	4.540202965	7.699481534	5.082400293	7.943029327	5.600847564	4.818693797	4.620017431
Il18rap	5.370256713	5.23147081	5.318774767	4.949102215	5.650502262	5.535598877	5.611165493	5.090480855	5.276592197	5.226633116	5.099530865	5.357498049	5.321705662	5.382114437	5.050894895	9.156522709	8.315034655	5.632666647	5.624746238	5.157774038	10.73987454	8.856367114	10.2705248	9.043759522	5.815981813	5.682393511
Il1a	3.72367323	3.94316494	3.929778376	3.804349615	3.92402702	4.111790865	4.013372926	3.855155855	3.910240169	3.867290273	3.781321241	3.924042861	3.983951252	4.068964536	3.840416234	3.880509218	3.76836432	3.853173962	4.05767554	3.685054306	3.87443305	3.84672731	4.054633619	3.908188437	3.939815825	3.900438564
Il1b	5.558304375	5.223692837	5.591379223	5.093046003	5.555677113	5.204743279	5.371438052	5.035543269	5.284744841	5.117639639	5.129357211	5.056272818	4.991417537	5.226746776	4.990072944	5.584247739	5.10084873	5.413881753	5.304874834	4.802966928	7.804452875	5.083033198	7.857532104	4.806000901	5.454517001	5.240291429
Il1f9	4.381556794	4.268514242	4.438150882	4.023051267	5.233114725	4.342912625	4.796826142	4.123759989	4.191117794	4.022657803	4.19569668	4.068450119	4.155560358	4.228609645	4.013545633	5.107151152	4.073880202	4.79923067	4.768639562	3.895732392	8.346655558	3.985236276	8.370756925	4.002027365	4.542499511	4.193995094
Il1r1	4.289952472	4.450261094	4.647732788	4.308972403	4.440801632	4.567494745	4.394354078	4.548276316	4.565012181	4.45887848	4.248426043	4.268229763	4.337751523	4.42682942	4.320845668	8.406090606	5.856676176	4.654662758	4.534644757	4.391403426	8.004894971	6.209895854	6.421997888	6.197995096	5.477622287	4.384190292
Il1r2	5.570906115	5.487551734	5.492120237	4.985295487	5.150640907	5.08353535	5.391416029	5.24730221	4.943899453	5.208699328	4.909707511	5.16842676	5.072088646	5.25501031	5.242801914	5.694443558	5.471257924	5.184189032	5.316988034	4.906136991	6.745901507	5.568997836	6.856899501	6.44347736	4.957730459	5.191029595
Il1rap	6.793323033	6.976023316	6.74865086	6.945251854	6.403755129	6.760073652	6.574630359	6.189069417	7.154929134	6.40589595	6.685884565	6.779101221	6.837322649	6.758026399	7.006797688	7.265326713	6.935380382	6.662518373	6.380876605	6.543217463	7.061908294	6.959957511	6.804611517	7.020794048	6.48921001	6.439961056
Il1rl1	5.04873316	4.813119323	5.025768562	4.820371309	4.892847564	4.836092446	5.010800721	4.572515812	4.701318015	4.829230549	4.794493848	4.70549508	4.614478209	4.800921465	4.689002763	5.624747944	5.519466422	4.619503005	4.851987181	4.727760751	5.2393764	5.470014007	5.102609845	4.882088687	4.776763756	4.578842128
Il1rl2	4.246624703	4.297203647	4.449486542	4.121849823	4.591842951	4.390883175	4.058694584	4.512344894	4.232658199	4.220363493	4.159268574	4.479993622	4.283487219	4.307222064	4.057652437	5.985869823	5.818380218	5.06385667	4.33719966	4.456396583	5.899699302	5.555278316	5.279702502	5.656479209	4.931175598	4.850966068
Il1rn	5.619765131	5.485395697	5.936360758	5.384793533	5.801827757	5.570671386	5.764073632	5.5304131	5.571552434	5.740137836	5.544446231	5.457217788	5.512772588	5.431854699	5.479285541	5.565203397	5.421300735	5.534408203	5.713480458	5.381199144	5.916076902	5.322192565	6.256910166	5.417365347	5.503339194	5.419477093
Il2	4.409957719	4.492688549	4.393221686	4.177173669	4.391375929	4.14495185	4.352989165	4.203305582	4.122587138	4.264646518	4.089492501	4.243882301	4.096652614	4.226356956	4.299960161	4.16079114	4.160223729	4.235045371	4.419478216	3.984862735	4.163517517	4.000925433	4.359835636	4.076704452	4.368114123	4.171057339
Il21	3.759331632	3.646289406	3.903918791	3.551577538	3.693364288	3.745255263	4.043388254	3.594966488	3.735475242	3.618023254	3.677203773	3.652390886	3.542452048	3.626113959	3.547918641	3.64573912	3.634252495	3.427396099	3.72811643	3.459707016	3.497965705	3.635820161	3.881608339	3.629764597	3.728983484	3.686900131
Il22ra2	4.634935897	4.72094967	4.659502189	4.419168058	4.671761361	4.404437676	4.922445255	4.619911822	4.46289648	4.5572855	4.411089487	4.570043906	4.544784165	4.474830789	4.449706627	4.694628117	4.549751303	4.596859627	4.756850725	4.45078676	4.552821747	4.580589724	4.699901381	4.665415512	4.625048339	4.66862407
Il23r	4.625790654	4.631255647	4.910510421	4.414356567	4.696236839	4.589487863	4.82962465	4.769715328	4.740297975	4.805770523	4.570499362	4.498199798	4.516521599	4.596860621	4.680299974	4.405883473	4.325750977	4.563432729	4.684422297	4.539655137	4.710767869	5.044018095	4.824622762	4.574063149	4.639992292	4.573130098
Il27ra	8.912784572	9.095165698	9.379520463	9.200788611	8.184339149	7.378116794	8.961730585	6.463449171	8.462678262	8.696086692	9.165243935	9.407072559	8.941319095	8.685483571	9.081124062	7.607314777	6.783775297	7.167955313	6.704898701	6.873321884	7.511801928	6.807401294	7.494377806	6.870319095	7.333922198	6.87750787
Il28ra	6.168415393	6.06771615	6.17417735	6.015071553	5.805287296	5.622069395	6.117187323	6.195354161	5.669428403	5.759723104	5.693556651	5.61195235	5.846358752	5.844621245	5.538376752	5.564412467	5.326622433	5.652011255	5.86564915	5.841372709	6.39056738	5.36739087	6.463938322	5.375188908	6.515164707	5.680511903
Il2ra	4.813039776	4.880834064	5.460277315	4.942850704	7.266253707	4.736913296	4.971496038	5.132158669	4.859234103	6.366633453	6.112011978	5.614231811	6.15244102	5.643953328	7.088882561	4.816991301	4.542441729	7.449444446	9.869649	6.188558516	4.717760492	4.437813648	4.881614457	4.610426441	8.123003954	4.774776519
Il2rb	5.64992868	5.710860606	5.572324805	5.291128327	5.576698483	5.235450083	5.798365951	6.549789801	5.902321245	5.664515077	5.705912491	5.548631848	6.426293832	6.775486498	5.878480131	5.258554728	5.354291115	5.339262118	5.5304131	5.162244954	6.15356892	5.948346204	6.371387663	6.895891908	5.602858681	5.182023493
Il3	4.1176618	4.036163353	4.265914415	4.041345211	4.266551694	4.056566188	4.330536889	4.055239046	3.920852229	3.952367739	4.003332381	3.979491886	4.14077593	4.022705142	3.914510309	3.883303115	3.98625619	3.953395625	4.10098045	3.88205281	3.873045394	3.737946293	4.136488772	3.874387144	4.236349745	4.004432477
Il31ra	4.518311668	4.560602877	4.536295402	4.47562536	4.511579784	4.471861601	4.479019247	4.411647695	4.371918911	4.478594369	4.380570156	4.4378314	4.463960249	4.4596338	4.512334358	6.673070874	4.587631021	4.356557023	4.496962932	4.268978271	6.591881838	4.747967369	6.722808214	4.999225846	4.468057578	4.313417591
