	B.FO.LN	B.FO.MLN	B.FO.PC	B.FO.SP	B.FRE.BM	B.FRE.FL	B.FRF.BM	B.GC.SP	B.MZ.SP	B.T1.SP	B.T2.SP	B.T3.SP	B1A.PC	B1A.SP	B1B.PC	MLP.BM	MLP.FL	PREB.FRC.BM	PREB.FRD.BM	PREB.FRD.FL	PROB.CLP.BM	PROB.CLP.FL	PROB.FRA.BM	PROB.FRA.FL	PROB.FRBC.BM	PROB.FRBC.FL
Pde5a	4.949154366	4.858466787	4.783006069	4.693687666	5.757489131	6.005700144	4.940774403	4.694926611	4.663018164	5.306128543	5.093017824	5.002774518	4.613248744	4.743374038	4.631649508	6.382816373	5.863477626	7.67274237	7.167910167	7.619320075	6.141748169	5.943129768	5.53156471	6.122010711	7.702542347	7.461273977
Pde7a	9.6348605	9.980253703	9.772180444	10.45614606	10.42739002	9.806820951	10.21472167	10.19090214	10.03872497	10.39015387	10.4660749	10.58734733	9.548061966	10.31724077	9.39995405	8.397674526	8.266947976	9.488974789	9.642123435	9.047210362	8.719519679	8.63585933	8.594790558	9.026911705	8.701873608	8.372368989
Pde7b	5.267421561	5.045339576	4.988048397	4.940387602	5.0742057	4.963545024	5.095290114	4.815454174	4.910102624	4.964327774	5.018625273	4.984650107	4.891550423	4.986858389	4.888420179	5.435783589	5.018453173	4.814071838	4.97123084	4.942087498	5.521347079	5.195140209	5.457554895	5.179499107	4.982598157	4.9162091
Pdgfb	6.569898889	6.503966689	6.653692538	6.36173035	6.533738795	6.155654798	6.519537711	6.397551426	6.365850565	6.401567327	6.333930544	6.285111801	6.273133532	6.259759267	6.180773785	6.363583304	7.063199832	6.122078375	6.540292872	6.221644474	6.202004941	6.394926798	6.554263057	6.149833814	6.399123801	6.261721984
Pdgfc	5.707192074	5.677038355	5.706855597	5.426867429	5.74525078	5.661021761	5.601010063	5.207455605	5.532483207	5.697496765	5.480163854	5.388789961	5.524454478	5.538946787	5.561032801	5.485552413	5.729990461	5.416506497	5.57008136	5.295360591	5.841334127	5.3392835	5.747261843	5.396873032	5.577931292	5.271220224
Pdgfd	4.292822232	4.032027355	4.215481876	3.850759425	4.060151171	3.845938263	3.915090609	3.874088721	3.903546082	4.066436544	3.994953775	3.851702408	3.89301266	3.853982345	4.036726036	4.406478847	4.495577918	3.931122005	4.136352734	3.632082049	3.884249496	4.068905795	3.997795953	3.824119496	4.072668931	3.903443248
Pdgfra	5.497791175	5.425316066	5.731238464	5.282382966	5.645476868	5.386217747	5.544149444	5.312221039	5.440628906	5.481386136	5.197173436	5.311662954	5.517394338	5.398081254	5.447460179	5.316353042	5.247943965	5.19463605	5.421576775	5.31894344	5.416308315	5.211463939	5.815953216	5.236797453	5.327813092	5.308439758
Pdgfrb	5.66092434	5.631080024	5.609006319	5.428150209	5.680307477	5.498233845	5.587521014	5.447911952	5.616486111	5.673207768	5.522873898	5.363230662	5.525793271	5.369121531	5.424302922	8.733819091	8.280284842	5.390144875	5.543195806	5.253536778	8.763334993	8.39315689	7.958368271	8.161060985	5.364781351	5.652341166
Pdia4	9.938528691	10.19344478	10.20984737	10.57576254	10.11105397	10.39810538	10.32534549	9.394317489	12.27879691	10.70719098	10.9534354	10.79270165	11.61021859	11.72866191	11.46921873	10.18154152	10.50633949	9.786108466	9.810552463	10.1066797	9.762735042	10.49807381	9.750536582	10.46392957	9.809987477	10.39011427
Pdia5	6.043524962	5.724117257	6.01282936	5.609779582	5.932968242	5.677144563	5.976073357	5.696111621	5.878404925	5.77140055	5.794860304	5.794051897	5.758074828	5.71547655	5.604728652	7.251656376	7.861450068	5.829903668	5.913388107	5.759403543	6.659049716	7.388674602	6.864992404	7.315226564	5.901923994	6.343484811
Pdk1	7.491578557	7.688678799	7.550254005	8.016482948	7.244067257	8.182785641	8.073327721	7.157242835	8.093991975	7.442050794	8.00902836	8.021232076	7.451575449	7.638050902	7.409428276	8.996422573	8.986736207	7.758982013	6.89535029	8.305350271	8.926624728	8.876129311	8.461255659	8.829883801	8.486040433	8.352012665
Pdlim1	8.035059697	7.601732167	9.183967382	8.094942779	8.263820661	8.41460519	8.372776566	6.202375273	7.534172129	8.675312085	8.537487627	8.320701734	10.74283552	9.235961077	10.65572298	8.40410418	8.132822892	8.848973401	8.757427903	8.855768203	7.610491652	7.570871464	7.86549574	7.979408999	9.083232164	9.047226815
Pdlim4	6.499486364	6.201610339	6.384154021	6.006555358	6.439226397	6.271002288	6.512081999	6.158903835	6.175605103	6.227648671	5.970599075	6.055136351	6.110368116	6.113342809	6.033187305	6.058977183	6.080532602	6.211001807	6.326846505	5.935271148	6.1451924	6.058009768	6.425193659	5.919847749	6.256873535	6.328597742
Pdpn	6.570034795	6.661062629	6.95373822	6.385486834	6.724488386	6.443676265	6.703173623	6.33599351	6.624065792	6.600478902	6.509463079	6.533413838	6.555558508	6.58804497	6.627711885	6.271788415	6.122351072	6.35557956	6.583488997	6.244982804	6.485714479	6.1256084	6.850645989	6.200122422	6.329817263	6.46868703
Pdss1	6.117699198	6.526003584	6.077681666	6.363460218	6.363356251	6.887814837	6.019536615	7.256465669	6.176004887	6.336990278	6.528270205	6.237693089	6.118889868	6.353151532	6.29956216	7.381133445	7.753583812	7.482074627	6.395913949	6.780715603	6.732233467	7.72904151	6.407172148	7.58689832	7.035230927	7.585882927
Pdzd2	5.707582767	5.549945322	6.207827143	5.723028784	6.756871179	6.859818018	5.818690389	8.6227775	6.482356762	7.057265049	6.70072638	6.353502676	6.376787567	7.278723103	7.086441278	5.124785109	5.201394699	5.320785509	6.393662166	7.316660769	5.256966602	5.241536413	5.435635261	5.200691359	5.834295746	5.494961692
Pdzd4	5.616657639	5.817085131	5.947357576	5.75594954	6.153034477	6.321089886	5.586249331	5.59091335	5.724843964	5.95273193	5.80135528	5.803952852	5.504911656	5.61937975	5.762336412	6.583908272	5.684658866	5.87886591	6.046864986	5.970049121	7.154836332	6.460012951	7.154483719	7.17356588	6.458100884	6.406688587
Pdzk1	5.466578181	5.425152668	5.548008068	5.554868155	5.700831782	5.482961191	5.359664065	5.438840635	5.364094957	5.426637123	5.451405656	5.4862821	5.222461978	5.31603348	5.46301096	5.4195667	5.334570659	5.321352104	5.340615675	5.177240124	5.357734969	5.527421747	5.408356068	5.40884091	5.435540812	5.317304068
Pdzk1ip1	6.365554321	6.05828763	6.433366778	6.130304907	6.137980928	6.106640057	6.241251014	5.933162652	6.145482502	6.182344028	6.06552205	5.945531234	6.148780258	5.990953726	6.08215259	6.664324966	6.482210995	5.945754387	5.912376819	5.763655013	6.334150504	5.985031296	6.275105317	5.888612568	5.898522789	6.097866392
Pear1	7.709602193	7.466957686	7.71372697	7.595311943	6.709700058	6.97474229	7.685681834	7.457645451	7.486902313	6.846842623	7.038088973	7.388695264	7.80765953	7.330674766	7.772801934	8.047972098	7.864655202	6.693753169	7.17943342	8.05490508	7.788298757	7.543472168	7.505050317	7.223457948	7.828351682	6.656035325
Pecam1	10.26489938	10.31422087	10.08582562	10.57408447	10.04161923	10.02008285	10.4053787	8.51410082	10.12131995	10.40181624	10.6974575	10.71220555	10.04143872	9.971446029	10.32683692	9.715469657	9.025845968	9.437445471	10.25281833	10.23820998	9.889499603	9.203294079	9.777291444	9.673426866	9.574763866	8.958495586
Peli1	10.19605931	9.989623364	9.985518172	10.31741065	9.447108098	9.511289336	9.948320455	9.526828299	9.551009717	9.831438363	9.8653071	10.15859	8.980533289	9.264306535	9.056452388	8.799027792	8.574050909	9.167923962	10.20348284	10.28120823	9.264118681	9.22330887	9.208338014	9.54850213	9.549129869	9.117879159
Penk	5.084578814	4.785871347	4.920531506	4.639500376	4.839005535	4.74493786	4.958349322	4.724481111	4.890853599	4.871608764	4.765663805	4.697438382	4.76098202	4.688973865	4.832824206	4.655825493	4.769195181	4.535242193	4.812174738	4.699453539	4.691119089	4.535988641	5.012808879	4.407375413	4.773918985	4.457325058
Perp	5.637017502	5.653611339	5.701695056	5.2492557	5.623682534	5.337238916	5.431007778	5.32104658	5.264692802	5.163944139	5.498900785	5.322803065	5.223829248	5.206822925	5.269597992	5.659447243	6.027253596	5.160678213	5.622522388	5.197397572	5.407778743	5.783572771	5.647151146	5.647953391	5.183340941	5.512514512
Pex11c	7.265209019	7.396670422	7.533774868	7.136523975	7.276801538	7.129121563	7.667283307	6.815379026	7.305541952	7.333730822	7.214725156	7.419880705	7.207195927	7.207022295	7.123509976	7.009993447	6.792960307	6.798596651	7.242740634	6.970302264	7.122880094	6.754541926	7.198618154	6.915631241	6.867832644	6.645506169
Pf4	5.058909559	4.967034848	5.163856946	4.743619086	5.088521843	5.05824866	4.955523599	4.739623114	4.877888185	4.941671318	4.864235678	4.865699458	4.815230425	5.011717763	4.777758102	7.650637126	5.110437025	5.012504612	4.93632699	4.826790823	7.451374059	5.819538757	5.600468247	4.728212594	4.886215203	5.016757783
Pfkfb3	8.11984066	7.748477558	7.356925528	8.000268226	8.674894786	8.64872859	8.003402848	7.686187676	7.972343041	9.05253753	8.898612371	8.603350389	8.819532052	8.414591378	8.760767399	8.201299611	8.017128727	8.957885877	8.980726916	9.284714309	7.97290686	8.126058083	7.944700642	8.06563047	9.144951595	8.583935217
Pfkm	6.286604888	6.439880185	6.463224087	6.010873062	6.516510043	6.75913408	6.488404677	6.567921607	6.453239351	6.480027562	6.26179155	6.17431919	6.325691022	6.143770262	6.579222395	8.301258394	8.682183498	7.270841617	6.628371657	6.990876221	7.993583417	8.148819907	7.516233458	7.925602702	7.091717463	7.839631493
Pgap1	10.88354006	10.84821417	12.25190803	11.62611169	8.729970188	7.743252845	11.1961281	9.258949524	9.835656112	9.738751289	10.76372582	11.44894831	10.74758791	10.18550114	10.72910214	4.816158076	4.953633084	5.941826227	6.947818474	6.324487809	5.489748433	5.359238854	5.41139489	5.33161446	5.758680718	5.600488814
Pgf	5.24602608	5.262027173	5.286982152	4.996230548	4.965467241	4.811352856	5.020952538	4.867407248	4.970278486	5.14023468	5.035947893	4.904196654	5.088408769	4.811555802	5.198907939	4.668751697	4.664590925	4.702140356	4.908908956	5.171769937	4.801574294	4.772197108	5.239102033	5.106842423	5.106715424	6.321090488
Pglyrp1	9.576667719	8.994655051	9.40798164	9.090861103	8.033494584	7.311729851	9.601750117	7.106017427	8.532729815	7.632996166	8.325630915	8.69424725	9.350360072	8.692529025	8.653604771	8.58217492	7.9230408	7.747228047	7.441559005	6.187780281	11.08142452	7.572797476	10.87150328	6.767333457	7.694541064	6.531323232
Pgpep1l	5.478386198	5.6923435	6.112915548	5.521607768	5.381005283	4.981813085	5.816099609	5.218389836	5.16580745	5.341803146	5.296895411	5.660699533	6.799849737	6.991709469	6.317569387	5.048904228	4.997912594	5.244657498	5.272428859	5.024315246	5.143170259	5.071099051	5.477751792	5.028337819	4.832839392	4.954275424
Phf11	5.404462087	5.339219354	4.680892545	5.344139644	4.837973508	5.017841756	4.833574921	5.302622475	5.781891227	5.564253162	5.74865891	5.281331039	6.393151884	5.775698941	6.435620261	3.689964436	3.329549404	3.875485204	3.876222238	3.433101889	3.907400258	3.408313322	3.979577246	3.389598932	3.496146999	3.564089519
Phf15	8.523427089	8.28124927	8.020237526	8.84781635	7.040636767	7.322704536	8.43036069	7.901411187	9.012897689	7.340227251	8.072164946	8.524219644	8.487510467	8.793741747	8.239131636	7.673761868	7.267967069	6.82928595	6.10446946	7.128103304	7.292093361	7.018373793	7.120678266	7.108670462	7.561541262	7.704924516
Phf19	6.525130034	6.226072393	6.515949463	6.560054587	6.74107772	6.94363929	6.47807874	9.874426851	7.037459832	6.306441496	6.61096822	6.467986958	6.362349484	6.302381812	6.596063499	7.12551886	7.467186537	8.883361467	7.099214187	7.448422506	6.728196265	7.161492701	6.996402588	7.353461802	7.468380485	7.950002527
Phf20l1	8.910276202	9.177261722	9.340505672	9.631082268	8.936147536	9.006808813	9.240583696	8.660028943	8.946525403	9.169936773	9.420847426	9.455887269	8.956775342	8.613940447	9.154173308	8.858514523	7.952035887	9.081533857	9.051500986	9.185190371	9.098740181	8.765266868	8.938937425	8.885735516	8.797450455	8.290172019
Phf5a	8.193572176	8.73063656	7.311702305	8.118002497	8.125258645	8.565297599	7.711831909	9.406254406	8.330366279	7.888740003	8.104467887	8.005493559	8.164747233	8.789883707	8.218938704	8.898636	9.848399895	9.380928251	8.623657297	8.963998277	8.532086259	9.31354812	8.383245494	9.498794369	8.745614946	10.05120541
Phgdh	8.286103975	8.191486159	7.904041869	8.029025079	8.344218518	8.691199251	7.86374109	9.089962936	8.131185604	7.925496088	7.95178923	8.008613313	9.163985301	9.594111606	8.583606206	10.20323065	10.64717238	9.196767675	8.114612902	8.637053499	9.509888199	10.26850765	9.028099794	9.879786979	9.123229478	10.08722768
Phlda1	5.731120774	5.698907428	5.732801021	5.917293303	6.076334619	6.033741607	5.76385416	6.272104083	5.353566778	5.779656328	5.736399225	6.086928096	5.430432479	5.832964256	5.476876328	5.37885665	5.586408478	6.255326366	5.9692119	5.66174105	5.48745848	5.391457274	5.912678005	5.385509267	6.363917468	5.796940322
Phldb3	7.285646347	7.379012665	7.598407639	7.684759839	7.816726623	7.858846146	7.823975612	7.590068509	7.245369843	7.724860786	7.59980947	7.712083979	7.891376046	7.72704425	7.839212398	7.73872748	7.818544259	8.099668315	8.046682582	9.172411923	7.546060233	7.900570794	7.413679755	7.995386338	9.210019285	8.482945196
Phospho1	6.083430395	6.09782637	6.035398104	6.308763129	7.120587296	6.767173644	6.573723927	6.818549798	6.351869159	6.87980908	6.702238728	6.581546586	5.645353891	5.998100705	5.716619659	5.974739231	5.940710204	6.018355245	6.381354329	6.166049906	7.016888497	6.374503391	7.153476792	6.379038666	6.454479714	6.090843553
Phxr2	6.162652148	6.454024508	6.284577674	6.702144513	5.831745528	6.047357343	6.357900321	6.134884213	6.691247533	6.808623163	7.286356302	6.583100825	7.354540316	6.681225291	7.79390065	5.128038671	4.861249058	5.480147694	6.369351315	7.380739837	5.663380677	4.980837235	5.280299382	4.937159178	6.658871733	5.001776726
Phxr4	6.982776869	7.239067653	6.986946726	7.746872571	6.169066476	6.508468797	7.486513538	4.939975631	8.210420687	7.047712507	7.548524735	7.378092799	6.025306436	6.419343373	6.630106918	5.942795393	4.585353178	5.901619952	7.191456055	7.207051099	6.385554708	5.930608041	6.416208509	6.17013805	6.894059846	5.251614326
Phyhd1	6.710174126	6.658802248	7.134145969	6.749710795	6.62081218	6.605380248	7.156765023	6.305456223	6.749131079	6.810221146	6.716141301	6.875905769	8.323485665	7.932354536	7.968946474	6.324694064	6.283523643	6.183683677	6.574579904	6.45242027	6.460331929	6.191242841	6.634093698	6.362458199	6.261338995	6.118018422
Pi16	5.588053467	5.718907728	5.80437543	5.628449915	5.829209404	5.693386593	5.848952543	5.533259121	5.711066256	5.562782761	5.417787269	5.524611187	5.668595707	5.599430376	5.633282981	5.952099389	5.913198993	5.699366546	5.693176547	5.367375725	6.368323694	5.860650826	6.492926303	5.546336819	5.544679085	5.565668253
Pi4k2a	7.57835684	7.556202284	7.619129541	7.885439126	8.233896846	8.164012883	7.833842005	8.122395941	7.822954436	8.01347994	8.039324862	8.093197281	7.900651092	7.78876074	7.849846886	8.049975528	8.168165143	7.781439278	8.119516998	8.221490455	7.831681567	8.102014702	7.297682306	8.022315653	7.889099719	7.956017145
Pi4k2b	5.992637024	6.047415513	6.624946022	6.548140143	6.211898026	6.216977964	6.390923862	6.236055024	5.972711032	6.299512708	6.300030959	6.397355758	6.254191517	6.212559288	6.16539411	7.474084128	7.535129674	7.527658667	7.095422342	7.243007643	7.257830327	7.55391339	6.700000947	7.248932304	7.121795958	6.904027213
Pid1	5.555978694	5.338546833	5.572623937	5.220380263	5.785104981	5.281789729	5.408167238	5.16559577	5.415179508	5.378313933	5.331358878	5.345518203	5.316998892	5.41506624	5.462784172	5.452392813	5.208437923	5.087573161	5.284205642	5.141367391	5.617517911	5.384201807	5.548761811	5.264850407	5.208002143	5.180920943
Piga	6.609989818	7.05245647	6.373547296	7.163296778	7.00245125	7.394094507	6.721341668	7.714254907	6.970831419	6.76482737	6.960966882	7.047798284	6.781089948	6.952919814	6.840640727	7.768975109	8.084411747	8.025912485	7.410127371	7.528809353	7.771332536	8.135903855	7.283679899	8.167204862	7.119217476	7.841456161
Pigw	7.003359931	7.452063836	7.509227903	7.782498337	7.497692194	7.760294809	7.531126692	7.492367299	7.841863915	7.554780431	7.818577278	7.813550769	7.897149448	7.961227026	7.860617307	7.392680198	7.790902985	7.841349854	7.319515877	7.27877188	7.482288184	7.568260929	7.1769914	7.686280604	7.427139892	7.514889967
Pik3c2b	9.905268004	9.811017762	9.989183249	10.31569234	10.63659541	10.70568226	10.33732263	10.55754785	10.23430408	10.83517384	10.80597444	10.53108051	10.8773469	10.29911531	10.96119263	7.362040023	7.939347659	8.587551642	9.415756695	8.927333828	7.155809262	7.61568407	7.19897291	7.751604756	8.42016193	8.105955114
Pik3cb	5.269293152	5.442763286	5.872626867	5.840788832	5.535535635	5.997591997	6.031551056	7.168462196	6.141990616	5.360629987	5.553768022	5.485096172	6.2634833	6.059185445	6.407587855	7.777341628	7.81047738	5.706079237	5.881580607	5.708364756	7.810951591	7.69806819	7.838258009	7.348919615	5.600366898	6.389959668
Pik3ip1	7.865831921	8.116377407	8.532028708	8.074124332	7.862686325	7.707962085	8.297239879	6.502083914	7.786067015	8.188339433	8.178696551	8.353563544	9.015134292	8.032618282	9.326804569	8.495658991	7.580776877	6.97291088	8.473446542	8.635194992	8.493306414	7.271570098	8.478649912	7.494870515	8.530357564	7.160473847
Pik3r3	5.220972214	5.392112454	5.111288715	5.217707658	5.528794248	5.957694093	4.837430304	5.696091214	5.957899126	5.111756096	5.255892197	5.150459486	4.914341277	4.953925586	4.938818979	4.833913458	5.029679623	5.334319177	5.458240904	5.616764466	4.790408886	5.166949716	5.024543531	5.389122784	5.318696448	5.71186471
Pik3r4	8.455140192	8.444328592	8.067243423	8.670790776	8.407374281	8.274278592	8.293182544	8.41677839	10.45820023	8.600510247	8.802148078	8.724805887	8.407382354	8.807388198	8.661143766	8.085222539	8.267022599	8.100869049	8.273164	8.586770872	7.892541602	8.150887786	7.617830343	8.15080437	8.154831439	7.974263716
Pik3r6	6.490960754	6.417251126	6.564271456	6.320917253	6.428786706	6.653330927	6.393709067	6.198477128	6.199195948	6.456637518	6.383769371	6.119858985	6.318327689	6.302366884	6.29209827	6.598130683	7.305391163	6.117951259	6.377209952	7.190266193	7.206123529	7.811456688	7.497726718	8.219219676	7.428028461	7.759856678
Pilra	5.041483937	5.07859845	5.167017983	4.822655377	5.541367184	5.222387269	5.478010767	4.841589087	5.007101292	5.04678788	4.949209628	4.785222708	5.419059037	5.231679442	5.233721924	5.64672862	5.15866556	5.400289717	5.377564544	4.711067174	8.026078162	5.035563796	8.123291782	5.069275389	5.659167249	5.138616538
Pilrb1	5.902003614	5.365803334	5.927447714	5.518993514	5.924291535	5.848652983	6.175112039	5.856859569	5.831140002	5.924506121	5.622520436	5.518139581	5.919188304	5.760024847	5.737417267	6.26155056	5.570485195	5.875874241	5.860733584	5.82574493	7.73001198	5.833120321	7.78679841	5.450510754	5.871632583	5.908248494
Pilrb2	4.726716799	4.819782273	5.064821072	4.626121748	5.200501738	4.962377814	5.291108676	4.550410245	5.000465795	5.109967823	4.796557955	4.733160883	4.918095185	4.966407394	4.761352654	5.010825705	4.85397403	4.939967799	5.084272658	4.713354894	6.21069407	4.663464175	6.285846057	4.589679607	5.151695135	4.562000173
Pim2	8.244059089	8.122310689	8.023916214	7.867670613	8.776081062	8.278223163	8.055711022	7.832077109	7.918203341	8.193253798	8.084896594	8.295679409	8.920525055	8.82101896	8.406438313	7.463487182	7.571683635	7.537660009	9.017192955	8.357682487	7.169220848	7.505541114	7.485831321	7.524724529	7.966283948	7.40218666
Pion	7.50248655	7.909528315	7.618598893	8.027331752	5.73338869	5.723041531	7.895235559	7.850799631	8.167060815	6.111865964	6.687873469	7.390012709	7.7785551	7.630498302	8.026664155	6.792409971	6.470193015	5.849965076	6.383273435	8.740284706	7.308845932	5.856384857	7.322457737	5.934743723	7.262399017	6.749856917
Pip4k2a	9.781067948	9.632731103	10.02344097	9.986658948	9.698176971	9.611660279	9.66460319	9.9084923	10.99323517	10.1019502	9.908442461	9.685473934	10.50439803	9.942608923	10.69355267	9.786745369	9.634892528	8.921888034	8.86092546	8.767083574	10.34792729	10.0980542	10.02471226	10.25819862	9.02971146	8.830232186
Pip5k1b	7.716274855	7.605771114	7.034222319	7.912211529	7.730640635	6.596423849	7.753172615	5.318762718	6.345829824	7.34865351	7.286953823	7.936675429	5.212274908	5.691504388	5.287041274	7.987643043	6.975473134	7.547559849	7.900309945	7.614317957	7.634401352	6.68810201	7.213576452	6.377887823	7.838267307	6.158989308
Pir	5.363288493	5.279652055	5.181472323	4.881382382	5.171058675	4.940469042	5.006283061	4.824489536	5.066211204	5.320189803	5.083945169	4.98999577	5.050803497	5.09334326	5.054398469	4.974959441	5.297973948	4.769085838	4.981129603	4.967519092	5.048494866	5.319531231	5.171347959	4.981662412	4.909987461	5.334901929
Pira1	9.205017455	8.809701471	9.549586007	9.242195111	9.026477704	8.592070523	9.240946722	5.840238294	8.328227765	10.06161983	9.870176818	9.441648151	10.4588221	9.358847759	10.62029562	6.661175602	5.717934098	5.746282307	6.644985858	5.433351197	8.385239039	6.300737533	8.302172685	6.820170877	5.915303381	4.999762537
Pira11	9.404061911	9.100354496	10.00116411	9.631956895	9.643201478	9.020608503	9.740711115	6.797051034	8.935624458	10.27587924	10.20457982	9.753924883	10.80162694	9.65022286	10.89349198	7.477551256	6.7057167	6.667681646	7.615712022	6.531273839	8.914963689	6.95779081	9.023880047	7.533629013	6.808821346	6.156313687
Pitpnc1	7.963310829	7.789973722	7.410800976	8.082850166	7.377808023	7.694270121	7.991548867	9.687504637	7.218050725	7.343463492	7.559528777	7.723831111	7.652870063	7.42076295	8.056984462	9.025455065	8.319277715	8.18068462	7.222392099	7.478621871	9.11618114	8.23169432	8.772868284	8.116050367	7.859069653	7.386303696
Pitpnm2	8.17036701	7.809864359	7.861329093	8.034944554	8.769860649	9.071413557	8.098802894	8.340798278	7.990512078	8.798472665	8.903042489	8.446528364	8.416796121	8.691224963	7.584717522	7.81930574	7.872234284	8.544761501	7.859384038	8.358077379	7.339215196	7.67141463	7.364755165	7.609707691	7.903774217	8.156802263
Pkhd1l1	4.528677579	4.605490383	4.72724704	4.363000486	4.41963327	4.501630218	4.63786524	4.44067984	4.446104011	4.53027471	4.390085244	4.371702893	4.517063578	4.442062133	4.490914505	4.398516263	4.662161815	4.519592224	4.516031962	4.371089504	4.396186896	5.287996736	4.608826981	5.040122379	4.347807368	4.835007787
Pkib	6.703363067	6.933328706	6.637332503	7.275455336	6.660642493	6.668610361	6.7512575	5.996455034	7.407130358	7.457910249	7.392444226	7.031349243	5.366680075	5.709165626	6.375977168	5.93015068	5.936219399	5.315440639	5.404066347	5.314244555	5.811133609	5.952700873	5.939398205	5.807324866	5.864763107	5.511617732
Pklr	5.814276111	5.643082698	5.747617446	5.540662773	5.834580604	5.833052835	5.628791089	5.601810398	5.741148749	5.725907444	5.564885197	5.492762242	5.768460484	5.666546894	5.58373268	5.863608332	6.331463386	5.581762985	5.594959524	5.62010641	5.681395852	6.68731129	5.75393942	6.288560973	5.525860073	6.577106515
Pkp2	5.317787033	5.264876673	5.641888937	5.353056231	5.463587583	5.337649254	5.457222167	5.523067382	5.418483451	5.269205242	5.35110767	5.428074258	5.537824089	5.32509254	5.337248433	5.180330892	5.322212999	5.285677168	5.472501852	5.465885245	5.253236721	5.369820076	5.416420077	5.326554126	5.368850979	5.728835686
Pkp4	5.800720037	5.757160182	6.03422819	5.908721656	6.423713179	6.852548235	6.086904042	7.552626322	5.774288069	6.00287501	5.911208206	5.971674598	5.577922231	5.950898779	5.598985451	7.607782842	8.447932885	7.96337297	7.031239687	7.410954422	7.449662063	8.198955399	7.318538969	7.949853162	7.673605417	8.136245911
Pla2g15	7.264323426	7.512415219	7.143620284	7.346308654	7.452358217	7.54080172	7.327196323	7.274129625	7.300298558	7.424219768	7.292695565	7.459165187	7.300646637	7.561189279	7.323848306	8.218239668	8.342542449	7.518076881	8.07221873	7.925294311	7.858670049	8.061241567	7.796181113	7.984338133	7.468225965	7.433406006
Pla2g16	6.498909027	6.531522864	6.141430066	6.550136236	6.304355277	5.625431235	6.367358833	7.1306869	6.94732952	6.33005937	6.512769428	6.536446168	6.743748774	7.197252903	6.575208946	7.358769864	7.211715063	6.237028905	6.181068087	5.915494609	7.034053171	6.327110075	7.1047628	6.02530939	6.753133829	5.831229538
Pla2g2d	6.395421029	6.279260175	6.397210272	5.923922468	6.297634088	5.958094073	6.303962139	5.822776028	6.092698657	6.184788745	6.018055485	5.807025984	6.099244701	6.003921876	5.984517199	5.778382725	5.62149807	5.765916586	6.244853452	5.776840943	5.903561345	5.710615439	6.253498644	5.613833165	5.905715924	5.720144369
Pla2g4a	5.017231565	5.075698055	5.070303451	5.106508852	5.583310471	5.778081511	5.162322843	4.730283087	6.088887859	5.518841438	5.306022791	5.11920537	5.097324252	5.286729011	5.569766513	8.903620164	9.446642772	6.439239698	5.536682905	6.801029715	8.176174645	9.234945851	7.397375154	8.530449256	6.764633222	7.587644271
Pla2g4f	5.207357987	5.220169991	5.25758396	4.943266544	5.151290587	4.959706796	5.159415252	4.987808959	5.145188323	5.043582193	5.045022065	5.211483407	5.133577225	4.998860422	5.048772388	4.837380683	4.960224403	5.093781284	5.330691047	4.855908328	4.857534851	4.948532324	5.2080441	4.936081953	5.048834859	4.974232544
Pla2g7	5.006939777	4.896307375	5.266852741	4.894329508	5.284272282	5.24294796	5.288283497	6.861636577	8.275343588	5.30294289	5.005590119	4.837919701	4.879671463	5.18718841	4.926598835	5.03871601	4.741995428	5.160635191	5.116984324	5.476537226	7.076327848	4.779385806	7.46796516	4.712390348	5.201199942	5.919878728
Plac8	7.310114227	7.930889482	8.474378039	8.507656574	8.398631264	9.811235422	8.190875235	5.191706081	11.0555521	9.318247763	9.249579892	8.80064347	11.15417757	11.05394878	11.29662292	11.31372761	10.73795857	9.616517968	8.587319106	9.25864274	11.58629669	10.94198505	11.22353435	11.26722613	9.182204216	10.09614222
Plag1	4.671095186	5.063374946	5.055435736	4.812446883	5.163133718	7.082271479	5.218225781	5.366206794	4.887161302	5.151102481	4.716588566	4.717981607	4.651958653	4.808661344	4.803087514	6.183895366	7.558611274	5.14300695	5.922088405	8.160691993	5.679403154	7.658467383	5.52463652	7.657078546	5.738199472	6.752901094
Plat	5.400770163	5.384283558	5.293271152	5.162749818	5.074896427	5.00744221	5.310616417	5.148726712	5.103452878	5.00240249	5.132288933	5.058420407	5.143058667	4.907304109	5.074743754	4.889336032	4.729937003	4.908133984	5.171553793	4.842712386	5.131096924	4.766999681	4.982333091	4.819940621	4.977171526	4.966756526
Plau	4.86072448	5.04268519	5.068831292	4.828821112	5.235129642	5.259823594	5.108930027	4.957663916	5.306506509	5.084541965	4.904106716	4.909001797	5.186864989	4.984077375	4.964167561	5.312428299	5.756931652	5.333700414	5.057053079	4.991985852	5.727155351	5.768583107	5.878971736	5.776987412	5.245678194	5.541502449
Plaur	8.432701402	8.534771317	7.879201339	8.784164557	6.23011397	6.494456147	8.433359544	5.651678398	9.447475746	7.082881737	7.978376031	8.449467145	8.645766615	8.711292243	8.897473191	6.794767724	6.697534759	5.722261082	5.914723964	5.711176414	7.759270149	6.388720517	8.018590085	6.315686981	5.866590695	6.048757859
